,County,Doctorate M,Professional M,Masters M,Bachelor M,Associate M,Some College M,High School M,Some HS M,Less than HS M,None M
250,16801,14.785%,3.050%,21.857%,29.918%,5.743%,8.302%,14.036%,1.026%,0.642%,0.642%
251,16802,39.286%,0.000%,32.143%,-100.000000%,201.932418%,-21.212121%,48.717949%,0.000000%,0.000000%,62.500000%
252,16803,14.344%,2.460%,17.053%,31.763%,5.261%,10.588%,13.977%,2.133%,2.408%,0.013%
253,16820,3.415%,2.683%,5.366%,8.537%,8.293%,56.098%,5.366%,3.171%,7.073%,10.062893%
254,16822,0.566%,0.424%,3.819%,8.204%,4.950%,16.549%,51.485%,9.052%,4.385%,0.566%
255,16823,1.002%,1.026%,5.374%,15.071%,8.800%,14.893%,44.008%,7.572%,1.236%,1.018%
256,16826,2.273%,1.364%,1.818%,6.364%,17.273%,64.545%,6.364%,0.000%,0.000%,9.395973%
257,16827,11.548%,2.871%,12.921%,35.955%,13.296%,11.610%,9.925%,1.873%,0.000%,44.805195%
258,16828,6.919%,5.114%,10.951%,16.125%,3.008%,16.546%,35.860%,3.971%,1.504%,0.000%
259,16829,1.688%,6.751%,4.219%,11.392%,66.667%,4.641%,3.376%,1.266%,19.417476%,2.963%
260,16832,1.364%,4.545%,4.091%,14.545%,6.818%,7.727%,44.091%,7.727%,9.091%,7.272727%
261,16835,13.433%,23.881%,1.493%,5.970%,52.239%,2.985%,0.000000%,5.000%,8.621%,0.000%
262,16841,0.811%,0.286%,3.100%,7.105%,6.819%,13.162%,53.743%,9.490%,5.246%,0.238%
263,16844,2.938%,0.826%,4.591%,15.794%,8.540%,10.468%,50.597%,5.693%,0.275%,0.275%
264,16845,0.000%,5.237%,4.489%,12.718%,55.860%,18.204%,3.491%,5.303030%,4.965%,2.252%
265,16851,14.403%,11.523%,5.350%,13.580%,0.000%,0.000000%,33.898%,5.778%,0.000%,70.370%
266,16852,8.108%,5.405%,1.802%,8.108%,47.748%,11.712%,17.117%,0.000%,0.000000%,0.000%
267,16853,0.000%,14.865%,0.000%,71.622%,13.514%,0.000000%,0.000%,0.000%,0.000%,28.378%
268,16854,4.514%,0.000%,3.472%,14.583%,9.028%,10.764%,43.750%,11.806%,2.083%,11.851852%
269,16859,3.093%,2.577%,3.093%,10.825%,70.619%,9.278%,0.000%,0.515%,24.358974%,0.000%
270,16860,19.643%,8.036%,0.000%,60.714%,33.333333%,0.000%,31.461%,33.333%,0.000%,68.293%
271,16865,11.758%,3.325%,11.164%,25.534%,2.494%,14.252%,22.090%,9.382%,36.702128%,11.825%
272,16866,1.093%,0.557%,2.744%,8.124%,4.930%,14.212%,49.218%,9.882%,2.872%,6.367%
273,16868,18.487%,0.000%,0.000%,57.143%,100.000000%,52.000%,0.000%,100.000%,0.000%,100.000%
274,16870,3.875%,3.833%,17.106%,27.741%,5.647%,8.450%,29.514%,2.638%,0.577%,0.618%
275,16872,1.305%,4.178%,3.394%,7.833%,9.138%,48.825%,6.527%,15.927%,2.872%,9.090909%
276,16874,0.737%,3.131%,7.551%,5.341%,12.707%,56.906%,6.630%,4.788%,2.210%,27.232143%
277,16875,1.625%,1.264%,8.063%,15.042%,6.017%,7.882%,45.969%,7.882%,3.971%,2.286%
278,16877,3.687%,0.000%,3.982%,17.257%,12.832%,16.077%,40.855%,2.802%,2.507%,24.081633%
279,16882,2.830%,22.642%,0.000%,9.434%,37.736%,3.774%,20.755%,2.830%,37.837838%,0.000%
280,16037,0.715%,0.834%,6.194%,19.059%,10.125%,15.843%,40.500%,6.075%,0.298%,0.357%
281,16051,0.854%,1.044%,3.795%,13.662%,10.721%,15.370%,47.059%,6.357%,0.854%,0.285%
282,16057,4.418%,1.313%,7.433%,15.970%,8.090%,16.866%,39.194%,4.507%,1.104%,1.104%
283,16101,0.073%,0.841%,1.920%,11.326%,8.813%,17.607%,47.299%,8.657%,2.194%,1.271%
284,16102,0.479%,1.819%,4.739%,16.084%,8.760%,15.318%,43.274%,6.558%,2.058%,0.910%
285,16105,1.615%,4.229%,6.844%,22.049%,5.267%,21.569%,32.372%,4.556%,1.038%,0.461%
286,16112,4.000%,2.783%,8.000%,9.391%,13.565%,46.609%,15.130%,0.522%,21.757322%,2.303%
287,16116,2.740%,0.000%,3.379%,14.064%,15.434%,9.498%,43.836%,10.320%,0.731%,0.000%
288,16117,0.286%,1.044%,5.002%,17.127%,9.481%,15.898%,41.799%,7.343%,1.364%,0.657%
289,16120,1.902%,0.272%,2.717%,12.636%,6.386%,14.130%,45.788%,10.190%,3.804%,2.174%
290,16123,0.259%,2.461%,3.238%,17.876%,8.161%,10.363%,45.337%,6.865%,5.440%,0.000%
291,16127,5.135%,1.931%,6.794%,20.473%,7.044%,10.407%,39.218%,5.340%,2.772%,0.886%
292,16132,35.443%,32.911%,-100.000000%,-100.000000%,54.478%,0.000000%,-18.181818%,0.000000%,13.624221%,11.614335%
293,16140,13.020590%,10.492417%,9.116410%,33.644618%,24.696684%,17.952314%,0.000000%,3.884861%,3.097697%,1.884637%
294,16141,1.847%,0.000%,3.835%,12.784%,9.943%,12.358%,42.472%,13.920%,2.131%,0.710%
295,16142,5.060%,2.067%,10.827%,12.840%,6.692%,12.024%,27.203%,9.412%,12.840%,1.034%
296,16143,0.617%,0.881%,2.026%,9.604%,7.489%,21.410%,43.612%,11.806%,1.674%,0.881%
297,16155,22.581%,0.000%,0.000%,45.161%,32.258%,10.769%,14.141%,0.000000%,-19.318182%,22.580645%
298,16156,1.746%,3.201%,4.365%,11.736%,7.081%,15.810%,45.199%,5.626%,4.559%,0.679%
299,16157,0.092%,1.283%,10.724%,8.341%,15.765%,52.521%,5.866%,4.766%,0.642%,14.376997%
300,16159,6.414%,13.598%,5.645%,12.765%,50.417%,7.056%,3.015%,1.090%,17.594255%,4.558%
301,16160,1.223%,7.951%,16.820%,17.125%,39.144%,9.786%,0.000%,7.951%,3.260870%,0.000%
302,15004,6.202%,13.953%,24.806%,55.039%,0.000%,0.000000%,0.000%,29.762%,0.000%,0.000%
303,15012,0.869%,1.826%,7.077%,12.798%,11.702%,17.267%,42.114%,4.990%,0.556%,0.800%
304,15017,0.781%,2.652%,12.405%,28.460%,6.357%,14.947%,28.787%,3.977%,0.908%,0.726%
305,15019,4.804%,10.498%,9.609%,12.811%,55.872%,6.406%,0.000%,0.000%,6.417112%,7.432%
306,15021,1.000%,2.285%,11.424%,9.104%,14.745%,49.018%,10.568%,1.749%,0.107%,19.816139%
307,15022,0.438%,0.583%,5.163%,12.981%,13.361%,16.599%,43.378%,5.193%,0.583%,1.721%
308,15025,0.708%,1.703%,10.794%,23.196%,9.780%,14.833%,33.742%,3.139%,1.129%,0.976%
309,15026,0.615%,0.923%,3.000%,7.615%,18.538%,21.846%,39.077%,7.154%,0.692%,0.538%
310,15033,1.388%,0.833%,9.993%,14.087%,2.915%,19.015%,40.944%,8.466%,0.972%,1.388%
311,15038,13.445%,44.538%,28.571%,13.445%,24.615385%,0.000%,0.000%,24.615%,0.000%,0.000%
312,15053,27.273%,0.000%,45.455%,10.390%,16.883%,0.000000%,10.914%,16.865%,25.668%,0.000000%
313,15054,0.000%,10.976%,4.878%,9.756%,40.854%,26.829%,0.000%,6.707%,34.615385%,0.000%
314,15055,5.820%,1.852%,6.349%,22.222%,5.820%,8.995%,34.392%,5.026%,9.524%,27.777778%
315,15057,1.130%,1.389%,9.835%,23.708%,9.205%,12.817%,34.543%,4.871%,1.537%,0.963%
316,15060,1.674%,12.134%,3.766%,15.481%,58.577%,7.113%,0.000%,1.255%,16.346154%,0.000%
317,15063,0.359%,1.436%,6.590%,14.128%,10.667%,17.154%,42.051%,5.154%,1.128%,1.333%
318,15067,0.000%,1.163%,10.207%,14.083%,11.886%,50.000%,10.465%,2.196%,0.000%,16.062176%
319,15078,24.460%,0.000%,0.000%,35.971%,21.583%,17.986%,0.000000%,0.000%,19.200%,0.000%
320,15126,0.706%,1.374%,7.575%,27.943%,10.832%,16.327%,24.294%,10.086%,0.863%,0.000%
321,15129,2.119%,1.924%,9.537%,26.854%,15.756%,15.979%,25.404%,1.394%,0.530%,0.502%
322,15241,5.471%,12.347%,19.671%,36.218%,5.291%,9.447%,10.060%,1.121%,0.344%,0.030%
323,15301,1.071%,1.946%,4.653%,16.361%,7.627%,15.469%,41.849%,6.729%,2.082%,2.213%
324,15311,0.563%,4.503%,14.822%,14.822%,10.131%,50.657%,2.814%,1.689%,15.822785%,5.755%
325,15312,0.383%,0.690%,3.678%,13.103%,12.490%,12.107%,48.966%,7.356%,0.996%,0.230%
326,15313,0.000%,0.794%,0.794%,14.286%,10.317%,12.698%,49.206%,4.762%,5.556%,1.587%
327,15314,0.311%,2.020%,16.084%,9.946%,14.219%,46.465%,8.547%,1.787%,0.622%,9.812109%
328,15317,1.876%,3.652%,11.521%,32.101%,7.533%,15.494%,22.364%,2.714%,2.143%,0.602%
329,15321,3.114%,7.785%,22.664%,11.246%,22.491%,29.931%,2.768%,24.074074%,11.290%,17.286%
330,15322,0.000%,1.404%,4.992%,12.793%,13.417%,11.856%,43.058%,10.920%,1.560%,0.000%
331,15323,0.797%,0.797%,3.004%,10.607%,6.744%,14.838%,53.648%,6.867%,1.288%,1.410%
332,15324,0.000%,1.389%,1.852%,10.185%,9.259%,14.815%,48.148%,6.481%,1.852%,6.019%
333,15329,0.000%,3.244%,9.160%,7.824%,25.000%,44.275%,9.924%,0.573%,13.872832%,6.481%
334,15330,0.142%,0.567%,7.129%,20.397%,8.782%,20.302%,33.711%,7.932%,0.755%,0.283%
335,15331,3.415%,4.390%,5.854%,5.366%,11.220%,60.976%,6.829%,1.463%,0.488%,28.244275%
336,15332,0.372%,0.434%,6.008%,16.476%,8.857%,15.392%,46.392%,4.614%,0.774%,0.681%
337,15333,0.839%,5.516%,8.034%,7.674%,8.153%,59.592%,7.314%,2.878%,0.000%,10.123457%
338,15340,14.471%,16.199%,8.423%,15.767%,39.957%,2.808%,2.376%,11.627907%,5.419%,15.989%
339,15342,0.000%,1.910%,2.711%,20.271%,14.233%,21.134%,33.641%,4.621%,1.356%,0.123%
340,15345,0.722%,2.347%,8.484%,9.206%,16.787%,49.819%,6.498%,5.415%,0.722%,16.049383%
341,15347,3.535%,0.000%,45.960%,50.505%,0.000%,0.000000%,0.000%,4.403%,0.000%,0.000%
342,15348,4.054%,36.486%,2.703%,23.649%,33.108%,0.000%,0.000000%,87.179%,7.792%,0.000%
343,15350,8.586%,22.222%,52.525%,3.030%,13.636%,0.000000%,0.000%,0.000%,0.000%,0.000%
344,15358,0.000%,3.930%,12.664%,16.157%,27.948%,35.808%,3.493%,45.454545%,13.014%,0.000%
345,15360,0.763%,1.832%,5.649%,17.405%,7.023%,11.756%,49.160%,4.122%,2.290%,0.000%
346,15361,12.500%,46.875%,0.000000%,10.914%,16.865%,21.391%,0.000000%,0.000000%,0.000000%,26.732673%
347,15363,0.000%,42.647%,19.608%,27.941%,9.804%,82.666667%,0.000%,12.698%,82.667%,46.903%
348,15366,15.254%,0.000%,49.153%,35.593%,0.000%,0.000000%,10.914%,16.865%,21.391%,0.000%
349,15367,3.448%,5.723%,16.948%,47.836%,6.676%,8.547%,9.978%,0.844%,42.222222%,28.765%
350,15368,10.000%,20.000%,14.286%,0.000%,35.714%,14.286%,5.714%,0.000000%,0.000%,17.949%
351,15370,0.990%,0.543%,3.083%,8.498%,5.575%,12.971%,52.939%,12.157%,2.045%,1.198%
352,15376,0.569%,0.380%,4.554%,9.677%,11.954%,11.006%,53.510%,6.831%,0.000%,1.518%
353,15377,0.000%,1.859%,10.781%,4.089%,9.294%,52.045%,18.587%,3.346%,0.000%,8.955224%
354,15378,-100.000000%,0.000000%,0.000000%,11.614335%,8.245765%,7.130926%,34.780899%,30.315023%,25.118297%,0.000000%
355,15379,9.091%,2.273%,0.000%,34.091%,45.455%,9.091%,33.333333%,9.524%,18.966%,33.333%
356,15412,3.125%,11.875%,16.250%,1.875%,23.750%,34.375%,8.750%,33.333333%,0.000%,17.391%
357,15417,1.922%,2.321%,3.988%,11.748%,4.931%,14.685%,52.103%,7.687%,0.363%,0.254%
358,15419,3.006%,4.855%,20.116%,15.260%,4.971%,15.376%,29.827%,4.624%,1.965%,22.891566%
359,15423,0.732%,2.805%,1.098%,17.805%,6.220%,18.293%,42.317%,4.878%,5.488%,0.366%
360,15427,1.134%,2.041%,6.803%,10.431%,8.390%,59.637%,7.483%,3.175%,0.907%,5.813953%
361,15429,18.182%,7.955%,28.409%,0.000%,45.455%,0.000000%,0.000%,0.000%,0.000%,50.000%
362,15432,0.654%,0.654%,4.575%,5.229%,5.882%,9.804%,66.013%,4.575%,2.614%,0.000%
363,15434,1.600%,0.000%,0.000%,4.800%,1.600%,15.200%,60.000%,10.400%,6.400%,0.000%
364,15477,3.650%,14.599%,6.204%,14.234%,56.204%,5.109%,5.333333%,3.046%,15.830%,5.333%
365,15483,0.000%,1.163%,4.651%,22.674%,5.814%,18.605%,40.698%,4.651%,1.744%,25.000000%
366,19038,3.472%,5.571%,14.986%,27.097%,6.196%,15.834%,22.000%,2.957%,1.272%,0.616%
367,19102,11.052%,20.125%,19.402%,32.239%,5.888%,5.840%,4.730%,0.724%,0.000%,25.503356%
368,19103,7.583%,17.367%,22.526%,36.869%,1.734%,7.138%,3.780%,1.868%,1.001%,0.133%
369,19104,4.880%,3.046%,11.491%,18.603%,4.119%,20.568%,20.308%,14.199%,1.523%,1.263%
370,19106,10.230%,13.414%,15.976%,34.853%,1.300%,8.610%,11.096%,4.239%,0.283%,31.065919%
371,19107,5.561%,14.416%,16.392%,29.781%,2.751%,8.932%,12.033%,4.786%,3.120%,2.228%
372,19109,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
373,19111,0.582%,0.739%,4.195%,13.877%,6.093%,17.375%,39.717%,10.136%,5.501%,1.785%
374,19112,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
375,19114,1.355%,1.581%,4.262%,15.864%,7.010%,19.223%,42.228%,6.718%,0.819%,0.941%
376,19115,0.858%,1.932%,6.316%,22.778%,5.770%,17.978%,32.854%,6.160%,2.954%,2.400%
377,19116,0.829%,1.468%,7.140%,16.750%,5.232%,17.855%,39.898%,7.650%,2.055%,1.122%
378,19118,6.712%,11.614%,19.107%,29.909%,2.498%,14.924%,9.397%,4.964%,0.781%,0.094%
379,19119,3.437%,6.474%,12.840%,18.299%,6.236%,18.115%,25.292%,6.777%,1.881%,0.649%
380,19120,0.164%,0.425%,2.128%,7.638%,6.119%,15.895%,35.095%,17.675%,10.068%,4.794%
381,19121,0.055%,0.709%,3.177%,7.376%,4.281%,17.369%,45.562%,15.760%,5.031%,0.682%
382,19122,0.453%,0.836%,2.909%,20.206%,2.247%,14.179%,34.332%,14.841%,6.758%,3.240%
383,19123,3.274%,6.313%,12.102%,30.264%,3.365%,14.020%,18.560%,6.766%,3.871%,1.465%
384,19124,0.522%,0.627%,2.168%,4.835%,4.079%,16.245%,43.835%,16.719%,7.818%,3.153%
385,19125,1.519%,1.560%,5.574%,26.589%,4.496%,13.366%,27.318%,13.202%,5.030%,1.345%
386,19126,0.601%,0.534%,7.187%,10.859%,6.498%,19.226%,37.116%,12.439%,4.895%,0.645%
387,19127,5.177%,4.360%,9.420%,40.210%,2.297%,9.459%,22.616%,4.476%,0.817%,1.168%
388,19128,2.175%,4.161%,10.836%,29.513%,4.380%,15.870%,25.811%,5.456%,1.309%,0.489%
389,19129,1.865%,6.569%,9.983%,24.756%,2.496%,23.092%,22.174%,7.516%,1.033%,0.516%
390,19130,4.872%,8.754%,15.775%,35.988%,3.392%,10.978%,13.654%,4.844%,0.810%,0.933%
391,19131,1.299%,1.552%,4.251%,12.111%,5.836%,23.016%,38.441%,11.074%,1.645%,0.776%
392,19132,0.446%,0.326%,0.978%,4.630%,3.250%,18.043%,49.500%,17.337%,3.663%,1.826%
393,19133,0.440%,0.284%,0.185%,2.002%,3.579%,10.665%,37.134%,26.214%,14.087%,5.410%
394,19134,0.082%,0.339%,1.526%,6.491%,3.135%,12.216%,42.404%,21.462%,9.550%,2.795%
395,19135,0.153%,0.000%,2.205%,9.892%,6.421%,17.089%,45.743%,13.312%,2.807%,2.379%
396,19136,0.429%,0.356%,2.990%,10.621%,4.496%,18.067%,45.880%,12.315%,2.738%,2.106%
397,19137,0.107%,1.785%,2.178%,9.711%,7.569%,11.782%,49.161%,12.496%,3.570%,1.642%
398,19138,0.944%,2.597%,6.801%,4.867%,19.076%,47.651%,11.533%,4.485%,2.046%,8.880517%
399,19139,0.847%,0.604%,3.082%,9.624%,3.668%,20.150%,42.183%,16.951%,1.766%,1.126%
400,19140,0.487%,0.487%,0.918%,3.658%,2.705%,14.217%,42.390%,22.113%,10.100%,2.924%
401,19141,0.898%,0.570%,3.166%,9.969%,3.133%,19.599%,43.482%,16.553%,1.271%,1.358%
402,19142,1.068%,0.189%,2.055%,8.355%,8.044%,23.063%,36.596%,14.628%,4.123%,1.879%
403,19143,2.141%,0.925%,5.079%,14.271%,5.174%,17.230%,37.775%,13.034%,3.208%,1.163%
404,19144,2.378%,1.666%,6.364%,12.769%,3.812%,15.380%,36.385%,18.048%,1.748%,1.450%
405,19145,0.960%,0.953%,4.013%,15.654%,7.569%,17.207%,35.618%,10.739%,3.279%,4.007%
406,19146,4.354%,9.277%,9.893%,26.708%,3.640%,12.537%,21.837%,8.464%,2.181%,1.109%
407,19147,2.554%,8.583%,14.168%,31.480%,2.162%,13.332%,17.087%,4.391%,4.471%,1.771%
408,19148,0.834%,1.020%,4.216%,14.103%,4.117%,12.472%,37.130%,12.839%,7.448%,5.821%
409,19149,0.309%,0.685%,2.576%,8.680%,3.231%,17.834%,45.754%,13.718%,4.383%,2.831%
410,19150,0.297%,0.353%,6.411%,11.847%,5.352%,25.275%,38.887%,8.740%,1.539%,1.299%
411,19151,0.725%,1.823%,4.778%,15.510%,3.449%,23.407%,37.302%,8.502%,2.790%,1.714%
412,19152,0.633%,1.596%,5.769%,19.336%,4.493%,17.575%,33.258%,10.869%,4.363%,2.108%
413,19153,2.156%,1.813%,9.042%,11.394%,3.896%,19.750%,39.035%,10.806%,1.225%,0.882%
414,19154,0.779%,0.959%,2.825%,15.565%,5.437%,19.795%,41.276%,10.325%,1.772%,1.267%
415,15310,4.301%,8.602%,8.602%,0.000%,61.290%,8.602%,6.452%,2.151%,8.695652%,12.308%
416,15315,4.906%,2.642%,7.547%,4.151%,10.943%,57.736%,9.811%,0.000%,2.264%,4.310345%
417,15316,0.000%,10.000%,33.333%,43.333%,13.333%,0.000000%,0.000%,23.333%,0.000%,0.000%
418,15320,1.024%,0.000%,4.734%,24.312%,9.661%,14.395%,32.502%,11.260%,2.111%,0.000%
419,15322,0.000%,1.404%,4.992%,12.793%,13.417%,11.856%,43.058%,10.920%,1.560%,0.000%
420,15325,11.392%,21.519%,0.000%,10.127%,56.962%,0.000000%,30.357%,0.000%,0.000%,0.000%
421,15327,1.273%,1.273%,2.000%,6.364%,2.909%,8.000%,61.273%,12.364%,4.545%,0.000%
422,15329,0.000%,3.244%,9.160%,7.824%,25.000%,44.275%,9.924%,0.573%,13.872832%,6.481%
423,15334,0.000%,6.522%,10.870%,21.739%,50.000%,10.870%,12.000000%,0.000%,11.765%,12.000%
424,15337,2.632%,5.789%,7.368%,14.737%,61.053%,6.842%,0.000%,1.579%,11.214953%,1.887%
425,15338,0.660%,4.950%,11.386%,6.106%,9.076%,53.135%,8.416%,5.611%,0.660%,10.471204%
426,15341,1.356%,3.051%,4.068%,10.508%,6.102%,4.746%,57.627%,10.508%,1.356%,0.678%
427,15344,0.000%,3.114%,10.989%,4.579%,15.751%,52.198%,4.762%,6.410%,2.198%,7.633588%
428,15345,0.722%,2.347%,8.484%,9.206%,16.787%,49.819%,6.498%,5.415%,0.722%,16.049383%
429,15346,11.864%,2.825%,15.819%,59.322%,10.169%,0.000%,7.692308%,3.876%,17.937%,7.692%
430,15349,0.946%,0.315%,1.577%,7.886%,3.943%,11.672%,59.937%,9.937%,3.312%,0.473%
431,15351,22.000%,8.800%,32.400%,36.800%,0.000%,0.000000%,9.091%,6.875%,0.000%,41.509%
432,15352,0.717%,0.000%,0.358%,6.093%,1.075%,16.487%,55.197%,13.978%,5.018%,1.075%
433,15353,11.111%,0.000%,72.222%,50.000000%,10.914%,16.865%,25.668%,0.000%,100.000%,77.777778%
434,15357,0.000%,0.547%,7.482%,9.489%,5.109%,23.540%,38.686%,10.766%,0.182%,4.197%
435,15359,5.882%,17.647%,29.412%,41.176%,5.882%,0.000%,15.789474%,39.130%,9.091%,15.789%
436,15362,0.000%,1.481%,3.704%,5.926%,6.296%,8.519%,64.074%,8.889%,1.111%,18.390805%
437,15364,0.000%,0.000%,0.000%,16.667%,6.884%,14.493%,54.710%,6.522%,0.725%,0.000%
438,15370,0.990%,0.543%,3.083%,8.498%,5.575%,12.971%,52.939%,12.157%,2.045%,1.198%
439,15377,0.000%,1.859%,10.781%,4.089%,9.294%,52.045%,18.587%,3.346%,0.000%,8.955224%
440,15380,0.000%,0.837%,3.347%,2.929%,9.623%,67.782%,13.389%,1.255%,0.837%,5.084746%
441,16401,0.192%,0.000%,1.232%,3.067%,4.628%,14.074%,59.009%,14.485%,2.629%,0.685%
442,16403,0.607%,1.012%,5.263%,15.182%,7.743%,14.980%,44.079%,7.439%,3.239%,0.455%
443,16407,0.082%,0.988%,2.662%,11.690%,9.166%,15.450%,47.640%,8.397%,1.756%,2.168%
444,16410,2.301%,1.416%,4.779%,7.080%,15.752%,61.770%,5.487%,0.531%,0.885%,11.650485%
445,16411,0.000%,3.654%,5.577%,8.077%,13.654%,59.231%,8.077%,0.000%,1.731%,16.065574%
446,16412,2.740%,1.764%,6.646%,25.386%,8.724%,15.811%,31.811%,5.134%,1.795%,0.189%
447,16415,2.449%,4.580%,9.924%,28.944%,8.302%,14.408%,29.008%,1.622%,0.254%,0.509%
448,16417,1.518%,0.506%,3.970%,17.205%,5.839%,17.205%,46.205%,3.270%,3.542%,0.740%
449,16421,0.886%,2.658%,19.601%,12.625%,15.947%,42.746%,3.544%,1.993%,14.814815%,15.113%
450,16423,0.934%,2.083%,3.592%,10.920%,3.951%,15.230%,52.299%,9.698%,0.647%,0.647%
451,16426,1.432%,3.466%,4.823%,10.475%,7.536%,14.167%,54.785%,3.014%,0.301%,0.000%
452,16427,2.778%,2.778%,2.778%,11.111%,20.833%,50.000%,9.722%,0.000000%,0.000%,5.195%
453,16428,0.351%,1.636%,4.324%,19.074%,8.345%,19.168%,37.962%,7.457%,1.613%,0.070%
454,16435,0.737%,0.885%,1.475%,8.702%,2.360%,15.634%,55.900%,8.407%,5.162%,0.737%
455,16438,0.074%,0.331%,2.505%,11.381%,6.483%,12.670%,53.996%,8.803%,3.204%,0.552%
456,16441,0.526%,1.168%,4.439%,16.034%,6.513%,13.522%,50.526%,5.199%,2.074%,0.000%
457,16442,0.587%,0.489%,3.425%,11.937%,3.327%,18.982%,45.695%,11.252%,3.033%,1.272%
458,16443,2.689%,17.359%,3.178%,11.736%,46.455%,16.870%,1.711%,0.000000%,15.417%,12.619%
459,16444,0.000%,58.333%,-100.000000%,143.493885%,100.000%,0.000000%,12.313400%,8.930008%,5.520615%,39.517820%
460,16501,1.480%,0.000%,7.268%,7.268%,20.592%,28.398%,21.265%,9.421%,4.307%,7.766990%
461,16502,1.008%,0.205%,2.389%,16.517%,7.708%,17.600%,43.094%,7.577%,2.016%,1.885%
462,16503,0.326%,0.304%,0.999%,4.148%,4.387%,14.571%,46.797%,19.805%,5.016%,3.648%
463,16504,0.083%,1.000%,3.564%,18.008%,8.316%,18.341%,42.893%,5.877%,1.105%,0.813%
464,16505,2.179%,5.871%,11.651%,21.232%,6.069%,19.701%,25.194%,6.879%,0.558%,0.666%
465,16506,3.188%,4.208%,8.812%,30.375%,5.024%,14.601%,29.737%,3.520%,0.332%,0.204%
466,16507,1.067%,0.000%,1.927%,10.530%,8.224%,13.765%,47.247%,14.281%,1.686%,1.273%
467,16508,0.662%,1.198%,4.418%,21.338%,6.206%,16.401%,42.479%,5.491%,1.055%,0.751%
468,16509,1.261%,3.753%,7.812%,23.965%,8.158%,16.072%,34.503%,3.581%,0.285%,0.610%
469,16510,0.465%,0.604%,5.634%,16.065%,11.302%,17.005%,39.842%,6.575%,1.173%,1.336%
470,16511,0.343%,2.401%,5.146%,20.069%,8.834%,16.924%,38.908%,5.374%,1.315%,0.686%
471,16546,27.496599%,289.590217%,100.000000%,0.000000%,-100.000000%,12.909782%,11.614335%,8.930008%,52.941176%,33.644618%
472,16563,0.000%,22.222%,-100.000000%,203.014613%,100.000%,0.000000%,12.313400%,8.930008%,5.938990%,0.000000%
473,15946,0.000%,0.790%,3.203%,11.647%,8.819%,16.431%,50.624%,6.364%,1.581%,0.541%
474,16601,1.410%,1.254%,3.005%,12.389%,7.338%,14.270%,50.820%,7.679%,1.069%,0.765%
475,16602,0.465%,0.808%,3.939%,14.825%,5.615%,15.027%,47.566%,9.453%,1.474%,0.828%
476,16613,0.000%,1.594%,1.992%,5.976%,8.566%,16.335%,58.167%,4.980%,2.390%,21.739130%
477,16617,0.000%,3.128%,11.575%,9.072%,25.026%,40.876%,7.716%,2.398%,0.209%,9.027778%
478,16625,1.616%,0.485%,8.805%,6.300%,5.654%,57.916%,13.166%,3.796%,2.262%,7.933194%
479,16631,0.000%,16.667%,16.667%,41.667%,25.000%,0.000000%,10.914%,16.865%,21.391%,38.461538%
480,16635,1.750%,1.507%,4.278%,15.241%,8.508%,13.491%,46.962%,6.879%,1.313%,0.073%
481,16636,0.678%,2.373%,10.169%,7.458%,7.797%,65.763%,4.407%,1.356%,0.000%,20.879121%
482,16637,0.000%,0.000%,7.135%,5.159%,26.784%,52.031%,7.355%,1.537%,8.536585%,0.000%
483,16641,1.218%,0.332%,0.886%,7.530%,8.416%,13.289%,62.458%,4.540%,1.329%,0.000%
484,16648,1.899%,5.411%,6.550%,19.385%,8.639%,12.569%,39.662%,4.310%,1.234%,0.342%
485,16655,0.571%,0.571%,1.333%,6.667%,6.286%,12.571%,59.429%,7.238%,4.571%,0.762%
486,16662,0.968%,0.458%,5.807%,12.736%,2.649%,14.060%,49.465%,5.553%,8.304%,0.000%
487,16665,0.000%,2.062%,27.835%,4.124%,7.216%,56.701%,2.062%,0.000%,28.703704%,18.750%
488,16673,0.355%,1.064%,1.419%,14.252%,5.973%,13.601%,54.406%,7.156%,1.301%,0.473%
489,16682,0.000%,0.000000%,0.000000%,0.000000%,12.996032%,12.313400%,9.326127%,34.780899%,29.333279%,9.459459%
490,16686,0.331%,0.486%,4.660%,11.617%,8.392%,14.664%,51.502%,5.367%,1.921%,1.060%
491,16693,0.256%,1.729%,2.049%,7.426%,8.643%,11.652%,55.378%,8.195%,2.945%,1.729%
492,17021,2.273%,3.693%,1.420%,9.659%,62.784%,14.773%,3.693%,1.705%,2.439024%,3.797%
493,17035,1.744%,0.000%,3.488%,6.686%,56.686%,21.221%,7.267%,2.907%,4.301075%,0.000%
494,17045,0.276%,2.022%,3.309%,9.559%,9.375%,9.835%,46.507%,12.500%,5.055%,1.563%
495,17049,3.494%,9.821%,6.516%,5.005%,48.347%,14.825%,10.859%,1.133%,11.546841%,2.778%
496,17056,41.667%,0.000%,0.000%,58.333%,0.000%,0.000%,0.000000%,10.914%,16.865%,25.668%
497,17058,0.000%,3.220%,12.522%,3.757%,5.725%,50.805%,18.426%,3.757%,1.789%,5.759162%
498,17059,0.706%,0.437%,5.580%,7.765%,7.227%,9.546%,54.252%,9.714%,3.261%,1.513%
