,County,School,% Advanced,% Proficient,% Basic,% Below Basic
935,LEBANON,JONESTOWN EL SCH,23.21,42.92,21.1,12.69
936,LYCOMING,JOSEPH C ASHKAR EL SCH,38.66,40.98,15.83,4.53
937,BUCKS,JOSEPH E FERDERBAR ES,31.57,37.26,22.43,8.78
938,CLEARFIELD,JUNIATA EL SCH,15.11,34.95,30.88,19.04
939,BLAIR,JUNIATA GAP EL SCH,24.21,35.66,24.25,15.83
940,PHILADELPHIA,JUNIATA PARK ACADEMY,5.15,23.53,35.17,36.15
941,HUNTINGDON,JUNIATA VALLEY EL SCH,20.39,33.05,32.15,14.42
942,HUNTINGDON,JUNIATA VALLEY JSHS,13.16,33.74,28.26,24.74
943,MCKEAN,KANE AREA EL SCH,18.94,38.07,25.36,17.65
944,MCKEAN,KANE AREA MS,13.85,35.93,29.42,20.79
945,BUTLER,KARNS CITY HS,21.26,30.69,26.54,21.53
946,PHILADELPHIA,KEARNY GEN PHILIP SCH,3.74,11.74,36.65,47.88
947,MONTGOMERY,KEITH VALLEY MS,28.1,39.98,22.56,9.32
948,PHILADELPHIA,KELLEY WILLIAM D SCH,2.03,11.43,34.76,51.72
949,UNION,KELLY EL SCH,22.66,29.5,26.15,21.68
950,PHILADELPHIA,KELLY JOHN B SCH,1.85,18.44,33.83,45.85
951,LUZERNE,KENNEDY EL CTR,31.4,34.9,23.25,10.5
952,CHESTER,KENNETT MS,29.14,32.34,23.65,14.91
953,LEHIGH,KERNSVILLE SCH,42.23,37.01,15.88,4.84
954,ALLEGHENY,KERR EL SCH,47.21,26.92,15.22,10.58
955,PHILADELPHIA,KEY FRANCIS SCOTT SCH,6.25,21.75,33.74,38.29
956,PHILADELPHIA,KEYSTONE ACADEMY CHARTER SCHOOL,15.36,35.46,30.54,18.56
957,MERCER,KEYSTONE ED CTR CS,3.03,6.08,27.26,63.62
958,CLARION,KEYSTONE EL SCH,18.88,41.9,26.42,12.76
959,CLARION,KEYSTONE JSHS,14.65,30.26,35.36,19.75
960,ALLEGHENY,KEYSTONE OAKS MS,15.75,36.83,31.29,16.12
961,PHILADELPHIA,KHEPERA CS,1.2,14.63,32.36,51.81
962,LANCASTER,KING EL SCH,12.54,34.3,24.57,28.6
963,ALLEGHENY,KING M L EL SCH,1.38,12.71,34.24,51.67
964,CHESTER,KINGS HIGHWAY EL SCH,18.9,34.61,24.21,22.28
965,PHILADELPHIA,KIPP PHILADELPHIA CHARTER SCHO,4.24,22.32,33.18,40.26
966,PHILADELPHIA,KIPP WEST PHILADELPHIA PREP CS,2.01,21.72,38.29,38.03
967,PHILADELPHIA,KIRKBRIDE ELIZA B SCH,15.15,33.07,27.8,23.96
968,WESTMORELAND,KISKI AREA EAST PRIMARY,26.1,39.45,24.82,9.57
969,WESTMORELAND,KISKI AREA IHS,19.99,38.7,26.92,14.41
970,WESTMORELAND,KISKI AREA NORTH PRIMARY,37.55,40.81,16.58,5.0
971,WESTMORELAND,KISKI AREA SOUTH PRIMARY,31.45,42.53,19.36,6.66
972,WESTMORELAND,KISKI AREA UPPER EL SCH,21.06,42.68,25.63,10.63
973,LANCASTER,KISSEL HILL EL SCH,33.85,35.68,21.08,9.34
974,ERIE,KLEIN EL SCH,30.3,44.26,20.03,5.4
975,BUCKS,KLINGER MS,14.85,32.95,32.39,19.81
976,MONTGOMERY,KNAPP EL SCH,23.56,36.61,23.07,16.72
977,BUTLER,KNOCH MS,23.11,36.6,27.13,13.18
978,LEHIGH,KRATZER SCH,43.64,35.23,12.52,8.62
979,YORK,KREUTZ CREEK EL SCH,21.09,44.39,25.81,8.71
980,MONTGOMERY,KULP EL SCH,34.05,35.5,22.21,8.24
981,DAUPHIN,KUNKEL EL SCH,27.25,48.33,18.62,5.81
982,BUCKS,KUTZ EL SCH,55.48,32.24,8.5,3.78
983,BERKS,KUTZTOWN AREA MS,14.88,37.87,30.33,16.98
984,BERKS,KUTZTOWN EL SCH,18.76,38.72,30.39,12.21
985,CARBON,L B MORRIS EL SCH,12.0,32.01,32.08,23.92
986,LANCASTER,LA ACADEMIA CS,0.68,10.1,38.51,50.7
987,PHILADELPHIA,LA BRUM GEN J HARRY,11.93,23.32,34.97,29.82
988,JUNIATA,LACK-TUSCARORA EL SCH,8.73,21.73,37.38,32.19
989,WYOMING,LACKAWANNA TRAIL EL,26.67,34.27,25.12,13.94
990,WYOMING,LACKAWANNA TRAIL JSH,13.55,26.38,33.16,26.89
991,LANCASTER,LAFAYETTE EL SCH,6.45,27.33,35.1,31.1
992,FAYETTE,LAFAYETTE ELEM SCHOOL,2.69,24.7,31.76,40.86
993,FAYETTE,LAFAYETTE MIDDLE SCHOOL,4.8,20.54,32.04,42.7
994,LUZERNE,LAKE-LEHMAN JSHS,17.68,33.81,28.07,20.46
995,LUZERNE,LAKE-NOXEN EL SCH,17.25,38.81,32.0,11.99
996,LACKAWANNA,LAKELAND EL SCH,9.85,42.93,31.4,15.81
997,LACKAWANNA,LAKELAND JSHS,14.36,35.26,28.84,21.58
998,WAYNE,LAKESIDE ELEMENTARY SCHOOL,29.87,38.41,19.13,12.64
999,DELAWARE,LAKEVIEW EL SCH,18.01,38.62,25.25,18.14
1000,MERCER,LAKEVIEW MS,16.78,35.26,31.02,16.99
1001,CUMBERLAND,LAMBERTON MS,23.05,38.08,23.9,14.95
1002,PHILADELPHIA,LAMBERTON ROBERT E SCH,0.87,10.33,30.96,57.82
1003,LANCASTER,LANDIS RUN INTERMEDIATE SCHOOL,32.5,36.81,21.05,9.65
1004,LANCASTER,LANDISVILLE INTRMD CS,30.54,34.62,23.97,10.86
1005,LANCASTER,LANDISVILLE MS,23.27,38.85,25.29,12.6
1006,LANCASTER,LANDISVILLE PRIMARY CTR,34.3,42.55,11.95,11.2
1007,YORK,LARRY MACALUSO EL SCH,25.94,41.26,24.51,8.26
1008,SUSQUEHANNA,LATHROP STREET EL SCH,19.36,34.05,31.08,15.51
1009,WESTMORELAND,LATROBE EL SCH,31.66,38.38,22.35,7.62
1010,BERKS,LAUERS PARK EL SCH,5.0,18.29,32.97,43.79
1011,LAWRENCE,LAUREL EL SCH,27.76,39.1,24.21,8.85
1012,FAYETTE,LAUREL HIGHLANDS MS,8.24,30.54,32.53,28.64
1013,LAWRENCE,LAUREL JSHS,15.3,38.49,29.69,16.57
1014,WESTMORELAND,LAUREL VALLEY EL SCH,18.22,33.25,25.54,22.99
1015,DAUPHIN,LAWNTON EL SCH,9.94,35.05,35.96,19.05
1016,PHILADELPHIA,LAWTON HENRY W SCH,4.65,23.57,31.61,40.17
1017,PHILADELPHIA,LEA HENRY C SCH,4.13,11.16,29.84,54.82
1018,YORK,LEADERS HEIGHTS EL SCH,23.55,51.0,18.65,6.9
1019,LEBANON,LEBANON MS,4.42,20.27,34.62,40.68
1020,LUZERNE,LEE PARK EL SCH,4.08,35.33,35.67,24.92
1021,ARMSTRONG,LEECHBURG AREA JSHS,7.54,23.37,37.87,31.24
1022,DELAWARE,LEEDOM EL SCH,22.33,45.83,26.46,5.38
1023,PHILADELPHIA,LEEDS MORRIS E MS,0.85,6.85,30.78,61.58
1024,NORTHAMPTON,LEHIGH  ELEM SCHOOL,23.01,38.16,26.61,12.17
1025,LEHIGH,LEHIGH PARKWAY EL SCH,13.05,27.84,30.46,28.72
1026,NORTHAMPTON,LEHIGH VALLEY ACADEMY REG CS,21.87,39.49,25.2,13.43
1027,NORTHAMPTON,LEHIGH VALLEY DUAL LANGUAGE CS,4.1,21.1,37.05,37.75
1028,CARBON,LEHIGHTON AREA MS,14.23,34.72,32.15,18.95
1029,MONROE,LEHMAN INTERMEDIATE,14.97,30.36,32.87,21.76
1030,LUZERNE,LEHMAN-JACKSON EL SCH,26.91,41.5,22.04,9.51
1031,YORK,LEIB EL SCH,24.06,34.72,26.93,14.3
1032,ARMSTRONG,LENAPE EL SCH,17.69,36.91,28.4,16.96
1033,BUCKS,LENAPE MS,42.35,37.42,12.15,8.05
1034,SCHUYLKILL,LENGEL MS,10.81,31.4,31.95,25.81
1035,DAUPHIN,LENKERVILLE EL SCH,13.5,41.71,31.55,13.27
1036,LANCASTER,LEOLA EL SCH,17.59,37.62,25.35,19.43
1037,LANCASTER,LETORT EL SCH,29.81,37.07,18.7,14.39
1038,WESTMORELAND,LEVEL GREEN EL SCH,35.69,42.75,18.36,3.17
1039,BLAIR,LEWIS M. MYERS EL.,25.7,37.24,23.59,13.46
1040,MIFFLIN,LEWISTOWN EL SCH,10.6,25.2,32.7,31.5
1041,MIFFLIN,LEWISTOWN INTRMD SCH,13.5,31.84,30.61,24.05
1042,LEHIGH,LIBERTY BELL EL SCH,37.1,42.15,14.05,6.75
1043,CLINTON,LIBERTY CURTIN EL SCH,10.21,35.22,25.36,29.21
1044,TIOGA,LIBERTY EL SCH,10.67,37.62,30.67,21.06
1045,TIOGA,LIBERTY JSHS,9.62,30.58,35.82,24.03
1046,MONTOUR,LIBERTY-VALLEY EL SCH,28.56,40.33,19.39,11.71
1047,LEBANON,LICKDALE EL SCH,23.1,39.53,22.73,14.64
1048,WESTMORELAND,LIGONIER VALLEY MS,27.46,39.49,22.99,10.07
1049,MONTGOMERY,LIMERICK EL SCH,40.52,42.31,12.42,4.73
1050,YORK,LINCOLN CHARTER SCHOOL,5.31,23.22,37.07,34.49
1051,NORTHAMPTON,LINCOLN EL SCH,23.06,34.89,25.0,17.03
1052,ALLEGHENY,LINCOLN EL TECH ACADEMY,1.17,16.65,32.9,49.18
1053,LAWRENCE,LINCOLN JSHS,16.59,34.11,27.51,21.81
1054,LEHIGH,LINCOLN LEADERSHIP ACAD CS,3.57,20.42,39.01,37.0
1055,LANCASTER,LINCOLN MS,4.69,19.99,36.76,38.56
1056,BEAVER,LINCOLN PARK PERFORMING ARTS CS,25.24,39.06,22.9,12.8
1057,YORK,LINCOLNWAY EL SCH,24.15,45.7,21.3,8.85
1058,BUCKS,LINDEN EL SCH,30.62,33.6,20.13,15.67
1059,NORTHUMBERLAND,LINE MOUNTAIN ELEMENTARY,30.46,39.04,20.94,9.54
1060,NORTHUMBERLAND,LINE MOUNTAIN MS,16.74,36.6,30.73,15.95
1061,PHILADELPHIA,LINGELBACH ANNA L SCH,3.99,18.87,33.74,43.43
1062,LEBANON,LINGLE AVENUE EL SCH,47.19,37.65,11.27,3.85
1063,DAUPHIN,LINGLESTOWN EL SCH,28.97,39.55,22.08,9.45
1064,DAUPHIN,LINGLESTOWN MS,17.26,39.53,26.98,16.23
1065,UNION,LINNTOWN EL SCH,42.12,37.6,15.77,4.51
1066,ALLEGHENY,LINTON MS,4.45,20.55,34.04,40.97
1067,DELAWARE,LINWOOD EL SCH,22.07,35.12,19.02,23.75
1068,CHESTER,LIONVILLE EL SCH,45.06,37.36,12.78,4.85
1069,CHESTER,LIONVILLE MD SCH,33.25,40.56,17.87,8.32
1070,LANCASTER,LITITZ EL SCH,24.59,42.51,21.43,11.52
1071,PHILADELPHIA,LOCKE ALAIN SCH,0.34,5.22,25.18,69.27
1072,YORK,LOCUST GROVE EL SCH,28.14,36.92,25.09,9.85
1073,PHILADELPHIA,LOESCHE WILLIAM H SCH,18.65,41.19,26.26,13.91
1074,BUCKS,LOG COLLEGE MS,10.64,32.75,36.3,20.34
1075,BLAIR,LOGAN EL SCH,10.15,30.31,32.23,27.31
1076,PHILADELPHIA,LOGAN SCH,4.35,17.83,25.65,52.17
1077,YORK,LOGANVILLE-SPRINGFIELD ELEM,34.73,42.25,16.29,6.68
1078,DAUPHIN,LONDONDERRY EL SCH,28.86,41.92,17.08,12.09
1079,PHILADELPHIA,LONGSTRETH WILLIAM C SCH,0.86,7.5,27.67,64.0
1080,JEFFERSON,LONGVIEW EL SCH,20.0,20.0,40.0,20.0
1081,DELAWARE,LOOMIS EL SCH,21.86,39.92,25.55,12.67
1082,BERKS,LORANE EL SCH,30.55,40.16,18.21,11.1
1083,BUCKS,LOUIS F PFAFF ELEM SCHOOL,38.59,39.47,16.62,5.37
1084,PHILADELPHIA,LOWELL JAMES R SCH,7.17,20.08,33.86,38.85
1085,DAUPHIN,LOWER DAUPHIN MS,23.17,40.47,24.25,12.1
1086,MONTGOMERY,LOWER GWYNEDD EL SCH,49.4,34.83,12.29,3.44
1087,LEHIGH,LOWER MACUNGIE MS,17.82,38.21,28.48,15.5
1088,LEHIGH,LOWER MILFORD EL SCH,35.1,42.55,14.9,7.45
1089,NORTHAMPTON,LOWER NAZARETH EL SCH,17.55,57.45,20.75,4.25
1090,MONTGOMERY,LOWER POTTSGROVE EL,23.15,37.78,26.55,12.57
1091,BUCKS,LOWER SOUTHAMPTON ES,31.83,42.89,18.92,6.34
1092,LYCOMING,LOYALSOCK TWP MS,18.91,38.88,29.1,13.07
1093,LYCOMING,LOYALSOCK VALLEY EL,37.27,36.41,18.81,7.51
1094,PHILADELPHIA,LUDLOW JAMES R SCH,2.73,19.53,34.15,43.53
1095,LEHIGH,LUIS A RAMOS ES,4.58,27.57,33.04,34.81
1096,FRANKLIN,LURGAN EL SCH,15.36,36.79,32.43,15.39
1097,MERCER,LUTHER W LOW EL SCH,26.6,45.75,19.15,8.5
1098,CLEARFIELD,LUTHERSBURG EL SCH,42.86,39.08,14.27,3.81
1099,LYCOMING,LYCOMING VALLEY MS,18.58,34.97,27.48,18.98
1100,BRADFORD,LYNCH EL SCH,16.81,35.59,26.91,20.65
1101,DELAWARE,LYNNEWOOD EL SCH,44.64,37.13,14.15,4.03
1102,LYCOMING,LYTER EL,45.14,38.98,13.59,2.25
1103,LEHIGH,MACUNGIE EL SCH,27.58,43.25,20.52,8.64
1104,SCHUYLKILL,MAHANOY AREA EL SCH,15.98,37.37,28.36,18.28
1105,SCHUYLKILL,MAHANOY AREA MS,7.94,27.05,34.1,30.92
1106,SCHUYLKILL,MAHANTONGO EL SCH,22.14,50.89,19.15,7.78
1107,CARBON,MAHONING EL SCH,21.17,42.31,25.94,10.58
1108,BERKS,MAIER EL SCH,31.56,41.68,19.72,7.02
1109,VENANGO,MAIN STREET EL SCHOOL,30.71,41.96,17.01,10.33
1110,DELAWARE,MAIN STREET SCH,2.94,18.31,27.31,51.48
1111,BUCKS,MAKEFIELD EL SCH,32.15,38.06,19.01,10.82
1112,ALLEGHENY,MANCHESTER ACADEMIC CS,3.03,25.96,34.55,36.42
1113,ALLEGHENY,MANCHESTER EL SCH,5.21,21.39,31.87,41.49
1114,LANCASTER,MANHEIM CENTRAL MS,22.27,36.52,26.02,15.18
1115,YORK,MANHEIM EL SCH,30.4,42.23,21.77,5.62
1116,LANCASTER,MANHEIM TWP MS,30.14,37.41,21.19,11.23
1117,DELAWARE,MANOA EL SCH,44.39,36.7,13.9,5.05
1118,BUCKS,MANOR EL SCH,25.57,41.61,22.74,10.08
1119,LANCASTER,MANOR MIDDLE SCHOOL,22.83,35.69,25.62,15.86
1120,TIOGA,MANSFIELD JSHS,15.47,37.05,29.21,18.27
1121,ADAMS,MAPLE AVENUE MS,12.26,36.4,31.29,20.13
1122,MONTGOMERY,MAPLE GLEN EL,47.52,36.65,10.86,5.01
1123,LUZERNE,MAPLE MANOR EL/MS,5.52,23.93,31.27,39.33
1124,BUCKS,MAPLE POINT MS,18.84,37.52,28.53,15.11
1125,BUCKS,MAPLE SHADE EL SCH,22.77,38.51,26.07,12.6
1126,HUNTINGDON,MAPLETON-UNION EL SCH,9.17,24.55,34.35,31.92
1127,GREENE,MAPLETOWN JSHS,6.48,28.0,38.49,27.03
1128,JEFFERSON,MAPLEVIEW EL SCH,17.79,50.7,20.56,10.95
1129,CRAWFORD,MAPLEWOOD EL SCH,15.42,36.15,31.6,16.81
1130,CRAWFORD,MAPLEWOOD HS,16.5,35.19,29.7,18.69
1131,FAYETTE,MARCLAY SCH,26.81,43.78,22.32,7.17
1132,DELAWARE,MARCUS HOOK EL SCH,8.52,33.47,29.19,28.82
1133,BEAVER,MARGARET ROSS ELEM SCH,31.42,41.39,20.96,6.29
1134,PHILADELPHIA,MARIANA BRACETTI ACAD CS,2.54,17.78,33.24,46.42
1135,INDIANA,MARION CENTER AREA H,13.69,34.51,29.64,22.13
1136,WESTMORELAND,MARION EL SCH,19.67,39.85,29.16,11.31
1137,CENTRE,MARION-WALKER EL SCH,28.96,44.7,19.37,6.97
1138,PHILADELPHIA,MARITIME ACADEMY CS,9.46,34.15,34.06,22.34
1139,ALLEGHENY,MARKHAM EL SCH,62.95,27.57,7.75,1.74
1140,YORK,MARKLE INTRMD SCH,20.11,37.92,28.54,13.46
1141,CHESTER,MARKLEY EL SCH,55.35,32.37,10.02,2.24
1142,MONTGOMERY,MARLBOROUGH EL SCH,22.48,44.7,22.7,10.11
1143,BUTLER,MARS AREA  ELEMENTARY  SCH,40.74,38.99,15.8,4.45
1144,BUTLER,MARS AREA CENTENNIAL SCHOOL,32.1,45.5,16.6,5.85
1145,BUTLER,MARS AREA MS,27.88,41.68,20.62,9.82
1146,CHESTER,MARSH CREEK 6TH GRADE CENTER,35.8,37.2,18.85,8.1
1147,FAYETTE,MARSHALL EL SCH,34.78,38.67,19.16,7.4
1148,PHILADELPHIA,MARSHALL JOHN SCH,1.88,12.8,28.75,56.57
1149,ALLEGHENY,MARSHALL MS,42.27,35.7,15.69,6.3
1150,DAUPHIN,MARSHALL SCH,0.0,7.89,23.71,68.4
1151,MONTGOMERY,MARSHALL STREET EL SCH,15.28,34.83,27.6,22.3
1152,PHILADELPHIA,MARSHALL THURGOOD,1.23,10.89,32.34,55.54
1153,LANCASTER,MARTIC EL SCH,27.19,35.79,27.18,9.85
1154,LANCASTER,MARTICVILLE MS,28.63,34.58,21.76,15.03
1155,LANCASTER,MARTIN MEYLIN MS,33.0,36.2,20.76,10.05
1156,BLAIR,MARTINSBURG EL SCH,20.54,37.18,26.23,16.04
1157,NORTHAMPTON,MARVINE EL SCH,1.42,23.19,39.58,35.85
1158,CHESTER,MARY C HOWSE EL SCH,41.08,36.51,15.04,7.37
1159,ALLEGHENY,MARZOLF PRIMARY SCH,47.05,34.6,13.55,4.8
1160,FAYETTE,MASONTOWN CENTRAL EL,11.98,32.29,23.03,32.73
1161,PHILADELPHIA,MAST COMMUNITY CS,36.95,38.4,18.67,5.94
1162,PHILADELPHIA,MASTERMAN JULIA R SCH,71.91,25.76,2.17,0.2
1163,PHILADELPHIA,MASTERY CHARTER SCHOOL HARRITY,5.01,19.98,33.24,41.72
1164,PHILADELPHIA,MASTERY CHARTER SCHOOL MANN CA,5.96,27.67,35.18,31.19
1165,PHILADELPHIA,MASTERY CHARTER SCHOOL SMEDLEY,7.54,21.94,31.47,39.09
1166,PHILADELPHIA,MASTERY CS - CLEVELAND ELEMENT,3.45,18.14,32.63,45.78
1167,PHILADELPHIA,MASTERY CS - CLYMER ELEMENTARY,3.27,19.86,35.41,41.45
1168,PHILADELPHIA,MASTERY CS - GRATZ CAMPUS,1.08,12.52,31.92,54.53
1169,PHILADELPHIA,MASTERY CS - HARDY WILLIAMS,3.05,22.93,35.56,38.51
1170,PHILADELPHIA,MASTERY CS - LENFEST CAMPUS,1.18,19.41,29.18,50.2
1171,PHILADELPHIA,MASTERY CS - PASTORIUS EL,2.17,17.67,34.27,45.87
1172,PHILADELPHIA,MASTERY CS - PICKETT CAMPUS,0.78,13.57,35.58,50.08
1173,PHILADELPHIA,MASTERY CS - SHOEMAKER CAMPUS,5.67,17.67,30.57,46.1
1174,PHILADELPHIA,MASTERY CS - THOMAS CAMPUS,11.38,26.15,31.46,30.92
1175,PHILADELPHIA,MATH CIVICS & SCIENCES CS,3.74,19.11,38.23,38.97
1176,DAUPHIN,MATH SCIENCE ACADEMY,6.84,44.99,38.26,9.87
1177,BUCKS,MAUREEN M WELCH EL SCH,28.39,42.39,21.29,7.92
1178,WESTMORELAND,MAXWELL EL SCH,38.28,42.55,13.69,5.47
1179,PHILADELPHIA,MAYFAIR SCH,14.37,31.97,27.61,26.0
1180,LACKAWANNA,MAYFIELD EL SCH,9.65,37.54,28.71,24.09
1181,YORK,MAZIE GABLE EL SCH,16.93,39.11,28.28,15.73
1182,LUZERNE,MCADOO-KELAYRES EL/MS,9.12,27.88,34.23,28.76
1183,PHILADELPHIA,MCCALL GEN GEORGE A,32.12,33.62,20.29,13.97
1184,ALLEGHENY,MCCLELLAN EL SCH,34.15,39.45,19.85,6.5
1185,PHILADELPHIA,MCCLOSKEY JOHN F SCH,3.23,24.23,40.5,32.0
1186,PHILADELPHIA,MCCLURE ALEXANDER K SCH,1.0,13.4,25.11,60.47
1187,ALLEGHENY,MCCLURE MS,12.17,30.57,26.43,30.81
1188,FULTON,MCCONNELLSBURG EL SCH,20.3,45.96,24.15,9.55
1189,FULTON,MCCONNELLSBURG MS,15.54,36.23,29.11,19.12
1190,ALLEGHENY,MCCORMICK ELEM SCH,35.98,38.84,16.02,9.13
1191,WESTMORELAND,MCCULLOUGH EL SCH,42.99,42.62,10.64,3.79
1192,PHILADELPHIA,MCDANIEL DELAPLAINE SCH,0.87,5.44,24.36,69.28
1193,BUCKS,MCDONALD EL SCH,14.05,38.84,29.19,17.88
1194,WASHINGTON,MCGUFFEY MS,15.62,35.72,30.77,17.85
1195,ALLEGHENY,MCINTYRE EL SCH,41.03,37.95,15.89,5.13
1196,ERIE,MCKEAN EL SCH,28.56,46.38,19.58,5.5
1197,ALLEGHENY,MCKEE EL SCH,29.16,44.09,18.11,8.64
1198,LEHIGH,MCKINLEY EL SCH,4.04,17.1,31.68,47.13
1199,YORK,MCKINLEY SCH,20.39,28.12,23.77,27.71
1200,PHILADELPHIA,MCKINLEY WILLIAM SCH,1.46,14.91,32.03,51.64
1201,ALLEGHENY,MCKNIGHT EL SCH,38.99,39.24,16.09,5.66
1202,PHILADELPHIA,MCMICHAEL MORTON SCH,0.8,6.99,29.03,63.18
1203,WASHINGTON,MCMURRAY EL SCH,40.61,43.38,11.62,4.33
1204,LACKAWANNA,MCNICHOLS PLAZA,11.67,21.72,33.08,33.57
1205,BUTLER,MCQUISTION EL SCH,29.02,37.08,23.14,10.78
1206,CRAWFORD,MEADVILLE AREA MIDDLE SCHOOL,17.8,33.59,24.75,23.86
1207,CUMBERLAND,MECHANICSBURG MIDDLE SCHOOL,25.51,36.54,26.75,11.18
1208,DELAWARE,MEDIA EL SCH,46.49,34.19,14.63,4.65
1209,PHILADELPHIA,MEEHAN AUSTIN MS,4.44,17.6,33.06,44.92
1210,WYOMING,MEHOOPANY EL SCH,26.64,36.68,27.32,9.32
1211,WESTMORELAND,MELLON EL SCH,35.5,39.17,16.34,8.94
1212,DAUPHIN,MELROSE SCH,6.07,25.64,28.31,39.99
1213,COLUMBIA,MEMORIAL EL SCH,22.03,43.63,24.02,10.36
1214,PHILADELPHIA,MEMPHIS STREET ACADEMY,0.59,6.76,33.74,58.91
1215,FAYETTE,MENALLEN SCH,24.6,35.43,22.22,17.76
1216,WESTMORELAND,MENDON EL SCH,21.74,36.9,30.33,11.11
1217,MERCER,MERCER AREA EL SCH,29.08,39.34,18.58,13.04
1218,MERCER,MERCER AREA MS,17.89,35.52,25.94,20.66
1219,FRANKLIN,MERCERSBURG EL SCH,21.7,40.15,26.06,12.04
1220,PHILADELPHIA,MEREDITH WILLIAM M SCH,33.78,42.83,17.77,5.61
1221,MONTGOMERY,MERION EL SCH,66.52,24.32,7.52,1.59
1222,WESTMORELAND,METZGAR EL SCH,31.88,37.57,18.48,12.07
1223,SOMERSET,MEYERSDALE AREA EL,20.61,42.34,24.04,13.01
1224,SOMERSET,MEYERSDALE MS,16.69,35.1,30.68,17.57
1225,LACKAWANNA,MID VALLEY EL CTR,12.89,35.82,33.36,17.93
1226,LACKAWANNA,MID VALLEY SECONDARY CENTER,12.51,34.54,27.33,25.64
1227,SNYDER,MIDD-WEST HS,11.11,28.44,29.25,31.24
1228,SNYDER,MIDD-WEST MS,8.2,36.05,38.7,17.05
1229,DAUPHIN,MIDDLE PAXTON EL SCH,39.56,37.87,17.23,5.38
1230,MONROE,MIDDLE SMITHFIELD EL,17.39,44.7,23.62,14.33
1231,PHILADELPHIA,MIDDLE YEARS ALT SCH,5.22,25.18,37.37,32.18
1232,SNYDER,MIDDLEBURG EL SCH,16.32,37.78,30.61,15.29
1233,CUMBERLAND,MIDDLESEX EL SCH,27.83,33.01,21.25,17.95
1234,DAUPHIN,MIDDLETOWN AREA MIDDLE SCHOOL,16.58,37.12,30.46,15.88
1235,BEAVER,MIDLAND EL/MS,13.11,37.19,31.1,18.6
1236,MIFFLIN,MIFFLIN COUNTY JHS,9.05,27.62,27.81,35.58
1237,MIFFLIN,MIFFLIN COUNTY MS,9.55,28.44,35.59,26.46
1238,ALLEGHENY,MIFFLIN EL SCH,8.79,30.12,31.61,29.48
1239,BERKS,MIFFLIN PARK EL SCH,27.82,39.46,21.46,11.17
1240,PHILADELPHIA,MIFFLIN THOMAS SCH,3.8,22.89,38.96,34.34
1241,UNION,MIFFLINBURG AREA INTRMD SCHOOL,29.93,39.0,23.8,7.23
1242,UNION,MIFFLINBURG AREA MS,13.69,37.65,31.57,17.09
1243,CENTRE,MILES TOWNSHIP EL SCHOOL,10.62,30.59,31.78,27.08
1244,BUCKS,MILFORD MS,32.45,39.1,18.98,9.51
1245,WYOMING,MILL CITY EL SCH,31.06,36.64,20.65,11.63
1246,CLINTON,MILL HALL EL SCH,17.48,34.14,28.99,19.39
1247,LANCASTER,MILL ROAD EL SCH,38.1,38.1,19.05,4.75
1248,ERIE,MILL VILLAGE EL SCH,45.45,35.09,14.9,4.56
1249,BUCKS,MILLCREEK ELEMENTARY SCHOOL,40.62,37.42,16.54,5.37
1250,NORTHAMPTON,MILLER HEIGHTS EL SCH,29.42,39.82,21.2,9.6
1251,GREENE,MILLER MS,12.78,32.46,32.89,21.88
1252,DAUPHIN,MILLERSBURG AREA MS,12.17,36.7,32.66,18.5
1253,BERKS,MILLMONT ELEMENTARY,3.24,23.99,28.48,44.29
1254,COLUMBIA,MILLVILLE AREA EL SCH,18.59,31.5,33.23,16.6
1255,COLUMBIA,MILLVILLE AREA JSHS,12.49,28.7,29.39,29.38
1256,NORTHUMBERLAND,MILTON AREA EL SCH,18.23,35.24,28.1,18.39
1257,NORTHUMBERLAND,MILTON AREA MS,24.16,34.01,26.5,15.32
1258,ALLEGHENY,MINADEO EL SCH,15.95,23.4,22.92,37.81
1259,SCHUYLKILL,MINERSVILLE AREA EL,16.01,34.79,30.78,18.36
1260,SCHUYLKILL,MINERSVILLE AREA JSH,12.07,38.34,30.29,19.31
1261,PHILADELPHIA,MITCHELL EL SCH,0.56,7.87,26.9,64.64
1262,PHILADELPHIA,MOFFET JOHN SCH,7.46,25.24,33.51,33.78
1263,LAWRENCE,MOHAWK EL SCH,29.34,37.84,22.89,9.97
1264,LAWRENCE,MOHAWK JSHS,22.05,33.96,29.31,14.68
1265,WESTMORELAND,MONESSEN EL CTR,7.15,29.94,35.18,27.78
1266,WESTMORELAND,MONESSEN MS,2.13,16.18,29.12,52.59
1267,BUTLER,MONITEAU JSHS,21.18,37.47,26.89,14.44
1268,CUMBERLAND,MONROE EL SCH,36.18,36.68,15.92,11.23
1269,JUNIATA,MONROE TWP EL SCH,16.84,43.1,25.02,15.09
1270,NORTHUMBERLAND,MONTANDON EL SCH,22.5,37.43,27.81,12.34
1271,ERIE,MONTESSORI REGIONAL CS,12.05,36.4,32.63,18.88
1272,LUZERNE,MONTGOMERY AVENUE EL,24.88,40.6,20.53,14.01
1273,MONTGOMERY,MONTGOMERY EL SCH,35.53,38.2,19.48,6.8
1274,LYCOMING,MONTGOMERY JSHS,13.54,42.73,30.57,13.21
1275,SUSQUEHANNA,MONTROSE AREA JSHS,11.72,34.73,34.56,18.95
1276,ALLEGHENY,MOON AREA LOWER MS,29.35,41.79,20.55,8.25
