,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
1269,18434,0.035740%,1.000715%,4.002859%,22.444603%,11.150822%,15.046462%,38.170122%,5.182273%,2.966405%,0.000000%
1270,18436,1.288959%,0.855784%,8.674062%,12.234548%,7.649234%,19.239303%,41.880613%,6.318014%,0.908611%,0.950872%
1271,18444,0.836332%,1.254498%,7.439463%,16.123699%,11.164057%,16.386269%,38.860255%,5.815424%,1.283672%,0.836332%
1272,18446,0.156372%,1.876466%,4.847537%,10.711493%,9.147772%,14.894449%,47.771697%,9.069586%,0.625489%,0.899140%
1273,18447,1.184371%,0.793651%,5.897436%,17.301587%,11.062271%,19.597070%,36.947497%,4.004884%,1.660562%,1.550672%
1274,18452,0.654108%,0.470958%,9.419152%,12.375720%,11.983255%,16.902145%,40.607012%,5.259027%,1.412873%,0.915751%
1275,18471,2.696629%,11.685393%,26.966292%,39.101124%,3.146067%,6.067416%,10.337079%,0.000000%,0.000000%,0.000000%
1276,18503,1.545254%,3.863135%,4.966887%,16.004415%,6.622517%,12.803532%,37.527594%,7.505519%,6.512141%,2.649007%
1277,18504,0.897948%,0.883694%,4.432725%,11.566420%,9.371437%,20.346351%,39.937286%,8.523375%,1.831528%,2.209236%
1278,18505,1.018172%,0.975748%,4.907021%,16.722053%,6.010040%,16.821042%,37.375380%,10.457470%,4.009050%,1.704023%
1279,18507,0.000000%,1.375298%,10.632108%,17.693732%,8.754298%,19.915366%,30.997091%,6.241735%,3.834964%,0.555409%
1280,18508,0.917431%,0.576335%,2.199482%,10.374030%,5.563397%,18.866149%,47.624088%,9.397789%,3.363914%,1.117384%
1281,18509,1.270738%,1.564890%,8.177433%,19.061066%,6.989058%,17.249088%,33.580421%,7.789152%,3.329804%,0.988352%
1282,18510,1.145038%,1.760650%,8.015267%,19.514898%,6.882541%,13.223344%,32.110318%,10.490027%,3.373553%,3.484363%
1283,18512,1.068843%,1.172279%,8.355361%,13.998391%,11.791748%,19.331111%,37.742788%,5.493621%,0.586140%,0.459717%
1284,18517,0.000000%,0.982674%,3.594518%,13.085079%,7.292475%,15.024567%,48.797517%,10.033618%,0.749935%,0.439617%
1285,18518,0.267170%,0.990099%,6.082037%,15.134371%,10.875373%,17.256011%,41.867044%,6.427786%,0.911520%,0.188590%
1286,18519,1.143973%,0.334821%,7.533482%,10.602679%,10.909598%,15.848214%,44.642857%,5.775670%,2.594866%,0.613839%
1287,18615,0.221566%,0.369276%,5.834564%,11.816839%,8.271787%,16.174298%,50.000000%,4.800591%,2.511078%,0.000000%
1288,18641,0.936330%,1.081981%,6.096546%,13.025385%,10.965460%,17.686226%,42.322097%,6.054931%,1.144403%,0.686642%
1289,18653,0.000000%,0.000000%,8.888889%,0.000000%,5.555556%,16.666667%,61.111111%,7.777778%,0.000000%,0.000000%
1290,07881,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,33.333333%,33.333333%,33.333333%,0.000000%,0.000000%
1291,18302,0.852537%,0.709040%,6.989111%,13.978222%,8.415633%,25.989702%,33.637208%,6.448890%,2.625137%,0.354520%
1292,18324,1.035857%,1.450199%,7.505976%,9.609562%,7.665339%,23.968127%,32.286853%,12.334661%,2.549801%,1.593625%
1293,18325,1.738186%,0.380228%,6.192287%,17.653449%,7.604563%,25.149375%,36.556219%,4.725693%,0.000000%,0.000000%
1294,18328,1.074009%,1.054482%,4.413201%,12.751416%,7.771920%,27.592267%,31.790666%,11.228276%,1.640305%,0.683460%
1295,18336,0.674536%,0.809444%,7.689713%,15.514334%,6.677909%,19.696459%,38.381113%,7.521079%,2.731872%,0.303541%
1296,18337,0.605528%,1.582186%,8.096494%,17.911905%,9.151284%,19.894521%,36.546538%,3.750366%,1.543119%,0.918058%
1297,18340,0.000000%,7.079646%,38.938053%,4.424779%,14.159292%,15.929204%,10.619469%,8.849558%,0.000000%,0.000000%
1298,18371,0.000000%,0.000000%,14.218750%,24.687500%,10.312500%,21.250000%,29.531250%,0.000000%,0.000000%,0.000000%
1299,18405,0.675325%,0.363636%,6.649351%,8.103896%,12.103896%,22.961039%,39.688312%,7.116883%,1.974026%,0.363636%
1300,18425,0.744681%,1.063830%,6.276596%,11.063830%,7.978723%,29.893617%,33.617021%,5.638298%,2.978723%,0.744681%
1301,18426,0.241473%,1.599759%,7.364926%,15.393903%,9.326894%,18.472683%,42.952007%,4.225777%,0.000000%,0.422578%
1302,18428,0.420819%,1.439646%,7.574751%,14.407530%,6.777409%,23.776301%,37.519380%,6.290144%,1.583610%,0.210410%
1303,18435,1.075269%,0.000000%,11.290323%,24.731183%,12.365591%,20.609319%,21.326165%,8.602151%,0.000000%,0.000000%
1304,18445,0.370370%,1.164021%,8.042328%,17.566138%,3.597884%,19.047619%,41.111111%,5.502646%,1.216931%,2.380952%
1305,18451,0.869565%,3.260870%,12.608696%,22.173913%,6.739130%,19.347826%,27.826087%,7.173913%,0.000000%,0.000000%
1306,18457,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,23.780488%,56.707317%,0.000000%,19.512195%,0.000000%
1307,18458,0.644567%,1.289134%,10.635359%,17.587477%,11.233886%,22.421731%,27.440147%,7.550645%,0.782689%,0.414365%
1308,18460,1.503759%,17.293233%,6.015038%,3.759398%,6.015038%,15.037594%,36.090226%,11.278195%,3.007519%,0.000000%
1309,18464,2.938197%,2.330294%,12.056738%,15.096251%,9.929078%,24.620061%,27.456940%,3.546099%,0.810537%,1.215805%
1310,19003,3.407060%,7.037534%,21.324844%,29.300715%,5.451296%,13.639410%,13.918677%,1.977212%,2.613941%,1.329312%
1311,19008,2.240084%,2.246673%,10.726051%,23.639478%,6.351298%,16.187904%,31.222823%,3.762024%,2.833048%,0.790618%
1312,19010,6.852266%,14.392245%,20.540227%,30.474770%,4.200845%,9.909686%,11.608253%,1.151711%,0.579998%,0.289999%
1313,19013,0.188129%,0.333929%,2.191704%,7.600414%,5.206472%,18.902267%,45.282664%,14.650550%,2.963033%,2.680839%
1314,19014,0.684697%,1.917152%,9.948648%,16.117768%,9.202328%,18.212941%,36.679219%,5.525505%,0.883259%,0.828483%
1315,19015,0.593814%,1.675086%,6.806700%,15.332802%,6.930781%,18.550031%,38.083843%,9.598511%,1.861207%,0.567225%
1316,19017,1.363636%,0.000000%,14.545455%,19.090909%,11.818182%,19.545455%,28.636364%,0.000000%,0.000000%,5.000000%
1317,19018,0.971858%,0.560458%,6.147150%,17.332459%,7.900072%,18.924398%,40.770332%,4.889101%,1.699261%,0.804913%
1318,19022,0.000000%,0.000000%,4.331371%,5.887300%,9.251472%,21.530698%,47.098402%,8.326325%,2.102607%,1.471825%
1319,19023,0.374120%,0.322770%,3.924589%,10.952171%,9.419014%,20.833333%,42.048122%,8.861502%,2.061326%,1.203052%
1320,19026,2.118565%,1.742241%,11.387289%,25.111503%,8.743728%,17.134362%,29.590225%,2.759710%,1.282290%,0.130087%
1321,19029,0.035286%,0.282287%,2.117149%,10.621030%,7.515879%,22.582922%,48.412138%,5.010586%,1.023289%,2.399435%
1322,19032,0.210921%,0.656199%,4.382470%,15.772205%,11.178814%,14.108273%,44.832435%,7.874385%,0.984298%,0.000000%
1323,19033,0.288136%,0.423729%,6.389831%,21.796610%,6.661017%,17.491525%,41.237288%,4.694915%,0.881356%,0.135593%
1324,19036,0.396991%,0.898454%,4.502716%,16.590054%,7.689093%,16.015462%,45.936064%,6.393648%,1.420811%,0.156707%
1325,19041,7.243217%,12.669574%,25.775194%,32.921512%,3.585271%,7.533915%,8.745155%,0.750969%,0.460271%,0.314922%
1326,19043,0.000000%,0.896624%,8.386076%,12.447257%,6.381857%,21.466245%,41.930380%,8.491561%,0.000000%,0.000000%
1327,19050,1.715365%,1.059644%,7.984053%,18.874259%,10.643655%,20.023081%,31.810313%,5.765095%,1.342916%,0.781619%
1328,19060,2.089552%,3.893576%,15.133030%,31.693705%,5.892278%,13.977936%,25.879299%,0.713822%,0.259572%,0.467229%
1329,19061,0.393363%,0.543556%,5.278215%,10.527821%,9.161779%,15.241024%,48.111858%,8.282077%,1.423258%,1.037048%
1330,19063,3.675421%,5.468780%,16.610745%,30.082147%,6.656639%,14.381580%,20.101045%,2.009333%,0.501369%,0.512939%
1331,19064,1.567543%,2.576072%,13.301060%,25.553250%,8.915399%,17.894191%,25.593592%,3.359843%,0.461042%,0.778008%
1332,19070,1.059031%,1.412042%,11.531673%,18.866444%,10.335360%,16.846440%,31.692489%,6.373799%,1.117866%,0.764856%
1333,19073,3.662465%,5.476190%,17.261905%,31.225490%,6.897759%,13.613445%,18.907563%,2.177871%,0.294118%,0.483193%
1334,19074,1.993024%,0.323866%,3.662182%,13.278525%,11.808670%,19.332337%,42.277030%,4.857997%,1.943199%,0.523169%
1335,19076,0.697512%,0.395257%,2.325041%,16.182283%,11.136945%,20.762613%,39.246687%,8.439898%,0.651011%,0.162753%
1336,19078,0.917090%,0.632049%,6.667493%,15.714463%,9.728591%,19.209320%,38.678895%,6.927748%,1.189739%,0.334614%
1337,19079,0.116453%,0.332723%,4.192314%,10.397604%,9.782066%,19.164864%,48.411246%,4.691399%,2.229246%,0.682083%
1338,19081,4.986059%,7.511891%,17.926849%,27.800558%,4.198786%,10.496966%,23.995408%,2.279810%,0.164015%,0.639659%
1339,19082,0.805537%,0.594377%,5.146052%,15.043210%,7.363235%,20.013295%,34.301803%,7.590036%,5.126501%,4.015954%
1340,19083,2.664057%,3.658585%,15.860526%,29.116907%,7.333147%,13.683748%,24.104326%,2.280625%,1.050445%,0.247634%
1341,19085,7.874659%,12.207084%,19.945504%,40.054496%,3.324251%,8.038147%,8.065395%,0.299728%,0.027248%,0.163488%
1342,19086,5.797628%,5.652384%,19.220528%,30.065359%,5.737110%,13.543936%,16.388284%,2.239167%,0.859356%,0.496248%
1343,19087,4.826402%,8.222053%,24.160626%,37.643075%,4.235025%,8.985120%,9.385731%,1.707364%,0.615223%,0.219382%
1344,19094,0.861450%,0.000000%,4.307251%,10.086145%,7.681263%,19.669777%,43.575018%,9.942570%,3.840632%,0.035894%
1345,19096,11.169772%,13.913043%,26.397516%,29.575569%,3.467909%,8.022774%,6.428571%,0.610766%,0.331263%,0.082816%
1346,19113,0.000000%,0.000000%,0.000000%,7.692308%,10.989011%,9.890110%,63.736264%,7.692308%,0.000000%,0.000000%
1347,19312,6.090864%,7.551173%,25.074888%,42.673490%,3.182726%,6.340489%,7.326510%,0.998502%,0.312032%,0.449326%
1348,19317,6.806822%,9.188474%,22.140547%,28.947368%,5.189650%,12.349309%,14.245810%,0.338136%,0.764481%,0.029403%
1349,19319,0.000000%,0.000000%,8.000000%,6.000000%,0.000000%,32.000000%,54.000000%,0.000000%,0.000000%,0.000000%
1350,19342,3.665386%,4.101389%,16.560745%,33.276678%,4.640851%,13.072717%,22.413538%,1.278451%,0.554242%,0.436004%
1351,19373,2.254758%,3.689605%,9.399707%,23.103953%,3.455344%,12.591508%,30.131772%,12.942899%,2.225476%,0.204978%
1352,19382,3.972245%,4.382392%,16.186757%,33.603955%,6.553923%,13.916903%,17.389106%,2.488974%,1.081552%,0.424193%
1353,17756,0.390202%,1.344028%,5.549534%,12.020377%,10.481249%,15.781487%,39.778886%,10.221114%,3.208324%,1.224799%
1354,17772,0.832342%,0.653983%,5.588585%,6.658740%,10.047562%,12.544590%,48.513674%,9.631391%,4.696790%,0.832342%
1355,17777,0.410798%,0.489045%,4.342723%,9.624413%,8.313772%,12.519562%,52.210485%,7.237872%,3.990610%,0.860720%
1356,17815,2.256739%,1.632056%,7.141651%,15.408858%,7.462435%,16.230514%,40.733862%,7.006585%,1.519500%,0.607800%
1357,17820,0.597312%,0.647088%,5.375809%,18.043803%,9.357889%,14.683922%,43.479343%,5.998009%,1.418616%,0.398208%
1358,17821,1.946309%,4.168531%,7.762864%,16.502610%,6.249068%,13.340790%,40.395227%,6.741238%,2.222222%,0.671141%
1359,17822,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1360,17847,0.293910%,0.952269%,3.985422%,10.028215%,8.605690%,11.591818%,49.917705%,10.651305%,3.421115%,0.552551%
1361,17884,0.000000%,0.000000%,3.783784%,5.405405%,3.243243%,6.486486%,64.324324%,9.729730%,7.027027%,0.000000%
1362,18407,0.304847%,0.965349%,5.162077%,11.431765%,9.074281%,16.522711%,45.381567%,7.458592%,2.591200%,1.107611%
1363,18413,0.000000%,0.000000%,3.048780%,0.000000%,0.000000%,3.048780%,55.487805%,38.414634%,0.000000%,0.000000%
1364,18419,0.777958%,0.972447%,7.228525%,17.244733%,8.589951%,16.077796%,42.301459%,5.802269%,0.875203%,0.129660%
1365,18421,0.210305%,1.182965%,3.601472%,13.590957%,7.597266%,16.377497%,47.686646%,6.046267%,3.049422%,0.657203%
1366,18430,0.000000%,0.000000%,0.000000%,0.000000%,25.000000%,0.000000%,75.000000%,0.000000%,0.000000%,0.000000%
1367,18441,0.000000%,0.000000%,4.326923%,1.923077%,2.403846%,12.500000%,70.192308%,8.653846%,0.000000%,0.000000%
1368,18446,0.156372%,1.876466%,4.847537%,10.711493%,9.147772%,14.894449%,47.771697%,9.069586%,0.625489%,0.899140%
1369,18465,1.243523%,0.310881%,8.497409%,11.813472%,8.393782%,20.310881%,37.098446%,8.911917%,3.005181%,0.414508%
1370,18470,0.616016%,0.889802%,7.255305%,16.221766%,9.514031%,15.400411%,41.957563%,6.776181%,1.368925%,0.000000%
1371,18623,0.156250%,0.000000%,3.125000%,6.614583%,7.656250%,15.052083%,52.135417%,13.177083%,1.666667%,0.416667%
1372,18630,0.540054%,0.405041%,2.340234%,8.595860%,4.815482%,15.571557%,56.255626%,9.135914%,2.115212%,0.225023%
1373,18801,1.291080%,0.670691%,5.399061%,11.938296%,11.116700%,17.672703%,44.265594%,6.203890%,1.140174%,0.301811%
1374,18812,0.729927%,0.811030%,8.029197%,14.679643%,12.895377%,17.923763%,37.712895%,6.731549%,0.243309%,0.243309%
1375,18816,5.813953%,0.000000%,8.139535%,16.279070%,9.302326%,0.000000%,51.162791%,4.651163%,4.651163%,0.000000%
1376,18818,0.923077%,0.410256%,4.512821%,10.564103%,9.230769%,16.205128%,44.307692%,10.871795%,2.051282%,0.923077%
1377,18821,0.586854%,0.000000%,5.164319%,5.516432%,5.633803%,15.727700%,54.460094%,9.624413%,2.230047%,1.056338%
1378,18822,0.515260%,0.356718%,3.884265%,9.195402%,7.134364%,15.655965%,49.544193%,8.719778%,3.725723%,1.268331%
1379,18823,0.000000%,0.000000%,1.910828%,5.095541%,16.560510%,15.286624%,40.127389%,5.732484%,15.286624%,0.000000%
1380,18824,0.298805%,0.398406%,5.776892%,7.569721%,6.474104%,16.633466%,53.087649%,7.569721%,2.191235%,0.000000%
1381,18825,3.370787%,0.000000%,4.494382%,21.348315%,14.606742%,7.865169%,35.955056%,7.865169%,0.000000%,4.494382%
1382,18826,1.923077%,0.400641%,4.887821%,9.375000%,8.333333%,17.307692%,49.038462%,6.891026%,1.842949%,0.000000%
1383,18828,0.000000%,0.421941%,2.109705%,4.641350%,7.172996%,8.438819%,45.569620%,29.957806%,1.687764%,0.000000%
1384,18830,0.954198%,0.763359%,4.198473%,6.870229%,10.114504%,17.748092%,45.229008%,11.450382%,2.099237%,0.572519%
1385,18834,0.883534%,1.044177%,3.935743%,8.714859%,8.674699%,15.220884%,50.722892%,7.228916%,2.690763%,0.883534%
1386,18842,0.000000%,0.000000%,2.336449%,15.420561%,13.084112%,29.439252%,36.915888%,0.000000%,0.000000%,2.803738%
1387,18843,0.000000%,0.000000%,7.826087%,13.913043%,0.000000%,38.695652%,39.565217%,0.000000%,0.000000%,0.000000%
1388,18844,0.432900%,0.937951%,3.751804%,10.173160%,7.503608%,19.913420%,44.444444%,9.812410%,2.525253%,0.505051%
1389,18847,0.710959%,0.563864%,5.761216%,9.119882%,7.575386%,18.215249%,46.040696%,9.291493%,1.814170%,0.907085%
1390,18041,0.641368%,0.561197%,7.883485%,16.809193%,11.517905%,18.172100%,38.188135%,4.329236%,1.336184%,0.561197%
1391,18054,1.338994%,1.045069%,6.564337%,16.786414%,8.719791%,19.399086%,40.855650%,4.147616%,1.045069%,0.097975%
1392,18070,0.000000%,0.000000%,3.281027%,2.425107%,7.132668%,20.684736%,60.912981%,5.563481%,0.000000%,0.000000%
1393,18073,0.616048%,1.601725%,10.688434%,19.035885%,8.208840%,17.665178%,34.668104%,5.036193%,1.832743%,0.646850%
1394,18074,0.460087%,1.932367%,9.983897%,21.279043%,8.327582%,17.667357%,32.367150%,6.050150%,1.725328%,0.207039%
1395,18076,0.188501%,2.733270%,5.560792%,19.038643%,8.953817%,14.090481%,40.716305%,5.560792%,1.885014%,1.272385%
1396,18915,0.000000%,4.247788%,18.938053%,10.796460%,12.389381%,23.893805%,23.539823%,6.194690%,0.000000%,0.000000%
1397,18936,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1398,18964,0.923428%,1.162067%,9.908695%,20.709691%,7.117659%,13.944802%,36.553227%,7.470430%,1.794978%,0.415024%
1399,18969,0.999260%,0.888231%,7.300148%,20.207254%,7.549963%,18.865655%,34.863064%,5.329386%,2.960770%,1.036269%
1400,19001,1.033075%,1.782888%,12.821795%,27.534783%,6.256769%,17.820545%,27.276514%,4.098975%,0.849788%,0.524869%
1401,19002,3.831648%,6.638951%,18.373907%,30.961769%,6.008915%,12.352134%,17.816732%,2.927310%,0.681468%,0.407166%
1402,19003,3.407060%,7.037534%,21.324844%,29.300715%,5.451296%,13.639410%,13.918677%,1.977212%,2.613941%,1.329312%
1403,19004,8.143659%,14.129471%,18.193911%,33.269288%,3.059415%,8.779190%,11.114396%,1.906592%,0.532072%,0.872007%
1404,19006,3.008339%,5.689545%,13.534317%,29.493265%,6.516998%,13.694676%,22.219371%,3.842207%,1.436818%,0.564464%
1405,19009,4.000000%,0.631579%,13.894737%,33.052632%,15.157895%,17.684211%,13.263158%,1.263158%,1.052632%,0.000000%
1406,19010,6.852266%,14.392245%,20.540227%,30.474770%,4.200845%,9.909686%,11.608253%,1.151711%,0.579998%,0.289999%
1407,19012,1.195039%,4.802706%,15.851184%,24.554679%,9.199549%,19.368658%,20.067644%,3.156708%,0.992108%,0.811725%
1408,19025,5.040481%,9.584748%,21.102115%,35.648995%,5.928441%,9.898146%,10.159311%,0.914077%,1.723688%,0.000000%
1409,19027,4.542873%,6.700738%,18.235378%,22.302669%,7.942930%,15.758092%,20.634583%,2.534072%,0.958262%,0.390403%
1410,19031,2.372685%,4.803241%,17.216435%,29.861111%,7.812500%,11.834491%,20.891204%,3.443287%,1.620370%,0.144676%
1411,19034,2.967084%,7.834956%,18.683357%,33.982383%,4.311544%,12.308762%,15.623551%,2.549838%,1.390821%,0.347705%
1412,19035,4.848693%,19.532325%,19.016506%,33.734525%,3.782669%,5.811554%,11.588721%,0.378267%,1.306740%,0.000000%
1413,19038,3.186321%,3.976948%,17.898647%,27.048009%,6.253572%,15.150505%,21.685083%,2.952943%,1.271671%,0.576300%
1414,19040,0.525733%,1.120642%,9.878251%,21.811013%,8.681516%,22.053127%,30.118982%,4.005257%,1.307416%,0.498063%
1415,19041,7.243217%,12.669574%,25.775194%,32.921512%,3.585271%,7.533915%,8.745155%,0.750969%,0.460271%,0.314922%
1416,19044,1.988198%,2.641852%,12.165229%,25.701316%,7.943713%,17.022242%,25.755788%,5.011348%,1.561507%,0.208806%
1417,19046,4.497311%,7.104448%,16.750855%,31.228613%,5.955679%,11.618054%,20.026071%,2.118299%,0.358481%,0.342187%
1418,19066,10.358343%,20.772676%,30.907055%,25.867861%,1.903695%,6.354983%,2.799552%,0.783875%,0.251960%,0.000000%
1419,19072,11.068534%,14.237288%,20.854827%,31.628592%,3.890936%,6.779661%,9.624171%,1.562270%,0.353721%,0.000000%
1420,19075,2.017937%,3.587444%,16.000815%,32.816959%,5.646148%,16.734611%,20.913168%,1.386058%,0.509580%,0.387281%
1421,19083,2.664057%,3.658585%,15.860526%,29.116907%,7.333147%,13.683748%,24.104326%,2.280625%,1.050445%,0.247634%
1422,19085,7.874659%,12.207084%,19.945504%,40.054496%,3.324251%,8.038147%,8.065395%,0.299728%,0.027248%,0.163488%
1423,19087,4.826402%,8.222053%,24.160626%,37.643075%,4.235025%,8.985120%,9.385731%,1.707364%,0.615223%,0.219382%
1424,19090,0.586890%,1.387195%,10.541159%,21.928354%,8.109756%,20.228659%,30.228659%,5.007622%,1.288110%,0.693598%
1425,19095,3.843227%,4.832572%,15.449011%,27.092846%,5.898021%,18.207763%,16.952055%,5.517504%,1.503044%,0.703957%
1426,19096,11.169772%,13.913043%,26.397516%,29.575569%,3.467909%,8.022774%,6.428571%,0.610766%,0.331263%,0.082816%
1427,19118,6.115302%,9.280711%,22.171336%,30.105065%,3.838901%,11.813039%,11.570582%,4.256466%,0.673491%,0.175108%
1428,19150,0.493997%,0.488253%,8.891952%,15.491987%,8.173933%,24.607961%,32.741685%,7.071055%,1.315412%,0.723764%
1429,19401,1.185812%,0.815027%,6.698615%,16.664335%,5.852106%,16.954666%,34.472506%,9.797817%,6.030502%,1.528613%
1430,19403,2.058299%,2.002748%,15.179955%,26.216999%,5.715873%,16.209104%,26.661404%,3.803760%,1.847791%,0.304067%
1431,19405,1.713555%,0.281330%,9.386189%,13.145780%,6.879795%,18.184143%,37.340153%,9.616368%,1.815857%,1.636829%
1432,19406,2.698806%,3.823309%,16.175538%,32.149242%,6.620149%,12.646330%,20.817715%,3.137074%,1.309036%,0.622801%
1433,19422,3.757549%,7.500186%,21.054201%,27.764109%,5.323194%,13.181242%,18.601357%,1.289793%,0.924476%,0.603892%
1434,19426,2.733346%,2.618820%,14.468410%,30.112617%,6.516511%,15.922886%,22.721893%,3.542661%,1.282688%,0.080168%
1435,19428,2.311819%,2.966703%,13.279154%,35.150702%,5.097049%,13.034559%,22.968282%,3.787281%,1.017832%,0.386618%
1436,19435,0.000000%,0.000000%,31.666667%,45.000000%,0.000000%,7.500000%,15.833333%,0.000000%,0.000000%,0.000000%
1437,19436,8.097166%,0.809717%,33.805668%,25.506073%,3.846154%,17.611336%,8.097166%,2.226721%,0.000000%,0.000000%
1438,19437,13.345521%,11.334552%,24.680073%,26.325411%,6.764168%,9.506399%,8.043876%,0.000000%,0.000000%,0.000000%
1439,19438,2.074350%,1.998602%,15.994639%,28.918541%,6.234705%,16.140310%,24.064794%,3.094045%,0.978907%,0.501107%
1440,19440,0.819672%,1.889800%,11.179417%,24.233455%,8.963267%,12.962963%,31.102004%,5.100182%,2.588039%,1.161202%
1441,19444,2.375864%,5.141420%,21.697046%,35.348837%,3.821496%,12.445003%,16.140792%,2.137021%,0.653677%,0.238843%
1442,19446,2.895240%,2.607206%,13.398555%,28.810866%,7.545999%,15.171455%,23.899387%,3.448961%,1.430239%,0.792094%
1443,19453,0.945180%,0.000000%,13.799622%,11.058601%,19.848771%,8.506616%,43.100189%,2.741021%,0.000000%,0.000000%
1444,19454,3.184376%,4.160854%,13.771706%,32.594160%,7.984992%,13.685122%,20.900476%,2.337775%,1.293954%,0.086584%
1445,19456,2.884615%,9.423077%,18.269231%,26.346154%,2.692308%,10.192308%,22.692308%,7.500000%,0.000000%,0.000000%
1446,19460,1.756583%,3.040106%,15.593586%,32.362865%,6.295871%,11.944763%,24.188667%,2.873143%,1.287001%,0.657414%
1447,19462,2.063362%,3.359810%,13.457500%,27.097599%,6.902219%,16.032137%,24.185155%,5.030585%,0.986031%,0.885602%
1448,19464,0.699588%,0.861032%,6.942070%,15.884774%,9.297246%,17.302944%,37.619500%,8.239949%,1.975309%,1.177588%
1449,19468,0.756102%,0.928448%,11.663980%,27.364207%,8.478345%,17.985212%,27.959082%,4.052927%,0.611553%,0.200145%
1450,19472,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,100.000000%,0.000000%,0.000000%,0.000000%
1451,19473,2.406344%,1.339896%,12.806490%,25.394221%,7.966457%,19.369246%,24.819980%,4.366056%,0.947954%,0.583356%
