,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
1650,16127,3.724593%,1.415345%,8.864531%,18.740023%,7.470469%,11.333404%,39.619027%,5.352772%,2.894541%,0.585293%
1651,16229,0.359911%,0.913621%,4.706534%,16.389812%,13.095238%,19.878184%,39.064230%,4.069767%,0.719823%,0.802879%
1652,16373,0.313480%,0.223914%,4.612629%,12.046574%,8.687864%,18.719212%,45.812808%,5.373936%,3.403493%,0.806090%
1653,16930,0.446429%,0.446429%,7.812500%,13.504464%,10.491071%,20.870536%,39.397321%,5.691964%,0.892857%,0.446429%
1654,16938,0.000000%,0.751880%,3.383459%,9.962406%,9.210526%,18.045113%,44.172932%,8.834586%,5.075188%,0.563910%
1655,17701,0.923487%,2.130862%,5.479358%,13.140883%,8.906523%,18.917810%,39.207169%,9.135684%,1.467319%,0.690905%
1656,17702,0.445404%,0.526387%,6.114185%,12.660278%,12.592793%,18.302065%,41.746524%,6.681064%,0.512890%,0.418410%
1657,17723,0.000000%,0.000000%,5.714286%,5.714286%,17.142857%,8.571429%,40.000000%,17.142857%,0.000000%,5.714286%
1658,17724,0.245248%,0.919681%,3.157572%,8.614347%,7.480074%,10.821582%,55.395463%,10.177805%,2.728387%,0.459841%
1659,17727,0.000000%,0.000000%,2.816901%,18.309859%,15.492958%,16.901408%,35.211268%,0.000000%,8.450704%,2.816901%
1660,17728,0.905598%,1.262349%,4.116356%,13.776070%,13.391877%,15.724479%,40.751921%,8.095499%,1.564215%,0.411636%
1661,17737,0.347705%,0.579509%,5.656004%,14.881780%,8.298563%,15.832174%,44.251275%,8.113120%,1.112656%,0.927214%
1662,17739,0.000000%,0.000000%,0.000000%,0.000000%,9.523810%,19.047619%,61.904762%,0.000000%,9.523810%,0.000000%
1663,17740,0.430934%,0.337759%,3.284416%,10.971349%,13.254135%,15.292336%,44.887025%,8.513860%,2.247845%,0.780340%
1664,17742,0.000000%,0.000000%,0.000000%,11.111111%,38.888889%,0.000000%,27.777778%,11.111111%,0.000000%,11.111111%
1665,17744,0.289495%,0.413565%,3.722084%,8.436725%,10.297767%,12.158809%,50.951199%,8.726220%,4.177006%,0.827130%
1666,17745,0.967203%,1.169436%,5.539436%,12.802251%,8.485008%,15.571969%,43.638442%,9.206014%,1.565110%,1.055131%
1667,17752,0.323520%,0.905856%,3.299903%,8.637981%,11.096732%,20.737625%,43.254610%,8.961501%,2.038175%,0.744096%
1668,17754,0.616549%,1.611682%,8.480260%,19.372634%,11.573824%,19.394267%,30.297458%,6.565711%,1.644132%,0.443483%
1669,17756,0.390202%,1.344028%,5.549534%,12.020377%,10.481249%,15.781487%,39.778886%,10.221114%,3.208324%,1.224799%
1670,17758,0.308642%,0.000000%,3.086420%,6.481481%,8.796296%,14.814815%,55.709877%,6.944444%,3.240741%,0.617284%
1671,17762,2.077922%,0.519481%,4.675325%,9.090909%,19.740260%,14.285714%,44.675325%,2.597403%,1.558442%,0.779221%
1672,17763,0.000000%,0.000000%,1.092896%,18.032787%,5.464481%,28.415301%,28.961749%,18.032787%,0.000000%,0.000000%
1673,17765,0.000000%,0.905563%,1.164295%,12.160414%,7.503234%,10.478655%,53.298836%,11.125485%,2.069858%,1.293661%
1674,17771,1.038206%,0.415282%,3.156146%,9.136213%,11.586379%,15.697674%,46.843854%,10.174419%,1.744186%,0.207641%
1675,17774,0.000000%,0.398406%,3.884462%,8.067729%,7.370518%,16.733068%,49.003984%,11.952191%,1.195219%,1.394422%
1676,17776,0.000000%,0.401606%,2.409639%,5.622490%,4.016064%,15.261044%,60.240964%,10.441767%,0.000000%,1.606426%
1677,17810,1.580949%,0.160096%,2.741645%,5.163098%,5.183110%,21.092656%,48.689214%,8.625175%,3.081849%,3.682209%
1678,17814,0.464441%,0.319303%,5.718433%,11.494920%,6.647315%,16.371553%,49.056604%,6.647315%,2.293179%,0.986938%
1679,17846,0.581818%,0.581818%,5.963636%,11.818182%,9.781818%,15.381818%,45.527273%,7.490909%,2.218182%,0.654545%
1680,17002,0.710900%,0.000000%,1.184834%,1.658768%,3.791469%,5.924171%,38.151659%,16.350711%,31.042654%,1.184834%
1681,17004,0.524762%,0.655953%,2.394228%,11.020007%,3.738931%,9.248934%,39.750738%,11.282388%,20.498524%,0.885536%
1682,17009,0.000000%,0.381679%,1.603053%,7.022901%,8.931298%,14.045802%,56.717557%,8.549618%,1.297710%,1.450382%
1683,17029,0.000000%,0.000000%,0.000000%,0.000000%,15.637860%,10.288066%,49.794239%,12.757202%,11.522634%,0.000000%
1684,17044,0.249918%,0.703716%,2.663598%,7.885564%,6.346597%,15.113450%,54.541269%,9.339033%,2.249260%,0.907596%
1685,17051,0.000000%,0.059542%,1.101518%,7.234296%,6.757964%,12.801429%,57.457577%,8.038107%,5.835070%,0.714498%
1686,17063,0.301724%,0.344828%,1.982759%,6.594828%,6.465517%,13.879310%,50.991379%,9.741379%,8.146552%,1.551724%
1687,17066,0.337487%,0.571132%,3.738318%,8.021807%,6.386293%,11.812046%,54.828660%,10.565940%,3.089304%,0.649013%
1688,17075,0.000000%,0.000000%,0.000000%,3.125000%,3.125000%,6.250000%,67.187500%,15.625000%,3.125000%,1.562500%
1689,17084,0.324886%,0.877193%,8.349578%,12.865497%,9.356725%,11.111111%,37.946719%,11.663418%,6.887589%,0.617284%
1690,17099,0.000000%,0.000000%,1.518692%,7.827103%,4.906542%,25.000000%,38.084112%,20.794393%,1.869159%,0.000000%
1691,17841,0.357995%,0.626492%,2.565632%,6.354415%,7.577566%,8.711217%,51.879475%,12.052506%,8.502387%,1.372315%
1692,16720,0.000000%,0.000000%,1.494130%,5.763074%,5.016009%,15.261473%,57.950907%,11.099253%,1.067236%,2.347919%
1693,16743,0.541516%,0.541516%,6.389892%,10.758123%,9.133574%,16.317690%,47.292419%,7.653430%,0.216606%,1.155235%
1694,16746,0.000000%,2.047414%,3.448276%,4.849138%,9.051724%,17.780172%,54.741379%,6.465517%,1.616379%,0.000000%
1695,16748,0.420610%,0.998948%,4.837014%,8.044164%,7.308097%,17.034700%,49.947424%,7.623554%,2.365931%,1.419558%
1696,16915,0.187529%,1.195499%,7.688701%,13.361463%,8.579466%,16.971402%,41.772152%,6.610408%,2.531646%,1.101735%
1697,16922,0.205058%,0.751880%,4.169515%,8.270677%,7.108681%,18.318524%,49.213944%,8.612440%,1.708817%,1.640465%
1698,16923,0.000000%,0.182648%,3.561644%,5.844749%,9.680365%,19.360731%,48.584475%,9.497717%,2.283105%,1.004566%
1699,16927,0.000000%,0.000000%,5.073996%,1.691332%,6.342495%,16.067653%,48.625793%,19.027484%,2.536998%,0.634249%
1700,16937,0.000000%,0.000000%,1.162791%,2.325581%,2.906977%,21.511628%,54.651163%,8.139535%,9.302326%,0.000000%
1701,16941,0.000000%,0.000000%,0.000000%,0.000000%,13.953488%,24.418605%,54.651163%,6.976744%,0.000000%,0.000000%
1702,16943,0.000000%,0.555556%,3.055556%,3.611111%,4.444444%,10.555556%,55.000000%,19.166667%,1.666667%,1.944444%
1703,16948,0.181159%,0.543478%,4.710145%,7.608696%,6.793478%,13.949275%,49.728261%,13.949275%,2.264493%,0.271739%
1704,16950,0.076894%,0.230681%,3.767782%,6.535948%,7.304883%,14.340638%,48.750481%,14.532872%,3.921569%,0.538255%
1705,17729,0.000000%,0.000000%,0.000000%,0.000000%,10.416667%,33.333333%,52.083333%,4.166667%,0.000000%,0.000000%
1706,15533,0.000000%,0.297915%,4.766634%,4.667329%,11.817279%,16.285998%,43.495531%,16.285998%,0.993049%,1.390268%
1707,15536,0.835655%,0.000000%,2.506964%,5.292479%,14.763231%,17.548747%,52.646240%,5.849582%,0.000000%,0.557103%
1708,16674,0.000000%,1.639344%,2.049180%,5.942623%,10.655738%,15.573770%,47.131148%,15.163934%,1.844262%,0.000000%
1709,16689,0.000000%,0.000000%,4.892966%,2.752294%,11.009174%,14.678899%,49.541284%,10.397554%,4.587156%,2.140673%
1710,16691,0.000000%,0.000000%,3.738318%,10.747664%,7.009346%,10.280374%,51.401869%,5.607477%,8.878505%,2.336449%
1711,16694,0.000000%,0.000000%,4.666667%,5.333333%,5.333333%,7.333333%,57.333333%,15.333333%,1.333333%,3.333333%
1712,17212,0.000000%,0.000000%,4.971319%,6.692161%,5.927342%,11.089866%,55.640535%,9.560229%,3.441683%,2.676864%
1713,17215,0.000000%,0.000000%,15.000000%,5.000000%,2.500000%,14.375000%,50.625000%,8.125000%,1.875000%,2.500000%
1714,17223,0.000000%,0.000000%,4.511278%,2.255639%,3.759398%,4.135338%,63.157895%,18.796992%,3.383459%,0.000000%
1715,17224,0.202703%,0.135135%,1.689189%,2.094595%,7.905405%,11.554054%,63.243243%,9.324324%,3.243243%,0.608108%
1716,17228,0.521512%,0.000000%,4.432855%,8.344198%,7.822686%,14.732725%,53.715776%,8.604954%,1.434159%,0.391134%
1717,17229,0.324324%,0.000000%,3.675676%,6.378378%,8.000000%,12.324324%,58.594595%,7.891892%,2.054054%,0.756757%
1718,17233,0.325910%,0.760456%,3.883759%,9.695817%,6.436719%,14.910375%,51.140684%,9.560022%,2.688756%,0.597501%
1719,17236,0.380820%,0.415441%,5.452657%,8.204951%,8.153021%,11.736195%,45.646529%,15.838671%,3.046564%,1.125151%
1720,17238,0.000000%,0.261097%,5.918190%,8.616188%,5.395997%,15.056571%,52.219321%,9.573542%,2.088773%,0.870322%
1721,17264,0.125471%,0.000000%,3.011292%,4.705144%,8.155583%,12.986198%,57.653701%,9.159348%,3.262233%,0.941029%
1722,17267,0.703871%,0.100553%,4.876823%,7.390649%,6.334842%,17.496229%,50.980392%,8.245349%,2.362996%,1.508296%
1723,15870,0.532481%,0.425985%,6.283280%,10.756124%,6.389776%,11.395101%,56.336528%,7.454739%,0.425985%,0.000000%
1724,16333,0.000000%,0.000000%,2.283105%,11.872146%,9.589041%,9.132420%,53.881279%,12.328767%,0.913242%,0.000000%
1725,16701,0.819329%,1.070145%,5.400886%,11.913720%,6.412507%,17.941644%,44.929354%,9.397208%,1.220634%,0.894574%
1726,16720,0.000000%,0.000000%,1.494130%,5.763074%,5.016009%,15.261473%,57.950907%,11.099253%,1.067236%,2.347919%
1727,16724,7.142857%,0.000000%,2.380952%,2.380952%,10.714286%,22.619048%,44.047619%,8.333333%,2.380952%,0.000000%
1728,16725,0.000000%,0.000000%,0.000000%,12.574850%,32.335329%,0.000000%,34.131737%,20.958084%,0.000000%,0.000000%
1729,16726,0.000000%,0.000000%,4.166667%,8.578431%,7.843137%,22.303922%,45.098039%,10.784314%,1.225490%,0.000000%
1730,16727,0.000000%,0.000000%,11.428571%,10.714286%,7.142857%,20.714286%,45.714286%,4.285714%,0.000000%,0.000000%
1731,16729,0.671141%,0.335570%,5.369128%,6.543624%,13.758389%,11.409396%,53.523490%,4.530201%,3.859060%,0.000000%
1732,16730,0.000000%,0.000000%,0.000000%,23.188406%,0.000000%,20.289855%,49.275362%,7.246377%,0.000000%,0.000000%
1733,16731,0.770077%,0.770077%,4.730473%,7.040704%,8.030803%,14.906491%,50.935094%,9.130913%,2.915292%,0.770077%
1734,16732,0.931677%,0.000000%,2.795031%,10.248447%,4.037267%,12.111801%,62.732919%,7.142857%,0.000000%,0.000000%
1735,16733,0.000000%,0.000000%,0.000000%,7.975460%,7.975460%,15.950920%,52.147239%,15.950920%,0.000000%,0.000000%
1736,16735,0.463499%,0.533024%,5.863268%,11.031286%,8.829664%,16.013905%,48.505214%,6.535342%,1.205098%,1.019699%
1737,16738,0.647249%,0.000000%,2.080444%,8.691632%,7.027277%,18.862691%,55.016181%,5.039297%,0.184928%,2.450301%
1738,16740,0.000000%,0.000000%,7.412399%,8.490566%,4.447439%,14.150943%,54.312668%,9.703504%,1.212938%,0.269542%
1739,16743,0.541516%,0.541516%,6.389892%,10.758123%,9.133574%,16.317690%,47.292419%,7.653430%,0.216606%,1.155235%
1740,16744,0.000000%,0.000000%,0.000000%,0.000000%,1.818182%,13.636364%,54.090909%,30.454545%,0.000000%,0.000000%
1741,16745,0.000000%,0.000000%,3.626943%,13.730570%,5.699482%,20.466321%,44.300518%,8.549223%,0.000000%,3.626943%
1742,16748,0.420610%,0.998948%,4.837014%,8.044164%,7.308097%,17.034700%,49.947424%,7.623554%,2.365931%,1.419558%
1743,16749,0.819135%,0.950197%,5.963303%,8.846658%,9.927916%,15.792923%,48.328965%,7.503277%,1.703801%,0.163827%
1744,16750,1.261830%,2.839117%,5.047319%,9.779180%,8.832808%,19.558360%,45.425868%,6.624606%,0.630915%,0.000000%
1745,15012,0.747976%,1.627948%,8.034143%,13.032383%,12.750792%,16.050686%,41.913059%,4.619852%,0.695178%,0.527983%
1746,15018,0.000000%,1.785714%,8.279221%,5.357143%,6.493506%,7.792208%,65.097403%,5.194805%,0.000000%,0.000000%
1747,15062,0.651294%,0.264038%,3.925365%,13.043478%,10.860764%,17.602535%,43.918324%,6.794578%,1.883471%,1.056152%
1748,15068,0.892475%,0.913894%,6.661431%,16.828502%,10.991718%,16.578609%,38.383550%,6.172355%,1.556476%,1.020991%
1749,15072,0.000000%,0.000000%,0.000000%,7.194245%,0.000000%,0.000000%,74.100719%,18.705036%,0.000000%,0.000000%
1750,15083,0.000000%,2.459016%,0.000000%,4.918033%,8.688525%,25.573770%,48.032787%,6.885246%,1.803279%,1.639344%
1751,15085,1.173997%,1.244086%,9.304363%,20.956720%,10.285614%,15.156825%,37.708078%,3.557035%,0.122656%,0.490626%
1752,15087,0.000000%,0.000000%,0.000000%,6.060606%,0.000000%,16.969697%,61.212121%,15.757576%,0.000000%,0.000000%
1753,15089,0.456720%,1.043932%,4.828186%,13.592866%,11.135276%,20.182688%,41.670291%,5.654632%,1.435407%,0.000000%
1754,15131,0.793527%,0.606815%,6.861677%,18.453400%,10.704839%,18.220009%,39.302941%,4.060993%,0.653493%,0.342306%
1755,15137,0.241287%,0.790885%,5.026810%,11.112601%,12.667560%,16.621984%,47.345845%,5.455764%,0.254692%,0.482574%
1756,15146,2.190974%,2.251705%,10.412968%,23.834439%,10.730636%,18.116416%,27.590395%,2.873026%,1.378118%,0.621321%
1757,15448,0.000000%,0.000000%,0.000000%,4.419890%,0.000000%,19.889503%,50.276243%,25.414365%,0.000000%,0.000000%
1758,15479,0.408719%,1.021798%,5.108992%,9.877384%,12.942779%,21.594005%,41.076294%,5.585831%,1.021798%,1.362398%
1759,15501,0.454111%,1.736775%,4.748247%,10.524219%,8.994583%,13.535692%,47.649777%,8.994583%,2.087317%,1.274697%
1760,15531,0.268727%,0.571045%,3.325495%,11.387303%,9.472623%,16.459523%,45.717165%,8.733624%,3.426268%,0.638226%
1761,15601,1.195172%,2.157885%,8.840518%,20.966000%,10.033343%,16.892082%,33.032779%,4.736076%,1.474594%,0.671551%
1762,15610,0.421496%,1.053741%,6.779066%,11.169652%,11.977520%,14.646997%,41.763260%,8.184053%,1.861609%,2.142606%
1763,15611,0.000000%,0.000000%,1.821862%,13.765182%,24.898785%,5.870445%,52.429150%,1.012146%,0.202429%,0.000000%
1764,15612,0.000000%,0.000000%,4.166667%,3.205128%,2.884615%,9.294872%,73.076923%,0.000000%,1.923077%,5.448718%
1765,15613,0.608329%,0.992045%,5.025737%,12.194665%,11.343004%,18.231165%,44.071128%,5.418811%,1.497426%,0.617688%
1766,15615,0.000000%,0.000000%,3.921569%,10.784314%,4.901961%,3.921569%,76.470588%,0.000000%,0.000000%,0.000000%
1767,15616,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,46.000000%,54.000000%,0.000000%,0.000000%
1768,15617,0.000000%,0.699301%,3.496503%,5.944056%,9.440559%,12.587413%,52.097902%,11.538462%,3.846154%,0.349650%
1769,15618,0.168539%,0.000000%,3.651685%,6.179775%,11.685393%,16.179775%,51.404494%,8.483146%,1.404494%,0.842697%
1770,15620,0.000000%,0.000000%,1.238390%,1.238390%,6.656347%,10.371517%,60.835913%,13.312693%,6.346749%,0.000000%
1771,15621,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,47.826087%,52.173913%,0.000000%,0.000000%,0.000000%
1772,15622,0.000000%,0.226244%,14.479638%,5.542986%,11.877828%,12.104072%,39.027149%,16.515837%,0.226244%,0.000000%
1773,15623,0.000000%,0.000000%,3.266788%,12.341198%,4.900181%,20.689655%,38.294011%,14.156080%,6.352087%,0.000000%
1774,15624,0.000000%,0.000000%,4.137931%,6.206897%,13.103448%,32.413793%,27.586207%,12.413793%,0.000000%,4.137931%
1775,15625,0.000000%,0.000000%,0.000000%,0.000000%,40.540541%,41.441441%,8.108108%,9.909910%,0.000000%,0.000000%
1776,15626,0.854486%,2.663986%,11.435034%,16.687610%,9.851722%,16.335763%,36.014074%,5.679819%,0.100528%,0.376979%
1777,15627,0.000000%,0.476981%,3.878059%,8.855247%,12.007466%,22.065533%,43.094152%,6.221485%,1.949399%,1.451680%
1778,15628,1.046025%,0.418410%,2.928870%,6.066946%,12.970711%,8.368201%,51.255230%,12.970711%,1.882845%,2.092050%
1779,15629,0.000000%,0.000000%,3.648425%,9.784411%,6.965174%,20.398010%,52.570481%,5.804312%,0.829187%,0.000000%
1780,15632,3.540904%,1.602564%,15.613553%,21.382784%,7.692308%,15.735653%,27.518315%,5.219780%,1.419414%,0.274725%
1781,15633,0.000000%,0.000000%,0.000000%,21.681416%,0.000000%,4.424779%,49.115044%,13.716814%,11.061947%,0.000000%
1782,15634,6.648936%,0.000000%,4.521277%,2.393617%,7.446809%,25.265957%,43.882979%,9.840426%,0.000000%,0.000000%
1783,15635,0.000000%,0.000000%,0.000000%,0.000000%,25.210084%,14.285714%,60.504202%,0.000000%,0.000000%,0.000000%
1784,15636,1.837672%,1.033691%,17.381317%,27.182236%,8.843798%,11.906585%,29.058193%,1.339969%,0.000000%,1.416539%
1785,15637,0.000000%,0.000000%,0.991501%,14.730878%,12.677054%,19.546742%,47.379603%,3.682720%,0.566572%,0.424929%
1786,15638,0.000000%,0.000000%,0.000000%,5.571848%,3.812317%,21.700880%,42.521994%,0.000000%,26.392962%,0.000000%
1787,15639,1.366460%,1.180124%,2.546584%,17.080745%,6.708075%,14.596273%,51.242236%,2.670807%,2.608696%,0.000000%
1788,15640,0.000000%,0.000000%,9.115282%,9.115282%,20.375335%,15.013405%,42.895442%,3.485255%,0.000000%,0.000000%
1789,15641,0.000000%,0.619195%,4.024768%,7.739938%,8.978328%,22.600619%,50.154799%,5.263158%,0.619195%,0.000000%
1790,15642,0.787546%,0.857753%,9.462759%,23.144078%,11.904762%,17.136752%,32.564103%,3.434066%,0.494505%,0.213675%
1791,15644,0.837652%,0.631788%,5.686094%,16.128345%,10.428054%,17.257046%,42.691844%,4.947824%,0.873145%,0.518208%
1792,15646,0.000000%,3.086420%,3.086420%,9.876543%,6.172840%,9.876543%,57.407407%,10.493827%,0.000000%,0.000000%
1793,15647,0.000000%,0.000000%,0.000000%,0.000000%,4.166667%,23.611111%,72.222222%,0.000000%,0.000000%,0.000000%
1794,15650,1.390186%,1.716983%,5.508870%,14.488017%,10.737628%,18.170972%,40.284262%,4.678909%,2.375765%,0.648408%
1795,15655,0.000000%,0.000000%,19.503546%,17.730496%,10.638298%,21.985816%,24.822695%,5.319149%,0.000000%,0.000000%
1796,15656,0.777130%,0.791007%,5.661948%,16.389120%,11.532057%,11.865112%,44.976409%,5.661948%,1.928948%,0.416320%
1797,15658,1.702509%,2.613501%,9.438471%,18.936679%,8.228793%,18.682796%,34.289128%,4.002389%,1.881720%,0.224014%
1798,15660,0.000000%,0.000000%,2.868852%,0.000000%,18.442623%,27.459016%,26.229508%,25.000000%,0.000000%,0.000000%
1799,15661,0.000000%,0.000000%,2.088773%,7.832898%,13.054830%,20.887728%,44.908616%,11.227154%,0.000000%,0.000000%
1800,15662,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,50.588235%,49.411765%,0.000000%,0.000000%,0.000000%
1801,15663,0.000000%,0.000000%,4.180064%,5.787781%,10.932476%,20.900322%,50.160772%,3.215434%,4.180064%,0.643087%
1802,15665,0.000000%,0.000000%,5.480869%,12.409514%,15.098242%,33.195450%,25.542916%,5.687694%,0.000000%,2.585315%
1803,15666,0.600503%,0.787146%,4.438854%,14.087479%,10.224783%,15.337174%,44.972815%,6.621764%,2.483162%,0.446320%
1804,15668,3.631398%,3.570706%,17.044305%,28.848877%,8.233866%,16.305887%,19.603480%,2.478252%,0.131499%,0.151730%
1805,15670,0.468806%,0.396682%,4.868374%,9.628561%,8.330328%,14.821493%,54.597908%,4.111071%,2.127660%,0.649116%
1806,15671,0.000000%,0.000000%,0.000000%,20.421053%,21.894737%,27.157895%,28.210526%,2.315789%,0.000000%,0.000000%
1807,15672,1.362089%,1.740446%,4.426788%,17.442300%,13.696557%,16.799092%,40.938328%,2.837684%,0.567537%,0.189179%
1808,15675,0.151057%,1.208459%,0.604230%,6.042296%,8.761329%,29.758308%,49.244713%,2.416918%,1.812689%,0.000000%
1809,15676,0.000000%,0.000000%,5.519481%,21.753247%,5.194805%,10.389610%,48.051948%,0.000000%,0.000000%,9.090909%
1810,15677,0.000000%,1.246106%,10.903427%,19.003115%,6.230530%,5.295950%,52.336449%,2.803738%,2.180685%,0.000000%
1811,15678,0.000000%,0.000000%,0.000000%,8.561644%,16.780822%,4.794521%,56.164384%,8.904110%,4.794521%,0.000000%
1812,15679,2.129767%,0.445765%,2.773650%,9.509658%,6.438831%,14.363546%,55.770183%,6.290243%,1.684002%,0.594354%
1813,15680,0.000000%,0.000000%,9.183673%,7.142857%,18.367347%,16.326531%,36.734694%,12.244898%,0.000000%,0.000000%
1814,15681,0.511654%,0.341103%,3.894258%,11.569073%,10.773167%,18.220580%,46.446845%,5.542922%,1.847641%,0.852757%
1815,15683,0.016961%,1.119403%,5.088195%,13.873813%,12.347354%,19.759159%,41.604478%,4.918589%,0.814111%,0.457938%
1816,15684,0.000000%,0.000000%,0.865801%,8.225108%,6.060606%,10.173160%,72.510823%,1.082251%,1.082251%,0.000000%
1817,15687,0.000000%,0.543478%,1.630435%,8.586957%,7.608696%,13.695652%,56.956522%,6.195652%,1.847826%,2.934783%
1818,15688,0.000000%,0.000000%,1.336898%,9.491979%,9.090909%,18.048128%,56.016043%,4.679144%,1.336898%,0.000000%
1819,15689,0.000000%,0.000000%,0.000000%,0.000000%,34.684685%,0.000000%,59.459459%,5.855856%,0.000000%,0.000000%
1820,15690,0.318218%,0.477327%,4.311854%,7.669053%,10.628481%,18.647574%,47.319014%,8.575975%,1.543357%,0.509149%
1821,15691,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,51.764706%,0.000000%,48.235294%,0.000000%
1822,15692,0.000000%,1.218162%,0.000000%,12.846069%,13.399779%,11.184939%,46.843854%,7.973422%,1.439646%,5.094131%
1823,15693,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,20.547945%,79.452055%,0.000000%,0.000000%,0.000000%
1824,15695,0.000000%,0.000000%,3.873239%,4.225352%,11.619718%,4.929577%,66.549296%,8.802817%,0.000000%,0.000000%
1825,15696,0.000000%,0.000000%,3.755869%,13.145540%,15.492958%,18.779343%,40.845070%,3.755869%,4.225352%,0.000000%
1826,15697,0.000000%,0.517647%,5.270588%,13.223529%,10.070588%,18.447059%,42.070588%,8.141176%,1.788235%,0.470588%
1827,15698,0.000000%,0.000000%,0.000000%,13.442623%,7.868852%,13.114754%,64.098361%,0.000000%,1.475410%,0.000000%
1828,15717,0.251722%,0.569687%,5.259671%,10.161632%,10.148384%,18.362480%,46.383148%,6.438792%,2.053524%,0.370959%
1829,15779,1.008065%,2.419355%,5.846774%,5.040323%,13.306452%,11.491935%,51.814516%,6.048387%,3.024194%,0.000000%
1830,15923,0.000000%,0.000000%,3.082502%,6.346328%,10.970082%,12.148685%,57.570263%,7.252947%,1.631913%,0.997280%
1831,15944,0.124636%,0.540091%,2.077275%,9.763191%,11.715829%,14.291649%,50.020773%,7.644371%,2.409639%,1.412547%
1832,15954,0.000000%,0.000000%,3.698897%,8.565866%,10.253082%,14.990266%,49.383517%,9.863725%,2.401038%,0.843608%
1833,16229,0.359911%,0.913621%,4.706534%,16.389812%,13.095238%,19.878184%,39.064230%,4.069767%,0.719823%,0.802879%
1834,17045,0.415512%,1.292705%,3.831948%,9.926131%,8.910434%,10.803324%,47.645429%,10.849492%,4.201293%,2.123730%
1835,17063,0.301724%,0.344828%,1.982759%,6.594828%,6.465517%,13.879310%,50.991379%,9.741379%,8.146552%,1.551724%
1836,17086,0.755192%,0.188798%,3.335431%,7.992448%,3.650094%,9.314034%,58.086847%,9.376967%,5.789805%,1.510384%
1837,17812,0.000000%,0.869565%,3.043478%,4.130435%,7.391304%,12.717391%,51.086957%,13.586957%,6.086957%,1.086957%
1838,17813,0.000000%,0.136986%,4.041096%,7.945205%,7.739726%,12.191781%,53.356164%,10.068493%,3.698630%,0.821918%
1839,17827,0.750469%,0.000000%,5.065666%,12.007505%,12.757974%,16.135084%,43.714822%,7.692308%,1.876173%,0.000000%
1840,17841,0.357995%,0.626492%,2.565632%,6.354415%,7.577566%,8.711217%,51.879475%,12.052506%,8.502387%,1.372315%
1841,17842,0.050701%,0.439412%,3.278689%,8.095319%,8.822038%,12.573939%,52.881528%,9.650161%,3.008281%,1.199932%
1842,17853,0.141509%,0.094340%,2.311321%,4.575472%,5.235849%,8.962264%,46.509434%,19.339623%,11.132075%,1.698113%
1843,17861,0.000000%,0.000000%,13.414634%,28.048780%,21.951220%,13.414634%,23.170732%,0.000000%,0.000000%,0.000000%
1844,17862,0.000000%,1.036269%,1.036269%,4.922280%,5.958549%,16.839378%,61.139896%,6.476684%,2.590674%,0.000000%
1845,17864,0.501074%,1.002147%,1.145311%,7.659270%,5.153901%,10.307802%,38.296349%,12.168933%,22.190408%,1.574803%
1846,17870,2.213985%,2.494490%,4.988980%,14.536165%,8.986175%,13.073532%,40.272490%,9.306752%,3.165698%,0.961731%
1847,17876,0.320513%,1.041667%,5.608974%,15.945513%,8.012821%,20.032051%,41.266026%,3.846154%,3.605769%,0.320513%
1848,17889,1.173333%,1.226667%,8.053333%,16.480000%,8.426667%,13.866667%,37.226667%,4.640000%,7.786667%,1.120000%
1849,18030,0.000000%,0.486224%,4.700162%,9.400324%,9.076175%,11.831442%,56.077796%,6.969206%,1.458671%,0.000000%
1850,18058,0.067632%,0.175842%,5.194103%,14.757203%,6.316786%,18.111727%,46.043555%,6.898417%,2.258894%,0.175842%
1851,18071,1.250658%,0.460769%,3.936282%,9.583992%,9.070563%,14.125856%,44.339126%,11.097946%,5.160611%,0.974197%
1852,18201,0.369771%,0.531546%,3.195054%,7.094985%,7.291426%,14.507742%,43.280564%,14.051306%,7.967414%,1.710192%
1853,18210,0.717929%,1.851502%,6.933686%,13.810693%,5.989042%,23.559418%,43.056868%,3.816361%,0.000000%,0.264500%
1854,18211,0.000000%,0.000000%,8.902878%,11.061151%,6.564748%,30.215827%,39.478417%,2.517986%,0.000000%,1.258993%
1855,18212,0.000000%,0.000000%,5.426357%,0.000000%,27.131783%,9.302326%,39.534884%,18.604651%,0.000000%,0.000000%
1856,18216,0.000000%,0.000000%,3.683492%,5.866303%,4.774898%,13.506139%,66.302865%,4.774898%,1.091405%,0.000000%
1857,18229,0.290831%,1.025563%,4.959437%,12.919026%,9.612735%,17.679473%,44.895148%,6.474820%,1.056176%,1.086790%
1858,18230,0.000000%,0.000000%,0.000000%,0.000000%,10.294118%,10.294118%,72.058824%,0.000000%,7.352941%,0.000000%
1859,18232,0.000000%,0.000000%,5.041712%,4.098658%,13.638012%,14.109539%,47.080160%,13.819369%,1.487124%,0.725426%
1860,18235,0.281571%,0.816556%,5.406166%,10.418133%,10.368858%,15.936928%,45.417429%,9.488948%,1.513445%,0.351964%
