,County,Doctorate F,Professional F,Masters F,Bachelor F,Associate F,Some College F,High School F,Some HS F,Less than HS F,None F
1641,16052,0.000%,1.464%,7.320%,18.581%,12.500%,12.838%,42.568%,3.378%,0.676%,0.676%
1642,16053,0.635%,1.968%,7.238%,18.730%,13.460%,17.524%,35.111%,4.190%,0.889%,0.254%
1643,16055,0.149%,1.277%,10.339%,16.102%,10.636%,17.053%,40.790%,2.258%,0.089%,1.307%
1644,16056,0.411%,0.771%,5.961%,16.495%,12.230%,16.906%,42.549%,2.826%,1.490%,0.360%
1645,16057,2.628%,1.839%,8.993%,17.109%,8.818%,18.190%,31.095%,8.847%,1.518%,0.964%
1646,16059,0.134%,1.602%,16.956%,21.762%,6.342%,17.724%,32.176%,2.437%,0.868%,22.457120%
1647,16061,0.651%,0.434%,2.932%,13.464%,14.549%,15.201%,49.946%,2.714%,0.109%,0.000%
1648,16063,1.029%,0.662%,14.522%,24.963%,8.529%,13.309%,30.882%,4.154%,1.949%,0.000%
1649,16066,1.577%,1.616%,14.327%,34.651%,8.293%,15.028%,20.070%,3.270%,0.487%,0.681%
1650,16127,2.482%,0.961%,10.689%,17.214%,7.846%,12.150%,39.972%,5.364%,3.002%,0.320%
1651,16229,0.382%,1.091%,5.562%,17.121%,13.631%,21.865%,35.224%,4.035%,0.709%,0.382%
1652,16373,0.087%,0.000%,6.169%,12.511%,7.559%,20.765%,43.788%,4.692%,2.954%,1.477%
1653,16930,0.647%,0.431%,9.698%,13.578%,11.853%,20.690%,39.871%,3.233%,0.000%,0.000%
1654,16938,1.544%,4.633%,12.741%,10.811%,20.849%,37.838%,8.494%,3.089%,0.000%,8.239700%
1655,17701,0.903%,1.200%,5.770%,11.989%,10.004%,19.863%,39.284%,8.553%,1.787%,0.646%
1656,17702,0.052%,0.104%,5.739%,14.022%,13.373%,15.321%,42.872%,7.427%,0.415%,0.675%
1657,17723,11.765%,0.000%,23.529%,11.765%,29.412%,11.765%,11.765%,12.500000%,-100.000000%,-25.884109%
1658,17724,0.316%,0.126%,4.991%,9.033%,9.981%,13.708%,48.073%,9.918%,3.411%,0.442%
1659,17727,6.250%,18.750%,9.375%,21.875%,37.500%,0.000%,6.250%,32.352941%,10.526%,32.353%
1660,17728,0.827%,0.993%,4.137%,16.602%,11.693%,16.492%,40.816%,6.950%,1.048%,0.441%
1661,17737,0.274%,0.548%,6.901%,18.373%,9.324%,14.580%,40.859%,8.135%,0.411%,0.594%
1662,17739,6.667%,13.333%,66.667%,13.333%,0.000000%,10.914%,16.865%,100.000%,83.333333%,0.000000%
1663,17740,0.558%,0.093%,4.694%,12.154%,15.013%,12.782%,45.317%,6.484%,2.161%,0.744%
1664,17742,0.000%,58.333%,25.000%,16.667%,0.000%,0.000000%,25.000%,0.000%,0.000%,0.000%
1665,17744,0.000%,0.537%,4.029%,11.012%,11.549%,13.071%,51.030%,6.983%,1.253%,0.537%
1666,17745,1.108%,1.141%,5.555%,13.375%,9.750%,13.492%,43.715%,10.472%,0.856%,0.537%
1667,17752,0.422%,0.422%,3.976%,9.940%,12.952%,20.783%,42.289%,6.205%,2.470%,0.542%
1668,17754,0.670%,1.863%,9.315%,17.919%,12.162%,18.380%,32.091%,5.610%,1.905%,0.084%
1669,17756,0.071%,0.892%,6.758%,8.951%,9.807%,16.405%,40.942%,11.341%,3.174%,1.658%
1670,17758,0.000%,4.361%,6.854%,11.526%,14.330%,53.894%,5.607%,2.804%,0.623%,7.770270%
1671,17762,0.000%,0.000%,6.316%,14.211%,17.895%,12.105%,41.579%,5.263%,1.053%,1.579%
1672,17763,0.000%,18.280%,4.301%,29.032%,26.882%,21.505%,29.807692%,-100.000000%,76.737894%,-48.056941%
1673,17765,0.783%,0.783%,16.971%,10.444%,10.444%,45.431%,13.316%,1.305%,0.522%,7.988166%
1674,17771,0.845%,0.169%,3.801%,9.206%,14.358%,13.260%,48.564%,8.784%,1.014%,0.000%
1675,17774,0.000%,4.582%,8.167%,9.761%,15.737%,51.594%,8.367%,0.598%,1.195%,9.790210%
1676,17776,0.800%,2.400%,5.600%,5.600%,17.600%,59.200%,7.200%,1.600%,7.377049%,-89.467908%
1677,17810,0.989%,0.247%,5.933%,13.597%,8.529%,15.822%,40.544%,7.664%,6.180%,0.494%
1678,17814,0.707%,0.294%,5.948%,12.839%,8.068%,15.371%,47.998%,6.066%,1.943%,0.766%
1679,17846,0.919%,0.707%,7.284%,11.315%,9.547%,15.771%,46.393%,6.011%,1.697%,0.354%
1680,17002,1.531%,0.000%,2.551%,3.571%,8.673%,38.265%,10.714%,33.163%,1.531%,2.013423%
1681,17004,0.540%,0.659%,1.739%,9.532%,5.216%,10.731%,39.149%,7.914%,23.261%,1.259%
1682,17009,0.000%,2.137%,7.977%,11.111%,14.245%,57.977%,5.983%,0.570%,0.000%,7.505071%
1683,17029,27.143%,17.857%,33.571%,20.000%,1.429%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%
1684,17044,0.000%,0.341%,3.334%,6.959%,6.428%,14.903%,55.974%,9.118%,1.857%,1.086%
1685,17051,0.116%,0.987%,7.487%,7.255%,14.161%,55.775%,8.822%,4.817%,0.580%,4.792561%
1686,17063,0.000%,0.000%,1.791%,8.863%,8.147%,12.802%,46.195%,15.398%,6.804%,0.000%
1687,17066,0.242%,0.242%,5.041%,9.404%,7.319%,9.695%,55.550%,8.628%,3.054%,0.824%
1688,17075,0.000%,7.143%,3.571%,67.857%,10.714%,7.143%,3.571%,0.000000%,5.882%,0.000%
1689,17084,0.600%,1.019%,7.374%,12.470%,10.791%,10.492%,36.451%,12.830%,7.974%,0.000%
1690,17099,2.975%,15.332%,3.432%,23.112%,37.529%,13.959%,3.661%,0.000000%,-58.971998%,-100.000000%
1691,17841,0.603%,0.181%,3.496%,6.570%,9.644%,7.715%,52.441%,11.634%,6.992%,0.723%
1692,16720,0.425%,8.705%,4.883%,15.924%,51.592%,16.561%,0.212%,1.699%,6.082725%,-61.283435%
1693,16743,0.770%,0.490%,6.998%,9.587%,10.287%,17.495%,47.166%,5.808%,0.000%,1.400%
1694,16746,2.548%,4.034%,4.671%,8.917%,23.355%,50.106%,5.732%,0.637%,3.118040%,-89.427399%
1695,16748,0.000%,1.892%,8.167%,6.275%,9.960%,15.438%,48.307%,7.072%,1.295%,1.594%
1696,16915,0.136%,1.045%,7.905%,12.176%,9.178%,19.855%,41.209%,5.725%,1.999%,0.772%
1697,16922,0.000%,0.681%,3.270%,8.038%,7.629%,15.804%,50.545%,9.264%,2.452%,2.316%
1698,16923,0.000%,3.083%,6.744%,10.597%,22.543%,43.160%,10.405%,2.697%,0.771%,6.858407%
1699,16927,5.405%,2.252%,5.856%,18.919%,55.856%,9.009%,2.703%,0.000%,1.204819%,-67.961817%
1700,16937,3.279%,0.000%,8.197%,37.705%,40.984%,3.279%,6.557%,0.000000%,7.799064%,-100.000000%
1701,16941,25.641%,7.692%,56.410%,10.256%,0.000000%,0.000%,0.000%,0.000%,100.000%,94.871795%
1702,16943,0.000%,5.422%,3.614%,3.614%,13.253%,54.819%,15.663%,2.410%,1.205%,0.000000%
1703,16948,0.000%,0.000%,5.401%,8.188%,6.098%,12.369%,49.652%,14.634%,3.310%,0.348%
1704,16950,0.000%,0.370%,4.296%,7.333%,9.630%,13.111%,48.444%,13.259%,3.259%,0.296%
1705,17729,4.000%,40.000%,56.000%,0.000%,0.000000%,0.000%,0.000%,0.000%,52.083%,55.555556%
1706,15533,0.000%,5.918%,4.694%,14.898%,18.776%,46.327%,7.755%,0.408%,1.224%,8.752735%
1707,15536,0.000%,1.070%,4.813%,22.460%,20.321%,44.920%,5.348%,1.070%,7.284768%,-52.768451%
1708,16674,3.478%,1.304%,7.391%,17.391%,10.000%,46.522%,13.913%,0.000%,2.764977%,-27.020988%
1709,16689,3.049%,3.659%,7.927%,14.024%,53.049%,11.585%,4.268%,2.439%,2.325581%,-80.910582%
1710,16691,2.151%,16.129%,5.376%,9.677%,41.935%,5.376%,16.129%,3.226%,13.592233%,-21.009306%
1711,16694,3.704%,7.407%,9.877%,9.877%,45.679%,17.284%,2.469%,3.704%,10.526316%,-100.000000%
1712,17212,7.843%,3.137%,9.804%,14.510%,46.275%,11.373%,3.922%,3.137%,6.666667%,-76.044652%
1713,17215,17.949%,0.000%,0.000%,24.359%,32.051%,16.667%,3.846%,5.128%,0.000000%,-100.000000%
1714,17223,8.163%,2.041%,2.721%,4.762%,63.265%,19.048%,0.000%,4.545455%,-100.000000%,-73.048767%
1715,17224,0.000%,0.000%,2.400%,1.467%,10.933%,16.800%,55.867%,10.400%,1.467%,0.667%
1716,17228,0.000%,6.332%,10.290%,8.179%,16.359%,51.187%,6.860%,0.792%,0.000%,7.903780%
1717,17229,0.000%,5.210%,3.808%,10.621%,13.828%,55.711%,9.619%,0.802%,0.401%,3.180212%
1718,17233,0.481%,0.908%,5.019%,10.144%,8.809%,14.148%,47.037%,9.931%,2.883%,0.641%
1719,17236,0.647%,0.000%,6.508%,8.666%,10.248%,12.729%,44.049%,14.096%,1.510%,1.546%
1720,17238,0.000%,6.122%,10.390%,4.824%,17.996%,49.536%,9.647%,1.484%,0.000%,6.496063%
1721,17264,0.254%,3.431%,6.099%,8.386%,14.740%,58.069%,6.607%,1.398%,1.017%,4.173355%
1722,17267,0.000%,0.000%,6.098%,8.028%,6.301%,24.492%,45.630%,6.098%,1.728%,1.626%
1723,15870,0.000%,0.844%,7.173%,12.447%,3.586%,13.291%,51.055%,11.603%,0.000%,6.870229%
1724,16333,0.000%,12.500%,15.385%,11.538%,50.000%,8.654%,1.923%,5.102041%,133.946905%,-69.748616%
1725,16701,1.026%,0.293%,6.710%,10.619%,6.547%,17.883%,45.391%,9.511%,1.091%,0.928%
1726,16720,0.425%,8.705%,4.883%,15.924%,51.592%,16.561%,0.212%,1.699%,6.082725%,-61.283435%
1727,16724,15.789%,0.000%,0.000%,5.263%,36.842%,26.316%,10.526%,5.263%,0.000000%,-38.913864%
1728,16725,24.706%,35.294%,9.412%,30.588%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-7.029607%,"-1,000.000000%"
1729,16726,2.286%,5.143%,8.571%,21.143%,55.429%,7.429%,0.000%,8.571429%,-50.278726%,-49.177675%
1730,16727,13.043%,10.145%,10.145%,24.638%,42.029%,0.000%,0.000000%,0.000%,0.000%,50.000%
1731,16729,0.000%,0.000%,3.810%,5.714%,12.381%,14.603%,57.778%,5.079%,0.635%,4.074074%
1732,16730,0.000%,0.000%,87.179%,12.821%,0.000000%,144.344545%,-100.000000%,367.487530%,-100.000000%,"1,000.000000%"
1733,16731,0.000%,0.649%,6.926%,8.658%,6.494%,15.260%,48.593%,11.255%,1.732%,0.433%
1734,16732,0.000%,6.618%,20.588%,7.353%,18.382%,30.147%,16.912%,15.882353%,-100.000000%,-5.829221%
1735,16733,4.348%,3.261%,28.261%,59.783%,4.348%,11.320755%,-100.000000%,-32.876174%,48.746032%,-100.000000%
1736,16735,0.223%,0.000%,8.011%,11.526%,9.346%,20.383%,42.012%,5.874%,1.157%,1.469%
1737,16738,0.000%,9.113%,18.227%,10.591%,10.345%,47.537%,3.695%,0.493%,0.000%,16.369530%
1738,16740,8.356%,8.895%,6.469%,12.668%,52.291%,10.782%,0.000%,0.539%,9.960159%,-42.006833%
1739,16743,0.770%,0.490%,6.998%,9.587%,10.287%,17.495%,47.166%,5.808%,0.000%,1.400%
1740,16744,0.000%,8.696%,56.522%,34.783%,0.000000%,0.000%,0.000%,0.000%,100.000%,82.539683%
1741,16745,4.233%,14.286%,8.466%,27.513%,31.217%,10.582%,3.704%,11.538462%,17.938580%,-31.585332%
1742,16748,0.000%,1.892%,8.167%,6.275%,9.960%,15.438%,48.307%,7.072%,1.295%,1.594%
1743,16749,0.000%,0.442%,6.814%,9.148%,11.735%,15.647%,49.527%,4.858%,1.514%,0.315%
1744,16750,0.000%,6.207%,4.138%,7.586%,9.655%,26.207%,38.621%,7.586%,0.000%,5.769231%
1745,15012,0.624%,1.425%,9.015%,13.273%,13.825%,14.805%,41.707%,4.240%,0.837%,0.249%
1746,15018,0.000%,9.020%,3.922%,6.275%,7.451%,70.196%,3.137%,0.000000%,-100.000000%,-100.000000%
1747,15062,0.750%,0.261%,4.502%,10.897%,11.256%,16.998%,47.276%,5.579%,1.370%,1.109%
1748,15068,0.439%,0.533%,7.056%,16.420%,11.431%,16.400%,39.410%,5.773%,1.283%,1.256%
1749,15072,0.000%,67.500%,32.500%,0.000000%,11.905%,0.000%,0.000%,0.000%,100.000%,16.363636%
1750,15083,3.203%,4.270%,7.829%,26.690%,48.043%,7.829%,0.712%,1.423%,2.136752%,-64.242262%
1751,15085,0.653%,0.000%,9.005%,21.272%,12.626%,14.388%,37.977%,3.491%,0.228%,0.359%
1752,15087,11.905%,0.000%,88.095%,0.000%,0.000000%,-100.000000%,-100.000000%,1.627724%,-100.000000%,"-1,000.000000%"
1753,15089,0.844%,1.446%,3.536%,16.272%,9.803%,21.495%,38.288%,7.272%,1.045%,13.962264%
1754,15131,0.307%,0.000%,8.175%,14.788%,6.334%,17.215%,48.103%,4.715%,0.363%,0.000%
1755,15137,0.230%,0.870%,3.555%,10.946%,17.059%,14.962%,46.701%,5.141%,0.307%,0.230%
1756,15146,1.880%,1.642%,9.371%,22.756%,11.523%,17.759%,29.905%,3.135%,1.440%,0.588%
1757,15448,12.903%,45.161%,0.000%,41.935%,0.000000%,-100.000000%,-100.000000%,-38.690160%,-100.000000%,"-1,000.000000%"
1758,15479,0.822%,0.685%,4.932%,6.986%,16.438%,21.781%,41.096%,5.205%,0.685%,1.370%
1759,15501,0.581%,1.180%,6.961%,9.055%,9.105%,14.953%,47.915%,7.842%,1.728%,0.681%
1760,15531,0.538%,0.135%,2.826%,11.373%,11.911%,22.207%,39.367%,9.690%,1.952%,0.000%
1761,15601,0.616%,1.391%,9.377%,21.103%,11.030%,16.888%,33.085%,5.021%,0.984%,0.505%
1762,15610,0.000%,0.504%,7.698%,10.719%,14.173%,13.885%,40.072%,8.777%,2.014%,2.158%
1763,15611,0.000%,9.694%,1.020%,11.735%,76.020%,1.020%,0.510%,30.917874%,-100.000000%,83.320464%
1764,15612,5.263%,5.848%,0.000%,16.959%,58.480%,3.509%,9.942%,0.000000%,-31.619997%,-100.000000%
1765,15613,0.276%,0.294%,5.279%,11.606%,11.624%,20.784%,40.776%,6.860%,1.637%,0.864%
1766,15615,13.115%,0.000%,5.738%,74.590%,8.955224%,141.129486%,-46.902048%,-100.000000%,-100.000000%,"-1,000.000000%"
1767,15616,0.000%,-100.000000%,0.000000%,100.000000%,0.000000%,13.020590%,10.459911%,7.130926%,33.644618%,30.315023%
1768,15617,0.000%,5.224%,5.970%,14.925%,15.672%,50.000%,5.224%,2.985%,0.000%,8.955224%
1769,15618,0.000%,3.723%,7.979%,15.426%,13.936%,51.064%,5.638%,1.383%,0.851%,7.401316%
1770,15620,2.508%,2.508%,8.464%,11.285%,72.414%,0.000%,2.821%,0.000000%,-100.000000%,-100.000000%
1771,15621,-100.000000%,0.000000%,0.000000%,0.000000%,12.313400%,9.481448%,6.976214%,0.000000%,32.546256%,26.905809%
1772,15622,0.000%,16.502%,4.187%,7.143%,23.153%,42.611%,5.911%,0.493%,6.759907%,-54.032172%
1773,15623,5.806%,12.581%,2.581%,19.032%,36.774%,15.161%,8.065%,23.391813%,-54.185398%,38.696404%
1774,15624,8.571%,0.000%,10.000%,37.143%,44.286%,0.000%,0.000%,15.789474%,-100.000000%,-6.379927%
1775,15625,83.333%,0.000%,16.667%,0.000%,0.000000%,10.914%,16.865%,49.450549%,0.000000%,0.000000%
1776,15626,1.471%,2.705%,12.625%,16.232%,9.777%,20.218%,33.128%,2.943%,0.190%,0.712%
1777,15627,0.197%,4.807%,10.717%,12.687%,19.346%,42.120%,6.383%,2.482%,1.261%,8.888889%
1778,15628,0.000%,0.913%,2.740%,9.589%,11.416%,6.849%,48.858%,16.438%,3.196%,0.000%
1779,15629,4.225%,14.437%,10.211%,13.732%,51.408%,5.282%,0.704%,4.255319%,-13.421224%,-74.769058%
1780,15632,1.642%,0.836%,16.154%,19.916%,10.033%,14.691%,28.277%,6.300%,1.612%,0.537%
1781,15633,33.929%,0.000%,30.357%,13.393%,22.321%,30.555556%,-100.000000%,81.172178%,-100.000000%,84.542734%
1782,15634,6.404%,8.374%,4.433%,0.000%,37.931%,38.916%,3.941%,5.084746%,-100.000000%,-69.851163%
1783,15635,30.909%,47.273%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,100.000%,100.000000%,0.000000%
1784,15636,0.000%,0.399%,24.022%,24.501%,10.215%,9.976%,26.496%,1.437%,2.953%,23.700306%
1785,15637,0.833%,12.083%,17.778%,21.111%,44.306%,2.778%,1.111%,0.000%,15.138593%,-36.330160%
1786,15638,4.478%,6.468%,17.910%,47.264%,23.881%,0.000000%,0.000%,0.000%,13.669%,9.890%
1787,15639,2.532%,0.000%,3.337%,14.499%,7.250%,13.464%,54.776%,1.151%,2.992%,13.623596%
1788,15640,18.085%,4.255%,19.149%,12.766%,42.021%,3.723%,0.000000%,-100.000000%,-100.000000%,165.617915%
1789,15641,0.000%,5.590%,4.969%,11.801%,16.149%,60.248%,1.242%,0.000%,6.521739%,-63.348318%
1790,15642,0.556%,0.568%,9.662%,22.191%,12.019%,17.406%,32.941%,3.742%,0.701%,0.214%
1791,15644,1.266%,0.399%,5.779%,17.323%,9.714%,16.868%,42.584%,4.747%,0.922%,0.399%
1792,15646,5.682%,5.682%,12.500%,0.000%,0.000%,56.818%,19.318%,6.060606%,123.485865%,-64.065023%
1793,15647,28.986%,62.319%,0.000000%,10.914%,16.865%,40.506329%,0.000000%,13.020590%,10.459911%,4.251681%
1794,15650,0.723%,1.377%,5.656%,14.966%,11.678%,18.364%,39.461%,5.121%,2.219%,0.436%
1795,15655,22.759%,16.552%,13.103%,35.862%,11.724%,0.000%,14.545455%,-9.377710%,-13.756054%,2.847257%
1796,15656,0.571%,0.364%,5.766%,16.416%,12.675%,10.779%,45.481%,6.494%,0.961%,0.494%
1797,15658,0.672%,1.841%,9.585%,20.339%,9.760%,17.446%,34.833%,2.659%,2.718%,0.146%
1798,15660,6.364%,40.909%,14.545%,16.364%,21.818%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%
1799,15661,4.082%,10.714%,25.510%,20.918%,38.776%,0.000%,8.433735%,-100.000000%,-49.994098%,-100.000000%
1800,15662,0.000000%,21.391%,25.668%,0.000000%,0.000000%,13.020590%,10.459911%,7.130926%,0.000000%,33.644618%
1801,15663,5.806%,7.097%,11.613%,14.194%,52.903%,1.935%,6.452%,0.000%,3.726708%,-61.008849%
1802,15665,5.882%,12.903%,16.888%,32.827%,21.063%,10.436%,0.000%,4.379562%,-100.000000%,-74.032389%
1803,15666,0.597%,0.643%,4.671%,15.362%,10.813%,15.087%,42.610%,6.479%,3.262%,0.475%
1804,15668,2.513%,3.161%,16.372%,27.699%,8.225%,14.704%,24.833%,2.238%,0.255%,0.000%
1805,15670,0.290%,0.000%,6.377%,10.000%,8.478%,18.043%,49.928%,5.290%,0.507%,1.087%
1806,15671,4.255%,41.489%,33.511%,14.894%,5.851%,24.074074%,87.957343%,42.741716%,-65.688989%,1.784831%
1807,15672,2.297%,2.067%,4.518%,11.945%,17.228%,18.224%,40.046%,2.527%,0.766%,0.383%
1808,15675,0.000%,2.395%,0.898%,4.192%,13.772%,29.940%,45.210%,2.695%,0.898%,10.283688%
1809,15676,0.000%,36.216%,8.649%,17.297%,30.270%,7.568%,0.000000%,-100.000000%,-100.000000%,201.169851%
1810,15677,0.000%,12.000%,18.857%,8.571%,2.857%,53.714%,0.000%,4.000%,15.639810%,-31.619997%
1811,15678,7.746%,20.423%,5.634%,56.338%,4.930%,4.930%,17.171717%,-34.550568%,1.815769%,-100.000000%
1812,15679,4.266%,0.000%,3.175%,10.516%,7.837%,17.560%,47.520%,6.845%,1.687%,0.595%
1813,15680,8.621%,12.069%,8.621%,27.586%,36.207%,6.897%,0.000000%,-100.000000%,-100.000000%,48.746032%
1814,15681,0.914%,0.343%,5.425%,8.738%,10.394%,20.959%,46.716%,4.226%,1.542%,0.742%
1815,15683,0.032%,1.125%,4.564%,16.008%,13.693%,19.061%,38.380%,6.204%,0.450%,0.482%
1816,15684,2.105%,8.421%,11.579%,19.474%,58.421%,0.000%,0.000%,12.280702%,-74.547443%,-27.184388%
1817,15687,1.111%,1.111%,15.556%,8.000%,16.222%,48.222%,4.667%,2.667%,2.444%,13.352273%
1818,15688,2.457%,2.457%,12.039%,20.885%,55.774%,6.388%,0.000%,13.609467%,-52.523728%,-19.305776%
1819,15689,44.615%,55.385%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,59.459%,38.961039%
1820,15690,0.601%,0.180%,5.170%,7.364%,11.482%,20.860%,44.575%,8.656%,0.691%,0.421%
1821,15691,0.000000%,13.020590%,10.459911%,7.148505%,34.780899%,32.546256%,29.661433%,0.000000%,3.600869%,2.479836%
1822,15692,0.000%,9.653%,13.119%,10.891%,51.485%,3.713%,3.218%,7.921%,9.443508%,-13.052580%
1823,15693,0.000000%,10.914%,16.865%,100.000000%,0.000000%,13.020590%,10.459911%,6.896773%,34.780899%,31.932125%
1824,15695,0.000%,9.375%,10.156%,10.938%,69.531%,0.000%,0.000000%,-100.000000%,-100.000000%,-46.572854%
1825,15696,2.885%,16.346%,18.269%,23.077%,33.654%,1.923%,3.846%,13.636364%,-100.000000%,-19.146301%
1826,15697,1.013%,7.643%,15.101%,7.919%,17.495%,41.344%,6.538%,2.947%,0.000%,9.134615%
1827,15698,15.773%,15.142%,16.088%,52.997%,0.000%,11.635220%,24.119241%,-31.011624%,-100.000000%,29.863406%
1828,15717,0.050%,0.351%,7.588%,11.570%,9.692%,19.409%,42.900%,5.159%,2.805%,0.476%
1829,15779,0.000%,0.000%,14.948%,10.309%,10.309%,14.948%,40.722%,5.155%,3.608%,0.000000%
1830,15923,3.905%,5.772%,10.357%,11.715%,57.216%,8.149%,1.698%,1.188%,4.367816%,-70.725494%
1831,15944,0.000%,0.334%,2.087%,10.768%,10.601%,14.190%,51.002%,7.679%,2.254%,1.085%
1832,15954,4.348%,7.638%,13.984%,12.103%,48.766%,10.341%,2.233%,0.588%,14.240000%,-96.312708%
1833,16229,0.382%,1.091%,5.562%,17.121%,13.631%,21.865%,35.224%,4.035%,0.709%,0.382%
1834,17045,0.557%,0.557%,4.360%,10.297%,8.442%,11.781%,48.794%,9.184%,3.340%,2.690%
1835,17063,0.000%,0.000%,1.791%,8.863%,8.147%,12.802%,46.195%,15.398%,6.804%,0.000%
1836,17086,0.249%,0.000%,3.985%,10.710%,2.989%,12.204%,53.549%,9.465%,6.102%,0.747%
1837,17812,0.658%,2.851%,3.947%,6.140%,12.500%,57.675%,9.430%,5.263%,1.535%,3.733333%
1838,17813,0.000%,5.213%,5.898%,8.779%,12.209%,54.458%,8.230%,5.213%,0.000%,4.593640%
1839,17827,0.781%,7.422%,14.844%,9.766%,17.578%,41.797%,7.031%,0.781%,14.000000%,-100.000000%
1840,17841,0.603%,0.181%,3.496%,6.570%,9.644%,7.715%,52.441%,11.634%,6.992%,0.723%
1841,17842,0.000%,0.268%,4.756%,7.301%,9.812%,13.128%,51.875%,9.176%,2.478%,1.206%
1842,17853,0.000%,0.191%,2.584%,4.211%,6.029%,10.239%,45.837%,17.799%,11.100%,2.010%
1843,17861,0.000%,48.649%,29.730%,21.622%,29.032258%,55.556%,29.032%,0.000%,0.000%,0.000%
1844,17862,2.721%,0.000%,0.000%,7.483%,14.286%,54.422%,14.286%,6.803%,0.000000%,-100.000000%
1845,17864,0.556%,0.417%,1.808%,7.371%,6.120%,12.656%,39.499%,8.623%,21.975%,0.974%
1846,17870,2.122%,2.426%,6.708%,12.204%,10.271%,15.312%,37.199%,8.926%,3.714%,1.118%
1847,17876,0.000%,1.161%,6.531%,17.417%,5.080%,13.353%,43.251%,6.967%,5.660%,0.581%
1848,17889,1.050%,0.840%,9.454%,18.487%,10.294%,12.185%,35.294%,3.466%,8.193%,0.735%
1849,18030,0.000%,7.333%,15.667%,3.667%,8.667%,59.000%,4.000%,1.667%,3.664921%,-39.585140%
1850,18058,0.133%,0.000%,8.017%,12.902%,6.159%,17.759%,43.828%,9.743%,1.460%,0.000%
1851,18071,0.480%,0.455%,5.181%,10.033%,8.769%,13.217%,45.540%,9.401%,6.470%,0.455%
1852,18201,0.531%,0.542%,2.857%,6.472%,7.115%,14.796%,42.715%,13.700%,8.911%,2.361%
1853,18210,1.439%,3.711%,5.301%,13.101%,7.800%,24.195%,43.809%,0.644%,0.000%,17.095915%
1854,18211,8.333%,9.220%,9.929%,31.560%,37.943%,3.014%,0.000%,16.289593%,6.900739%,-3.414586%
1855,18212,0.000%,35.938%,9.375%,54.688%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%
1856,18216,3.916%,4.178%,5.744%,15.144%,63.446%,7.050%,0.522%,9.281437%,-79.455335%,-44.967842%
1857,18229,0.238%,0.923%,5.895%,11.432%,12.921%,21.494%,40.875%,3.751%,1.161%,1.310%
1858,18230,7.500%,7.500%,72.500%,12.500%,0.000000%,0.000%,0.000%,0.000%,100.000%,62.162162%
1859,18232,5.969%,2.414%,12.810%,11.603%,48.491%,16.700%,0.671%,1.341%,4.102977%,-76.765970%
1860,18235,0.412%,0.453%,5.291%,9.509%,11.213%,19.967%,41.995%,8.919%,1.649%,0.591%
1861,18237,0.503%,0.839%,3.356%,5.201%,8.977%,19.966%,51.007%,7.383%,1.510%,1.258%
1862,18240,1.317%,0.000%,10.256%,7.484%,4.089%,19.543%,51.005%,4.712%,1.594%,0.000%
1863,18244,3.670%,3.670%,17.431%,11.009%,55.963%,6.422%,1.835%,0.000%,1.652893%,-76.802733%
1864,18250,1.540%,2.669%,7.084%,12.218%,13.655%,10.986%,45.175%,3.696%,1.540%,1.437%
1865,18254,3.090%,2.528%,6.461%,11.517%,18.539%,52.247%,3.090%,2.528%,4.132231%,-100.000000%
1866,18255,0.342%,0.740%,4.043%,11.162%,8.485%,20.444%,47.437%,6.948%,0.399%,0.000%
1867,18610,6.569%,6.788%,10.876%,12.263%,58.175%,5.328%,0.000%,5.273834%,-86.720405%,-68.730010%
1868,18624,7.692%,15.385%,8.145%,22.172%,46.606%,40.119760%,-67.039854%,137.880943%,-62.897815%,-5.553887%
1869,18661,0.617%,0.949%,4.556%,13.099%,10.346%,15.662%,45.373%,7.451%,0.759%,1.187%
1870,16611,0.000%,0.000%,4.362%,12.541%,8.724%,13.522%,53.108%,3.381%,3.490%,0.872%
1871,16621,1.465%,4.396%,6.593%,19.048%,48.718%,15.018%,3.663%,1.099%,1.276596%,-78.183523%
1872,16622,7.692%,17.949%,0.000%,69.231%,5.128%,0.000%,9.230769%,-100.000000%,-45.268265%,-19.859281%
1873,16623,0.000%,1.031%,4.124%,7.732%,7.216%,11.856%,57.216%,9.794%,1.031%,0.000%
1874,16634,1.980%,11.881%,15.842%,13.861%,51.485%,4.950%,0.000%,0.000000%,-100.000000%,-100.000000%
1875,16638,0.000%,11.765%,11.765%,17.647%,58.824%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
1876,16647,1.042%,6.597%,20.486%,9.028%,10.417%,46.181%,4.167%,0.000%,2.083%,12.133891%
1877,16652,0.634%,0.423%,5.956%,16.561%,6.820%,19.769%,43.305%,4.784%,1.441%,0.307%
1878,16657,0.206%,0.619%,2.474%,8.247%,9.691%,17.732%,51.959%,7.629%,0.825%,0.619%
1879,16669,0.248%,0.620%,4.963%,14.020%,11.663%,13.772%,41.439%,9.181%,3.226%,0.868%
