,County,Doctorate F,Professional F,Masters F,Bachelor F,Associate F,Some College F,High School F,Some HS F,Less than HS F,None F
1880,16674,3.478%,1.304%,7.391%,17.391%,10.000%,46.522%,13.913%,0.000%,2.764977%,-27.020988%
1881,16678,0.000%,0.292%,5.053%,10.204%,8.163%,16.521%,44.995%,10.010%,4.179%,0.583%
1882,16683,1.408%,6.338%,17.606%,15.493%,10.563%,43.662%,0.000%,3.521%,1.408%,8.783784%
1883,16685,5.747%,4.598%,6.897%,11.494%,50.575%,17.241%,3.448%,12.244898%,-100.000000%,-27.396678%
1884,16686,0.228%,0.104%,5.641%,13.376%,11.033%,15.512%,46.557%,6.076%,0.995%,0.477%
1885,16694,3.704%,7.407%,9.877%,9.877%,45.679%,17.284%,2.469%,3.704%,10.526316%,-100.000000%
1886,16865,2.734%,5.468%,18.273%,22.446%,6.331%,6.475%,37.842%,0.432%,22.452830%,8.353301%
1887,16877,1.774%,2.419%,8.387%,14.839%,16.452%,8.548%,46.452%,1.129%,0.000%,14.843750%
1888,17002,1.531%,0.000%,2.551%,3.571%,8.673%,38.265%,10.714%,33.163%,1.531%,2.013423%
1889,17052,2.334%,7.002%,12.388%,14.722%,54.399%,7.002%,0.539%,1.616%,5.172414%,-61.072560%
1890,17060,0.000%,2.733%,4.100%,8.884%,14.123%,47.608%,16.173%,5.923%,0.456%,5.769231%
1891,17066,0.242%,0.242%,5.041%,9.404%,7.319%,9.695%,55.550%,8.628%,3.054%,0.824%
1892,17213,1.860%,9.767%,6.977%,17.209%,46.047%,9.767%,8.372%,0.000%,4.060914%,-81.300162%
1893,17215,17.949%,0.000%,0.000%,24.359%,32.051%,16.667%,3.846%,5.128%,0.000000%,-100.000000%
1894,17229,0.000%,5.210%,3.808%,10.621%,13.828%,55.711%,9.619%,0.802%,0.401%,3.180212%
1895,17239,18.750%,15.000%,8.750%,10.000%,41.250%,6.250%,0.000%,12.345679%,-25.706050%,-26.799120%
1896,17243,0.000%,2.740%,2.348%,6.458%,6.654%,19.961%,51.468%,9.393%,0.978%,0.000%
1897,17249,2.516%,3.774%,6.289%,18.868%,57.233%,6.918%,2.516%,1.887%,0.000000%,-100.000000%
1898,17253,2.151%,20.430%,10.753%,2.151%,55.914%,8.602%,0.000%,9.090909%,-58.350362%,-46.097534%
1899,17255,4.144%,4.972%,2.210%,19.337%,59.945%,7.459%,1.105%,0.829%,2.388060%,-77.541862%
1900,17260,0.000%,2.906%,4.600%,9.927%,13.801%,53.511%,9.927%,3.390%,1.937%,4.972376%
1901,17264,0.254%,3.431%,6.099%,8.386%,14.740%,58.069%,6.607%,1.398%,1.017%,4.173355%
1902,16057,2.628%,1.839%,8.993%,17.109%,8.818%,18.190%,31.095%,8.847%,1.518%,0.964%
1903,16110,0.000%,3.968%,7.143%,9.524%,11.111%,54.762%,3.968%,5.556%,3.968%,4.545455%
1904,16113,1.299%,5.844%,16.234%,18.831%,14.935%,41.558%,1.299%,10.924370%,-77.375505%,-35.226448%
1905,16114,0.000%,1.000%,6.500%,12.000%,15.000%,54.500%,10.000%,0.000%,1.000%,5.479452%
1906,16121,0.053%,0.000%,2.813%,12.951%,13.110%,23.142%,35.244%,8.758%,3.238%,0.690%
1907,16124,0.000%,1.823%,1.262%,7.013%,10.379%,12.623%,49.369%,6.872%,9.116%,1.543%
1908,16125,0.940%,0.737%,6.505%,12.915%,7.900%,14.451%,48.276%,6.270%,1.755%,0.251%
1909,16127,2.482%,0.961%,10.689%,17.214%,7.846%,12.150%,39.972%,5.364%,3.002%,0.320%
1910,16130,0.265%,4.244%,7.958%,6.499%,9.416%,59.284%,7.825%,4.111%,0.398%,6.223479%
1911,16133,0.516%,3.787%,10.671%,5.508%,13.425%,51.807%,10.843%,2.410%,1.033%,11.048689%
1912,16134,0.627%,0.000%,7.521%,10.794%,9.123%,18.384%,42.409%,8.426%,2.577%,0.139%
1913,16137,0.191%,0.835%,6.229%,14.893%,8.854%,15.967%,41.862%,6.563%,3.962%,0.644%
1914,16142,1.968%,0.864%,10.226%,16.467%,6.625%,11.858%,32.549%,4.561%,13.778%,1.104%
1915,16143,0.797%,0.797%,4.303%,5.976%,10.677%,13.068%,58.645%,2.869%,1.514%,1.355%
1916,16145,1.247%,0.832%,4.262%,11.019%,9.563%,16.008%,46.362%,7.277%,3.015%,0.416%
1917,16146,0.621%,0.000%,4.344%,11.376%,10.004%,18.560%,41.369%,9.797%,2.294%,1.636%
1918,16148,1.185%,0.539%,9.235%,17.377%,8.065%,16.408%,40.850%,5.572%,0.662%,0.108%
1919,16150,0.303%,0.568%,8.292%,12.495%,10.148%,17.645%,42.635%,5.718%,0.947%,1.250%
1920,16151,16.667%,16.667%,0.000%,16.667%,46.667%,3.333%,0.000%,0.000000%,-100.000000%,-100.000000%
1921,16153,0.000%,6.995%,10.929%,11.257%,14.754%,48.962%,4.590%,2.295%,0.219%,11.709287%
1922,16154,1.457%,4.260%,6.502%,11.547%,14.126%,55.269%,6.502%,0.336%,5.846154%,-71.868227%
1923,16156,0.605%,1.411%,7.661%,14.315%,8.468%,16.633%,38.710%,7.157%,5.040%,0.000%
1924,16159,8.163%,12.997%,8.808%,14.662%,48.443%,5.209%,0.644%,1.074%,10.204082%,-58.234130%
1925,16161,3.672%,9.605%,12.994%,18.362%,43.785%,11.582%,0.000%,12.416107%,-100.000000%,-26.381531%
1926,16311,1.087%,9.783%,13.043%,8.696%,21.739%,40.217%,1.087%,3.261%,1.087%,12.650602%
1927,16314,0.155%,0.310%,4.496%,11.731%,10.904%,12.765%,49.457%,6.718%,3.204%,0.258%
1928,16342,4.143%,7.365%,7.940%,12.198%,46.145%,9.091%,0.230%,12.888%,5.785124%,-28.133957%
1929,16362,1.887%,0.943%,2.123%,15.094%,7.783%,8.726%,55.425%,6.132%,0.943%,0.943%
1930,44425,0.246%,0.616%,6.578%,16.690%,8.002%,18.150%,43.809%,5.135%,0.580%,0.193%
1931,16312,11.614335%,8.788575%,8.572892%,34.780899%,29.333279%,18.427983%,4.085016%,3.299391%,1.415405%,0.000000%
1932,16313,0.355%,5.329%,5.861%,6.927%,19.183%,50.444%,10.124%,0.710%,1.066%,3.839122%
1933,16329,3.371%,7.865%,10.674%,21.348%,48.315%,2.247%,0.000%,6.180%,10.256410%,-61.008849%
1934,16340,0.000%,1.072%,10.413%,5.207%,12.864%,11.332%,53.292%,3.675%,2.144%,0.000%
1935,16345,0.535%,1.681%,4.813%,12.681%,15.508%,11.154%,47.517%,5.195%,0.764%,0.153%
1936,16347,0.741%,14.074%,8.519%,13.827%,54.815%,7.531%,0.247%,0.247%,4.755614%,-34.706030%
1937,16350,0.221%,0.000%,2.646%,11.025%,10.143%,17.971%,50.055%,4.410%,3.197%,0.331%
1938,16351,0.162%,0.162%,4.221%,6.006%,7.468%,24.188%,50.325%,6.494%,0.487%,0.487%
1939,16352,0.000%,19.540%,19.540%,44.828%,13.793%,2.299%,0.000%,3.125000%,-100.000000%,-81.471027%
1940,16354,0.544%,0.647%,5.177%,10.639%,6.109%,15.532%,50.039%,8.491%,1.993%,0.828%
1941,16365,0.731%,0.372%,6.461%,16.246%,10.301%,18.639%,40.874%,4.728%,0.831%,0.817%
1942,16371,0.234%,0.000%,4.215%,9.212%,10.304%,18.189%,48.556%,6.479%,1.874%,0.937%
1943,16402,3.906%,0.000%,6.250%,4.297%,10.156%,21.875%,43.750%,8.594%,0.000%,1.172%
1944,16405,1.504%,8.271%,7.895%,15.414%,20.677%,35.338%,10.902%,0.000%,0.000%,12.418301%
1945,16407,1.007%,0.226%,3.498%,11.399%,10.669%,16.482%,47.760%,6.945%,1.434%,0.579%
1946,16416,86.275%,5.882%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,68.696%,47.058824%
1947,16420,2.643%,0.000%,0.000%,6.608%,7.048%,17.181%,49.780%,14.097%,2.643%,3.743316%
1948,16434,1.319%,0.360%,3.717%,8.513%,6.715%,14.988%,40.408%,8.633%,14.149%,1.199%
1949,16436,2.198%,5.495%,15.934%,4.945%,10.440%,54.396%,3.846%,2.747%,17.085427%,5.726005%
1950,16701,1.026%,0.293%,6.710%,10.619%,6.547%,17.883%,45.391%,9.511%,1.091%,0.928%
1951,16110,0.000%,3.968%,7.143%,9.524%,11.111%,54.762%,3.968%,5.556%,3.968%,4.545455%
1952,16111,0.913%,0.685%,3.196%,7.078%,6.393%,10.959%,34.475%,18.037%,16.210%,2.055%
1953,16125,0.940%,0.737%,6.505%,12.915%,7.900%,14.451%,48.276%,6.270%,1.755%,0.251%
1954,16131,0.707%,10.601%,10.954%,13.428%,17.314%,39.223%,6.360%,1.413%,13.333333%,9.735574%
1955,16134,0.627%,0.000%,7.521%,10.794%,9.123%,18.384%,42.409%,8.426%,2.577%,0.139%
1956,16314,0.155%,0.310%,4.496%,11.731%,10.904%,12.765%,49.457%,6.718%,3.204%,0.258%
1957,16316,0.864%,1.319%,10.373%,12.375%,9.145%,14.695%,44.404%,4.686%,1.911%,0.227%
1958,16317,0.549%,3.663%,6.227%,9.524%,20.147%,53.297%,5.311%,1.282%,0.000%,6.066946%
1959,16327,0.090%,0.269%,7.252%,11.638%,6.267%,15.936%,49.239%,4.745%,3.939%,0.627%
1960,16328,0.000%,32.258%,61.290%,6.452%,0.000%,0.000000%,-100.000000%,-100.000000%,-59.348910%,-100.000000%
1961,16335,3.010%,0.596%,9.200%,16.115%,8.743%,16.145%,39.215%,4.421%,1.927%,0.626%
1962,16354,0.544%,0.647%,5.177%,10.639%,6.109%,15.532%,50.039%,8.491%,1.993%,0.828%
1963,16360,1.006%,0.000%,2.414%,11.469%,6.841%,18.310%,52.515%,4.829%,1.408%,1.207%
1964,16401,0.386%,0.708%,5.023%,10.045%,12.621%,14.424%,45.782%,6.504%,3.348%,1.159%
1965,16403,0.606%,1.391%,5.815%,13.914%,8.420%,16.982%,40.064%,9.383%,2.640%,0.785%
1966,16404,0.000%,1.972%,9.953%,9.296%,11.737%,45.258%,11.549%,9.296%,0.939%,7.121058%
1967,16406,0.444%,0.887%,4.259%,10.914%,8.873%,12.422%,48.447%,6.832%,6.921%,0.000%
1968,16407,1.007%,0.226%,3.498%,11.399%,10.669%,16.482%,47.760%,6.945%,1.434%,0.579%
1969,16412,0.762%,0.903%,17.132%,21.451%,9.935%,17.951%,27.547%,2.907%,0.198%,1.214%
1970,16422,14.151%,4.717%,17.925%,30.189%,0.000%,33.019%,0.000%,16.000000%,34.091%,16.000%
1971,16424,0.703%,1.347%,5.211%,9.192%,10.480%,13.642%,49.356%,6.265%,3.513%,0.293%
1972,16433,1.613%,0.364%,5.203%,16.909%,7.544%,13.944%,46.410%,6.087%,1.457%,0.468%
1973,16434,1.319%,0.360%,3.717%,8.513%,6.715%,14.988%,40.408%,8.633%,14.149%,1.199%
1974,16435,0.620%,0.310%,3.566%,11.473%,8.527%,13.798%,44.496%,8.062%,7.597%,1.550%
1975,16438,0.070%,0.419%,5.905%,10.552%,11.111%,14.710%,46.820%,7.442%,2.655%,0.314%
1976,16440,1.309%,0.262%,9.162%,12.304%,6.806%,18.325%,46.859%,4.450%,0.524%,0.000%
1977,16441,0.085%,1.045%,7.595%,15.274%,9.176%,18.859%,41.474%,4.630%,0.847%,1.016%
1978,16822,0.000%,0.000%,2.660%,9.043%,12.899%,11.835%,48.138%,11.303%,3.856%,0.266%
1979,16841,0.246%,0.098%,5.206%,11.591%,10.413%,10.167%,50.589%,6.287%,3.389%,2.014%
1980,16848,7.576%,0.000%,15.909%,18.939%,53.030%,4.545%,0.000%,5.696203%,-100.000000%,-66.225670%
1981,16871,30.000%,50.000%,20.000%,0.000%,21.428571%,10.914%,16.865%,0.000%,0.000000%,-20.000000%
1982,16872,0.000%,3.448%,8.867%,6.897%,12.808%,44.335%,8.374%,13.793%,1.478%,5.300353%
1983,17721,0.000%,7.251%,10.455%,5.565%,13.659%,58.179%,4.047%,0.843%,0.000%,4.625551%
1984,17729,4.000%,40.000%,56.000%,0.000%,0.000000%,0.000%,0.000%,0.000%,52.083%,55.555556%
1985,17740,0.558%,0.093%,4.694%,12.154%,15.013%,12.782%,45.317%,6.484%,2.161%,0.744%
1986,17745,1.108%,1.141%,5.555%,13.375%,9.750%,13.492%,43.715%,10.472%,0.856%,0.537%
1987,17747,0.997%,0.886%,2.658%,9.524%,11.739%,12.625%,38.981%,13.953%,7.973%,0.664%
1988,17748,1.587%,17.460%,11.905%,44.444%,24.603%,2.739726%,-100.000000%,-83.755421%,-100.000000%,-100.000000%
1989,17750,22.222%,0.000%,0.000%,77.778%,30.555556%,-100.000000%,81.172178%,-50.267284%,94.795108%,48.571429%
1990,17751,1.347%,0.408%,7.595%,11.760%,9.718%,14.210%,44.671%,5.472%,3.675%,1.143%
1991,17760,0.000%,6.034%,8.621%,10.345%,19.397%,51.293%,4.310%,0.000%,3.314917%,-4.267995%
1992,17764,0.000%,3.731%,6.343%,6.716%,15.174%,54.104%,10.697%,2.488%,0.746%,3.438395%
1993,17767,92.063%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,73.282%,100.000000%,0.000000%
1994,17778,0.000%,0.000%,13.514%,13.514%,56.757%,16.216%,0.000%,3.333333%,-100.000000%,-80.235762%
1995,17779,0.000000%,10.914%,16.865%,0.000000%,0.000000%,13.020590%,12.365742%,10.459911%,0.000000%,33.644618%
1996,18011,0.665%,1.586%,11.151%,21.381%,6.445%,15.294%,33.760%,7.366%,2.097%,0.256%
1997,18015,1.027%,1.359%,9.827%,15.202%,9.225%,15.876%,32.240%,9.111%,5.406%,0.726%
1998,18016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1999,18017,1.357%,1.228%,10.827%,18.581%,9.124%,18.052%,30.378%,6.248%,2.808%,1.397%
2000,18018,1.289%,1.178%,10.349%,14.482%,8.607%,20.997%,33.242%,7.147%,1.844%,0.862%
2001,18031,0.347%,1.546%,17.760%,23.281%,9.716%,17.161%,26.562%,3.470%,0.158%,0.000%
2002,18032,0.086%,0.627%,8.523%,11.146%,11.631%,21.950%,39.510%,4.219%,1.083%,1.226%
2003,18034,0.715%,1.537%,12.049%,25.170%,9.617%,14.373%,32.642%,3.003%,0.322%,0.572%
2004,18036,0.781%,2.478%,12.299%,22.500%,9.621%,15.893%,30.335%,3.929%,1.830%,0.335%
2005,18037,0.776%,0.494%,7.337%,13.439%,15.556%,14.885%,38.060%,5.362%,2.787%,1.305%
2006,18041,0.000%,0.304%,7.797%,18.430%,12.101%,14.835%,40.658%,3.595%,2.278%,0.000%
2007,18046,11.934639%,10.459911%,0.000000%,34.780899%,29.333279%,0.000000%,4.085016%,3.299391%,0.000000%,28.683450%
2008,18049,1.580%,1.417%,10.955%,23.800%,9.774%,16.462%,30.208%,4.031%,1.536%,0.236%
2009,18051,2.997%,3.864%,12.539%,27.129%,9.779%,12.618%,26.341%,3.864%,0.868%,0.000%
2010,18052,0.713%,0.371%,9.798%,14.897%,11.371%,16.558%,35.381%,7.365%,1.983%,1.563%
2011,18053,0.000%,0.878%,8.030%,15.684%,8.030%,19.072%,38.269%,3.764%,6.274%,12.609238%
2012,18059,0.000%,2.387%,2.387%,19.098%,12.467%,10.080%,37.666%,15.915%,15.705765%,-18.188210%
2013,18062,1.818%,1.914%,14.588%,24.930%,9.604%,13.893%,25.957%,4.610%,2.267%,0.417%
2014,18066,0.381%,1.574%,12.208%,22.222%,7.248%,21.602%,29.041%,1.907%,3.815%,0.000%
2015,18068,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2016,18069,1.167%,0.967%,15.577%,25.050%,11.674%,13.642%,25.183%,4.736%,0.367%,1.634%
2017,18078,1.503%,2.104%,12.777%,18.715%,12.514%,18.640%,29.726%,2.593%,1.428%,0.000%
2018,18079,0.000%,18.621%,0.000%,68.276%,0.000%,13.103%,0.000000%,-100.000000%,-100.000000%,-100.000000%
2019,18080,0.286%,0.621%,6.469%,12.676%,9.931%,18.214%,39.914%,10.122%,0.740%,1.026%
2020,18087,4.525%,2.715%,7.692%,14.027%,71.041%,0.000%,0.000%,0.000000%,-100.000000%,-100.000000%
2021,18092,1.135%,0.649%,9.002%,19.708%,13.869%,16.464%,26.845%,6.488%,5.028%,0.811%
2022,18101,0.489%,0.570%,10.432%,7.579%,17.196%,30.481%,17.359%,11.247%,4.645%,10.468920%
2023,18102,0.046%,0.342%,1.630%,6.291%,7.698%,19.276%,35.711%,17.165%,9.500%,2.340%
2024,18103,0.861%,1.087%,6.258%,15.519%,10.623%,19.274%,33.455%,8.193%,3.510%,1.221%
2025,18104,1.731%,2.061%,10.640%,22.809%,8.952%,14.603%,31.034%,5.400%,2.036%,0.734%
2026,18105,0.000%,100.000%,0.000%,0.000%,100.000000%,-100.000000%,492.927127%,-100.000000%,-100.000000%,0.000000%
2027,18106,0.481%,2.097%,8.628%,19.216%,9.660%,17.188%,33.620%,4.022%,5.053%,0.034%
2028,18109,0.790%,0.412%,3.175%,8.033%,11.775%,16.976%,40.096%,10.917%,5.578%,2.249%
2029,18195,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2030,18951,0.304%,0.760%,8.391%,19.429%,7.719%,15.502%,38.426%,6.959%,1.600%,0.912%
2031,19529,0.551%,0.472%,6.373%,22.974%,5.507%,22.266%,33.438%,6.845%,1.180%,0.393%
2032,19530,1.570%,0.761%,11.108%,18.578%,7.065%,12.250%,37.036%,5.471%,5.114%,1.047%
2033,19539,0.828%,6.032%,13.542%,6.860%,20.875%,40.982%,5.736%,5.145%,14.541695%,-89.930857%
2034,07832,0.352%,0.282%,8.099%,18.803%,9.859%,22.676%,34.789%,4.155%,0.704%,0.282%
2035,18058,0.133%,0.000%,8.017%,12.902%,6.159%,17.759%,43.828%,9.743%,1.460%,0.000%
2036,18071,0.480%,0.455%,5.181%,10.033%,8.769%,13.217%,45.540%,9.401%,6.470%,0.455%
2037,18210,1.439%,3.711%,5.301%,13.101%,7.800%,24.195%,43.809%,0.644%,0.000%,17.095915%
2038,18301,1.292%,1.542%,10.250%,17.500%,7.333%,21.958%,31.094%,5.708%,1.938%,1.385%
2039,18302,0.540%,1.282%,6.663%,14.086%,8.485%,28.677%,31.495%,5.415%,3.070%,0.287%
2040,18321,6.346%,6.861%,2.230%,4.803%,14.065%,43.911%,3.431%,18.353%,7.142857%,-0.403039%
2041,18322,0.507%,2.434%,18.053%,6.998%,29.006%,32.353%,8.215%,2.434%,19.871795%,41.566343%
2042,18323,0.000%,84.746%,0.000%,15.254%,0.000000%,76.768%,0.000%,50.000%,100.000%,100.000%
2043,18324,1.279%,0.349%,9.043%,11.777%,7.560%,22.826%,29.311%,13.899%,1.657%,2.297%
2044,18325,3.670%,0.000%,3.784%,16.972%,7.683%,28.899%,36.009%,2.982%,7.611549%,10.050742%
2045,18326,0.000%,3.561%,17.302%,1.755%,30.843%,40.171%,5.817%,0.552%,9.435133%,-7.734482%
2046,18327,2.632%,1.579%,5.789%,26.842%,8.421%,30.000%,21.579%,3.158%,16.455696%,0.415567%
2047,18330,0.573%,0.000%,10.172%,18.087%,7.056%,20.523%,33.703%,7.163%,2.400%,0.322%
2048,18331,0.000%,3.125%,11.607%,9.821%,8.929%,24.554%,41.964%,15.568862%,-100.000000%,-7.687992%
2049,18332,0.000%,3.358%,19.098%,8.709%,23.820%,37.566%,4.512%,1.049%,1.889%,12.000000%
2050,18333,0.000%,62.687%,37.313%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,100.000%,18.333333%
2051,18334,7.710%,12.125%,7.004%,28.487%,37.316%,7.357%,16.851731%,-82.336539%,-0.081516%,-58.481500%
2052,18335,0.000%,17.949%,8.013%,38.462%,12.500%,14.744%,8.333%,18.497110%,37.705%,18.497%
2053,18342,23.077%,0.000%,63.462%,13.462%,0.000%,0.000000%,-100.000000%,-100.000000%,43.262307%,187.957986%
2054,18344,0.000%,9.545%,14.886%,7.180%,24.694%,31.173%,5.692%,4.641%,2.189%,12.899669%
2055,18346,3.408%,0.000%,7.668%,9.159%,9.904%,27.263%,28.435%,5.325%,8.839%,5.914718%
2056,18347,0.000%,0.000%,13.608%,12.447%,6.013%,14.451%,47.785%,5.696%,9.625127%,9.955045%
2057,18349,0.000%,47.170%,23.585%,29.245%,23.584906%,85.185%,23.585%,100.000%,75.000%,0.000%
2058,18350,0.000%,0.000%,6.403%,29.564%,4.632%,21.390%,31.063%,2.316%,4.632%,14.147287%
2059,18352,0.000%,2.306%,2.725%,28.092%,16.562%,14.046%,22.432%,13.836%,0.000%,0.000000%
2060,18353,0.456%,0.911%,5.737%,13.235%,17.502%,18.248%,38.173%,4.805%,0.518%,0.414%
2061,18354,16.250%,22.188%,12.812%,22.188%,21.563%,2.813%,2.188%,3.243243%,70.033575%,-80.769931%
2062,18355,3.935%,2.083%,8.796%,25.694%,13.194%,11.343%,16.667%,6.019%,12.269%,0.000%
2063,18356,58.140%,0.000%,16.279%,0.000000%,0.000%,0.000%,0.000%,100.000%,100.000000%,0.000000%
2064,18357,50.649%,35.065%,14.286%,45.081967%,0.000%,45.082%,0.000%,59.091%,57.894737%,0.000000%
2065,18360,0.999%,1.259%,8.326%,18.530%,7.338%,19.648%,33.543%,7.436%,1.748%,1.172%
2066,18370,0.000%,12.112%,18.012%,17.391%,27.019%,21.739%,3.727%,27.819549%,-50.470700%,64.949652%
2067,18372,0.000%,0.865%,23.676%,3.568%,16.541%,47.351%,3.027%,2.595%,2.378%,20.467836%
2068,18424,1.340%,0.567%,4.485%,17.680%,10.361%,21.804%,38.041%,4.072%,1.340%,0.309%
2069,18466,0.717%,0.867%,5.450%,8.917%,12.483%,23.333%,35.000%,8.483%,3.333%,1.417%
2070,18610,6.569%,6.788%,10.876%,12.263%,58.175%,5.328%,0.000%,5.273834%,-86.720405%,-68.730010%
2071,15001,0.422%,1.068%,6.932%,15.413%,13.773%,16.830%,37.444%,5.988%,1.052%,1.077%
2072,15003,0.184%,0.803%,4.085%,14.023%,10.971%,22.011%,39.247%,6.679%,1.607%,0.390%
2073,15005,1.514%,1.279%,10.836%,18.668%,6.658%,16.005%,39.661%,5.013%,0.366%,0.000%
2074,15009,0.695%,1.854%,10.627%,20.891%,11.190%,18.457%,28.323%,5.181%,2.119%,0.662%
2075,15010,0.250%,1.180%,5.019%,18.205%,10.173%,17.908%,38.896%,5.461%,2.466%,0.441%
2076,15026,0.000%,0.335%,4.271%,10.469%,15.578%,23.367%,42.295%,2.931%,0.586%,0.168%
2077,15027,0.485%,0.971%,7.039%,14.684%,11.165%,12.864%,41.505%,6.796%,3.277%,1.214%
2078,15042,0.088%,6.673%,15.013%,17.530%,15.598%,38.572%,3.658%,2.371%,0.498%,18.127251%
2079,15043,0.127%,4.943%,8.872%,14.575%,25.856%,40.938%,3.169%,1.521%,0.000%,9.078404%
2080,15050,0.000%,5.105%,10.100%,23.418%,16.093%,40.954%,3.330%,0.222%,0.777%,11.471861%
2081,15052,0.221%,0.221%,4.576%,13.063%,17.860%,14.391%,45.830%,2.731%,1.107%,6.233304%
2082,15059,0.000%,3.319%,6.392%,13.030%,19.607%,41.733%,7.560%,8.359%,0.000%,11.331445%
2083,15061,0.181%,0.281%,5.856%,17.609%,13.438%,15.423%,39.711%,6.117%,0.842%,0.542%
2084,15066,0.000%,0.365%,4.726%,12.596%,10.953%,18.418%,41.116%,8.945%,1.400%,1.481%
2085,15074,0.000%,1.713%,4.178%,9.228%,11.362%,18.455%,47.941%,5.290%,1.262%,0.571%
2086,15077,3.509%,3.509%,21.053%,5.263%,42.105%,12.281%,8.772%,3.509%,3.636364%,-100.000000%
2087,15081,0.000%,2.326%,11.628%,10.078%,28.682%,41.085%,6.202%,0.000%,8.450704%,-100.000000%
2088,15143,3.028%,4.689%,18.850%,33.508%,6.632%,10.906%,19.065%,1.581%,1.179%,0.563%
2089,16037,1.597%,0.319%,10.543%,22.236%,9.776%,15.591%,33.866%,4.856%,1.214%,0.000%
2090,16063,1.029%,0.662%,14.522%,24.963%,8.529%,13.309%,30.882%,4.154%,1.949%,0.000%
2091,16115,1.030%,0.858%,5.665%,14.249%,12.876%,10.300%,47.725%,5.923%,0.944%,0.429%
2092,16117,0.221%,0.616%,5.179%,17.354%,10.943%,13.248%,43.897%,6.790%,1.547%,0.205%
2093,16120,0.000%,0.000%,3.561%,17.507%,10.979%,17.062%,41.098%,6.528%,2.671%,0.593%
2094,16123,0.000%,1.961%,8.497%,18.170%,16.863%,10.196%,38.039%,4.314%,1.569%,0.392%
2095,16136,3.571%,15.000%,9.286%,20.357%,44.286%,6.429%,1.071%,8.843537%,-17.238138%,-47.564268%
2096,16141,0.776%,0.776%,5.745%,11.180%,15.839%,13.509%,42.702%,7.609%,1.863%,0.000%
2097,16157,0.258%,3.181%,11.522%,10.834%,14.015%,53.826%,5.417%,0.946%,0.000%,11.161116%
2098,17756,0.071%,0.892%,6.758%,8.951%,9.807%,16.405%,40.942%,11.341%,3.174%,1.658%
2099,17774,0.000%,4.582%,8.167%,9.761%,15.737%,51.594%,8.367%,0.598%,1.195%,9.790210%
2100,17814,0.707%,0.294%,5.948%,12.839%,8.068%,15.371%,47.998%,6.066%,1.943%,0.766%
2101,17815,1.780%,0.743%,7.690%,16.384%,8.192%,15.303%,42.480%,5.265%,1.333%,0.830%
2102,17820,0.384%,0.480%,6.574%,18.426%,8.397%,14.635%,42.850%,6.094%,1.583%,0.576%
2103,17821,1.324%,2.535%,8.704%,16.169%,6.704%,14.225%,40.451%,6.676%,2.507%,0.704%
2104,17824,0.419%,0.209%,16.260%,14.236%,6.560%,20.237%,31.682%,9.211%,0.140%,1.047%
2105,17846,0.919%,0.707%,7.284%,11.315%,9.547%,15.771%,46.393%,6.011%,1.697%,0.354%
2106,17859,1.365%,0.364%,5.187%,7.734%,5.641%,19.199%,49.864%,8.280%,1.820%,0.546%
2107,17878,0.514%,3.596%,8.562%,14.726%,15.411%,46.918%,6.849%,2.397%,1.027%,7.468880%
2108,17888,1.818%,3.636%,16.364%,3.636%,15.455%,47.273%,7.273%,4.545%,0.000%,16.504854%
2109,17920,4.848%,6.667%,8.485%,4.242%,70.909%,3.636%,1.212%,1.769912%,-100.000000%,-89.505715%
2110,17921,0.167%,0.544%,5.688%,9.745%,10.289%,16.478%,45.713%,9.327%,1.338%,0.711%
2111,17945,4.688%,4.688%,3.125%,68.750%,6.250%,12.500%,0.000000%,161.797727%,-100.000000%,-100.000000%
2112,17985,0.648%,0.000%,5.616%,12.095%,10.799%,17.279%,47.300%,4.968%,0.648%,0.648%
2113,18603,0.164%,0.342%,4.222%,13.146%,7.789%,13.515%,46.884%,9.374%,4.017%,0.547%
2114,18631,0.916%,0.000%,6.044%,8.974%,8.242%,20.879%,44.139%,10.256%,0.000%,0.549%
2115,18635,0.594%,6.007%,12.409%,10.561%,18.086%,43.366%,6.403%,1.914%,0.660%,10.127532%
2116,18655,0.000%,5.749%,10.745%,10.132%,18.002%,43.591%,9.472%,1.225%,1.084%,8.559499%
2117,17814,0.707%,0.294%,5.948%,12.839%,8.068%,15.371%,47.998%,6.066%,1.943%,0.766%
2118,17815,1.780%,0.743%,7.690%,16.384%,8.192%,15.303%,42.480%,5.265%,1.333%,0.830%
2119,17878,0.514%,3.596%,8.562%,14.726%,15.411%,46.918%,6.849%,2.397%,1.027%,7.468880%
2120,18201,0.531%,0.542%,2.857%,6.472%,7.115%,14.796%,42.715%,13.700%,8.911%,2.361%
2121,18202,0.000%,0.000%,3.902%,10.885%,7.417%,20.059%,38.727%,10.269%,7.417%,1.324%
