RecordNumber,Zipcode,City,State,Lat,Long
1173,969,URB TIERRA ALTA III,PR,18.38,-66.11
1174,969,URB TORREMOLINOS,PR,18.38,-66.11
1175,969,URB TORRIMAR EST,PR,18.38,-66.11
1176,969,VILLA AVILA,PR,18.38,-66.11
1177,969,VILLA CLEMENTINA,PR,18.38,-66.11
1178,969,VILLA LISSETTE,PR,18.38,-66.11
1179,969,VILLAS DEL PARQUE,PR,18.38,-66.11
1180,969,VILLAS REALES,PR,18.38,-66.11
1181,969,VISTAS DE GUAYNABO,PR,18.38,-66.11
1182,970,GUAYNABO,PR,18.38,-66.11
1183,971,GUAYNABO,PR,18.38,-66.11
1184,971,URB CAMINO DEL MONTE,PR,18.38,-66.11
1185,971,URB LA FONTANA DE TORRIMAR,PR,18.38,-66.11
1186,778,GURABO,PR,18.25,-65.97
1187,778,ALT DE MONTEBRISAS,PR,18.25,-65.97
1188,778,BDA CAMPAMENTO,PR,18.25,-65.97
1189,778,BDA NUEVA,PR,18.25,-65.97
1190,778,CIUDAD JARDIN,PR,18.25,-65.97
1191,778,EST DE GRAN VISTA,PR,18.25,-65.97
1192,778,EST DE SANTA BARBARA,PR,18.25,-65.97
1193,778,EST SIERVAS DE MARIA,PR,18.25,-65.97
1194,778,EXT LLANOS DE GURABO,PR,18.25,-65.97
1195,778,EXT VILLA MARINA,PR,18.25,-65.97
1196,778,JARD DE GURABO,PR,18.25,-65.97
1197,778,LOMAS DEL SOL,PR,18.25,-65.97
1198,778,MANS DE NAVARRO,PR,18.25,-65.97
1199,778,MANS DE SANTA BARBARA,PR,18.25,-65.97
1200,778,PARC NUEVAS,PR,18.25,-65.97
1201,778,PARQ LAS AMERICAS,PR,18.25,-65.97
1202,778,PASEO DE SANTA BARBARA,PR,18.25,-65.97
1203,778,PRADERAS DE NAVARRO,PR,18.25,-65.97
1204,778,REPTO SAN JOSE,PR,18.25,-65.97
1205,778,URB ALTAPAZ,PR,18.25,-65.97
1206,778,URB BAJO COSTO,PR,18.25,-65.97
1207,778,URB EL VIVERO,PR,18.25,-65.97
1208,778,URB GRAN VISTA I,PR,18.25,-65.97
1209,778,URB GRAN VISTA II,PR,18.25,-65.97
1210,778,URB HEAVENLY VW EST,PR,18.25,-65.97
1211,778,URB HORIZONTE,PR,18.25,-65.97
1212,778,URB LLANOS DE GURABO,PR,18.25,-65.97
1213,778,URB LOS FLAMBOYANES,PR,18.25,-65.97
1214,778,URB LOS ROBLES,PR,18.25,-65.97
1215,778,URB MONTE SUBACIO,PR,18.25,-65.97
1216,778,URB OREILLY,PR,18.25,-65.97
1217,778,URB PARAISO DE GURABO,PR,18.25,-65.97
1218,778,URB PRECIOSA,PR,18.25,-65.97
1219,778,URB REINA DE LOS ANGELES,PR,18.25,-65.97
1220,778,URB SABANERA DEL RIO,PR,18.25,-65.97
1221,778,URB VEREDAS,PR,18.25,-65.97
1222,778,VALLE DE ENSUENO,PR,18.25,-65.97
1223,778,VALLE DE SANTA BARBARA,PR,18.25,-65.97
1224,778,VALLE DEL TESORO,PR,18.25,-65.97
1225,778,VILLA ALEGRE,PR,18.25,-65.97
1226,778,VILLA MARINA,PR,18.25,-65.97
1227,778,VILLAS DE GURABO,PR,18.25,-65.97
1228,778,VILLAS DEL CARMEN,PR,18.25,-65.97
1229,778,VISTA LAGO,PR,18.25,-65.97
1230,659,HATILLO,PR,18.48,-66.82
1231,659,ALT DE HATILLO,PR,18.48,-66.82
1232,659,BDA CLAN,PR,18.48,-66.82
1233,659,BRISAS DE HATILLO,PR,18.48,-66.82
1234,659,COLINAS DE HATILLO,PR,18.48,-66.82
1235,659,EST DE CARRIZALES,PR,18.48,-66.82
1236,659,EST DE LA CEIBA,PR,18.48,-66.82
1237,659,EXT SAN RAMON,PR,18.48,-66.82
1238,659,EXT VILLA DEL CARMEN,PR,18.48,-66.82
1239,659,PARC SANTA ROSA,PR,18.48,-66.82
1240,659,SECT AVILES,PR,18.48,-66.82
1241,659,URB CORALES DE HATILLO,PR,18.48,-66.82
1242,659,URB COSTA NORTE,PR,18.48,-66.82
1243,659,URB HATILLO DEL MAR,PR,18.48,-66.82
1244,659,URB LAS PALMAS,PR,18.48,-66.82
1245,659,URB MAR AZUL,PR,18.48,-66.82
1246,659,VALLE VERDE,PR,18.48,-66.82
1247,659,VILLA DEL CARMEN,PR,18.48,-66.82
1248,660,HORMIGUEROS,PR,18.14,-67.12
1249,660,BO LAVADERO,PR,18.14,-67.12
1250,660,COLINAS DEL OESTE,PR,18.14,-67.12
1251,660,EST DEL RIO,PR,18.14,-67.12
1252,660,HACIENDA LA MONSERRATE,PR,18.14,-67.12
1253,660,HACIENDAS CONSTANCIA,PR,18.14,-67.12
1254,660,PARC SAN ROMUALDO,PR,18.14,-67.12
1255,660,URB MONTEBELLO,PR,18.14,-67.12
1256,660,URB VERDUN,PR,18.14,-67.12
1257,660,URB VERDUN II,PR,18.14,-67.12
1258,660,VALLE HERMOSO,PR,18.14,-67.12
1259,660,VILLA ZORAIDA,PR,18.14,-67.12
1260,791,HUMACAO,PR,18.15,-65.81
1261,791,ALTS DE SAN BENITO,PR,18.15,-65.81
1262,791,BDA AZUCENA,PR,18.15,-65.81
1263,791,BDA OBRERA,PR,18.15,-65.81
1264,791,BDA PRAA,PR,18.15,-65.81
1265,791,CIUDAD CRISTIANA,PR,18.15,-65.81
1266,791,COLINAS DEL ESTE,PR,18.15,-65.81
1267,791,EST DE LA LOMA,PR,18.15,-65.81
1268,791,EXT COTTO MABU,PR,18.15,-65.81
1269,791,EXT ROIG,PR,18.15,-65.81
1270,791,EXT SAN ANTONIO,PR,18.15,-65.81
1271,791,JARD DE HUMACAO,PR,18.15,-65.81
1272,791,MANS DEL CARIBE,PR,18.15,-65.81
1273,791,PARQ DE CANDELERO,PR,18.15,-65.81
1274,791,PLAZA DEL MAR,PR,18.15,-65.81
1275,791,QTAS DE HUMACAO,PR,18.15,-65.81
1276,791,REPTO SAN FELIPE,PR,18.15,-65.81
1277,791,URB BUZO,PR,18.15,-65.81
1278,791,URB EL PARAISO,PR,18.15,-65.81
1279,791,URB EL RECREO,PR,18.15,-65.81
1280,791,URB HARBOUR PT,PR,18.15,-65.81
1281,791,URB LA ESTANCIA,PR,18.15,-65.81
1282,791,URB LA PATAGONIA,PR,18.15,-65.81
1283,791,URB LAS LEANDRAS,PR,18.15,-65.81
1284,791,URB LOS MAESTROS,PR,18.15,-65.81
1285,791,URB LOS ROSALES,PR,18.15,-65.81
1286,791,URB LOS SAUCES,PR,18.15,-65.81
1287,791,URB MABU,PR,18.15,-65.81
1288,791,URB MIRADERO,PR,18.15,-65.81
1289,791,URB PALMANOVA,PR,18.15,-65.81
1290,791,URB PALMANOVA VLG,PR,18.15,-65.81
1291,791,URB PALMAS PLANTATION,PR,18.15,-65.81
1292,791,URB PALMAS REALES,PR,18.15,-65.81
1293,791,URB PENINSULA DE SAN JUAN,PR,18.15,-65.81
1294,791,URB PEREYO,PR,18.15,-65.81
1295,791,URB RIVERA DONATO,PR,18.15,-65.81
1296,791,URB SAN ANTONIO,PR,18.15,-65.81
1297,791,URB SAN FRANCISCO,PR,18.15,-65.81
1298,791,URB SANTA MARIA MAYOR,PR,18.15,-65.81
1299,791,URB SUNRISE,PR,18.15,-65.81
1300,791,VILLA HUMACAO,PR,18.15,-65.81
1301,791,VILLA ORIENTE,PR,18.15,-65.81
1302,791,VILLA UNIVERSITARIA,PR,18.15,-65.81
1303,791,VILLAS DE CANDELERO,PR,18.15,-65.81
1304,791,VILLAS DEL RIO,PR,18.15,-65.81
1305,791,VISTA ALEGRE,PR,18.15,-65.81
1306,791,VISTA HERMOSA,PR,18.15,-65.81
1307,792,HUMACAO,PR,18.15,-65.81
1308,662,ISABELA,PR,18.5,-67.02
1309,662,ALT DEL MAR,PR,18.5,-67.02
1310,662,BDA LA MAYOR,PR,18.5,-67.02
1311,662,BRISAS DEL CANAL,PR,18.5,-67.02
1312,662,COMUNIDAD CAPIRO,PR,18.5,-67.02
1313,662,COMUNIDAD EL CANON,PR,18.5,-67.02
1314,662,COMUNIDAD EL RAMAL,PR,18.5,-67.02
1315,662,COMUNIDAD GUANABANO,PR,18.5,-67.02
1316,662,COMUNIDAD LOS PINOS,PR,18.5,-67.02
1317,662,COMUNIDAD LOS PONCE,PR,18.5,-67.02
1318,662,COMUNIDAD MANTILLA,PR,18.5,-67.02
1319,662,COMUNIDAD RAMAL,PR,18.5,-67.02
1320,662,COMUNIDAD SONUCO,PR,18.5,-67.02
1321,662,EST DEL PARAISO,PR,18.5,-67.02
1322,662,EST VELAZQUEZ,PR,18.5,-67.02
1323,662,EXT VILLA ESPANA,PR,18.5,-67.02
1324,662,HACIENDAS DE ISABELA,PR,18.5,-67.02
1325,662,JARD MIRAMAR,PR,18.5,-67.02
1326,662,MANS DEL ATLANTICO,PR,18.5,-67.02
1327,662,PARC COTTO,PR,18.5,-67.02
1328,662,PARC MORA GUERRERO,PR,18.5,-67.02
1329,662,PRADERA REAL,PR,18.5,-67.02
1330,662,QTAS DEL ATLANTICO,PR,18.5,-67.02
1331,662,REPTO APOLONIO VELEZ RAMOS,PR,18.5,-67.02
1332,662,REPTO CAPELLA,PR,18.5,-67.02
1333,662,REPTO DURAN,PR,18.5,-67.02
1334,662,REPTO JERUSALEN,PR,18.5,-67.02
1335,662,REPTO LAS BRISAS,PR,18.5,-67.02
1336,662,REPTO MIRAFLORES,PR,18.5,-67.02
1337,662,REPTO MONTE CLARO,PR,18.5,-67.02
1338,662,REPTO SAN ANTONIO,PR,18.5,-67.02
1339,662,REPTO SANTA MARIA,PR,18.5,-67.02
1340,662,REPTO VEGA BADILLO,PR,18.5,-67.02
1341,662,REPTO VILLA Y MAR,PR,18.5,-67.02
1342,662,REPTO YOMAIRA,PR,18.5,-67.02
1343,662,RES LOMAS DEL SOL,PR,18.5,-67.02
1344,662,SECT CACHICHUELAS,PR,18.5,-67.02
1345,662,SECT CALIFORNIA,PR,18.5,-67.02
1346,662,SECT CASIMIRO PEREZ,PR,18.5,-67.02
1347,662,SECT LA MEDIA CUERDA,PR,18.5,-67.02
1348,662,SECT LA PRA,PR,18.5,-67.02
1349,662,SECT LAS COLINAS,PR,18.5,-67.02
1350,662,SECT LAS MARIAS,PR,18.5,-67.02
1351,662,SECT LAS UVAS,PR,18.5,-67.02
1352,662,SECT LOS TOLEDO,PR,18.5,-67.02
1353,662,SECT PUEBLO NUEVO,PR,18.5,-67.02
1354,662,SECT ROTARIOS,PR,18.5,-67.02
1355,662,SECT SAN ANTONIO DE LA TUNA,PR,18.5,-67.02
1356,662,SECT TOCONES,PR,18.5,-67.02
1357,662,SECT VERDUM,PR,18.5,-67.02
1358,662,SECT VILLA LUNA,PR,18.5,-67.02
1359,662,URB COSTA BRAVA,PR,18.5,-67.02
1360,662,URB DOMENECH,PR,18.5,-67.02
1361,662,URB FIGUEROA,PR,18.5,-67.02
1362,662,URB HAU,PR,18.5,-67.02
1363,662,URB ISLAZUL,PR,18.5,-67.02
1364,662,URB LAMELA,PR,18.5,-67.02
1365,662,URB LAS CEIBAS,PR,18.5,-67.02
1366,662,URB LAS FLORES,PR,18.5,-67.02
1367,662,URB LAS 3T,PR,18.5,-67.02
1368,662,URB LLANOS DE ISABELA,PR,18.5,-67.02
1369,662,URB MANUEL CORCHADO,PR,18.5,-67.02
1370,662,URB MEDINA,PR,18.5,-67.02
1371,662,URB SALVADOR RIOS,PR,18.5,-67.02
1372,662,URB SANTA ROSA,PR,18.5,-67.02
1373,662,URB SANTA TERESITA,PR,18.5,-67.02
1374,662,URB SOL Y MAR,PR,18.5,-67.02
1375,662,VILLA ACEVEDO,PR,18.5,-67.02
1376,662,VILLA GAMAL,PR,18.5,-67.02
1377,662,VILLA KAREN,PR,18.5,-67.02
1378,662,VILLA LYDIA,PR,18.5,-67.02
1379,662,VILLA MIZEI,PR,18.5,-67.02
1380,662,VILLA PESQUERA,PR,18.5,-67.02
1381,662,VISTA VERDE,PR,18.5,-67.02
1382,662,VISTAS DEL ATLANTICO,PR,18.5,-67.02
1383,664,JAYUYA,PR,18.22,-66.59
1384,664,ALTS DE BORINQUEN,PR,18.22,-66.59
1385,664,ALTS DE JAYUYA,PR,18.22,-66.59
1386,664,JARD DE JAYUYA,PR,18.22,-66.59
1387,664,URB HAYUYA,PR,18.22,-66.59
1388,664,URB LA COLINA,PR,18.22,-66.59
1389,664,URB LA MONSERRATE,PR,18.22,-66.59
1390,664,URB VEGA LINDA,PR,18.22,-66.59
1391,664,VALLE VERDE,PR,18.22,-66.59
1392,795,JUANA DIAZ,PR,18.05,-66.5
1393,795,ALTS DEL ENCANTO,PR,18.05,-66.5
1394,795,BRISAS DEL SUR,PR,18.05,-66.5
1395,795,BRISAS DEL VALLE,PR,18.05,-66.5
1396,795,COLINAS DE SAN MARTIN,PR,18.05,-66.5
1397,795,EST DE JUANA DIAZ,PR,18.05,-66.5
1398,795,EST DEL RIO,PR,18.05,-66.5
1399,795,EST EL GUAYABAL,PR,18.05,-66.5
1400,795,EXT DEL CARMEN,PR,18.05,-66.5
1401,795,EXT JACAGUAX,PR,18.05,-66.5
1402,795,EXT LAS FLORES,PR,18.05,-66.5
1403,795,EXT LAS MARIAS,PR,18.05,-66.5
1404,795,HACIENDA LAS VEGAS,PR,18.05,-66.5
1405,795,JARD DE SANTO DOMINGO,PR,18.05,-66.5
1406,795,MANS EN PASEO DE REYES,PR,18.05,-66.5
1407,795,PASEO DEL PARQUE,PR,18.05,-66.5
1408,795,PASEO SOL Y MAR,PR,18.05,-66.5
1409,795,PORTAL DEL VALLE,PR,18.05,-66.5
1410,795,QTAS DE ALTAMIRA,PR,18.05,-66.5
1411,795,SECT LAS FLORES,PR,18.05,-66.5
1412,795,URB CAMINO REAL,PR,18.05,-66.5
1413,795,URB DEL CARMEN,PR,18.05,-66.5
1414,795,URB HERMANOS SANTIAGO,PR,18.05,-66.5
1415,795,URB JACAGUAX,PR,18.05,-66.5
1416,795,URB LA ESPERANZA,PR,18.05,-66.5
1417,795,URB LAS FLORES,PR,18.05,-66.5
1418,795,URB LAS MARIAS,PR,18.05,-66.5
1419,795,URB LOS REYES,PR,18.05,-66.5
1420,795,URB MONTE SOL,PR,18.05,-66.5
1421,795,URB PALACIOS DEL PRADO,PR,18.05,-66.5
1422,795,URB SAN MARTIN,PR,18.05,-66.5
1423,795,URB SAN MARTIN II,PR,18.05,-66.5
1424,795,URB TOMAS CARRION MADURO,PR,18.05,-66.5
1425,795,VALLE HUCARES,PR,18.05,-66.5
1426,795,VALLE SERRENO,PR,18.05,-66.5
1427,795,VILLA EL ENCANTO,PR,18.05,-66.5
1428,795,VILLA NORMA,PR,18.05,-66.5
1429,795,VILLAS DEL SOL,PR,18.05,-66.5
1430,777,JUNCOS,PR,18.22,-65.91
1431,777,BDA FLORES,PR,18.22,-65.91
1432,777,BRISAS DEL PRADO,PR,18.22,-65.91
1433,777,COLINAS DEL ESTE,PR,18.22,-65.91
1434,777,EST DE JUNCOS,PR,18.22,-65.91
1435,777,EST DE LA CEIBA,PR,18.22,-65.91
1436,777,EXT JARD DE BARCELONA,PR,18.22,-65.91
1437,777,HACIENDAS DE TENA,PR,18.22,-65.91
1438,777,JARD DE BARCELONA,PR,18.22,-65.91
1439,777,JARD DE CEIBA NORTE,PR,18.22,-65.91
1440,777,JARD DEL VALENCIANO,PR,18.22,-65.91
1441,777,MANS DE JUNCOS,PR,18.22,-65.91
1442,777,PASEO DE LA CEIBA,PR,18.22,-65.91
1443,777,PASEO PALMA REAL,PR,18.22,-65.91
1444,777,PORTALES DE JUNCOS,PR,18.22,-65.91
1445,777,REPTO VALENCIANO,PR,18.22,-65.91
1446,777,SECT CANALES,PR,18.22,-65.91
1447,777,URB CERRO CEIBA,PR,18.22,-65.91
1448,777,URB DIAMARIS,PR,18.22,-65.91
1449,777,URB EL ENCANTO,PR,18.22,-65.91
1450,777,URB LA CEIBA,PR,18.22,-65.91
1451,777,URB LIRIOS,PR,18.22,-65.91
1452,777,URB LIRIOS CALA,PR,18.22,-65.91
1453,777,URB LIRIOS CALA II,PR,18.22,-65.91
1454,777,URB LOS ALMENDROS,PR,18.22,-65.91
1455,777,URB MADRID,PR,18.22,-65.91
1456,777,URB VALENCIA 1,PR,18.22,-65.91
1457,777,URB VALENCIA 2,PR,18.22,-65.91
1458,777,URB VIRGINIA VLY,PR,18.22,-65.91
1459,777,VILLA ANA,PR,18.22,-65.91
1460,777,VILLA GRACIELA,PR,18.22,-65.91
1461,667,LAJAS,PR,18.04,-67.06
1462,667,BDA NICOLIN PEREZ,PR,18.04,-67.06
1463,667,BDA TOMEI,PR,18.04,-67.06
1464,667,EST DE LAJAS,PR,18.04,-67.06
1465,667,EST DEL PARRA,PR,18.04,-67.06
1466,667,EXT EL VALLE 2,PR,18.04,-67.06
1467,667,JARD DE LAJAS,PR,18.04,-67.06
1468,667,PARQ REAL,PR,18.04,-67.06
1469,667,URB EL VALLE,PR,18.04,-67.06
1470,667,URB LINDA VISTA,PR,18.04,-67.06
1471,786,LA PLATA,PR,18.16,-66.23
1472,669,LARES,PR,18.29,-66.88
1473,669,HACIENDAS DE BORINQUEN II,PR,18.29,-66.88
1474,669,URB BUENA VISTA,PR,18.29,-66.88
1475,670,LAS MARIAS,PR,18.27,-67.06
1476,670,JARD DE LAS MARIAS,PR,18.27,-67.06
1477,670,URB EL BOSQUE,PR,18.27,-67.06
1478,670,URB EL COQUI,PR,18.27,-67.06
1479,670,URB LAVERGNE,PR,18.27,-67.06
1480,771,LAS PIEDRAS,PR,18.18,-65.86
1481,771,COLINAS DE SAN AGUSTIN,PR,18.18,-65.86
1482,771,EST DEL ROCIO,PR,18.18,-65.86
1483,771,EXT LA INMACULADA,PR,18.18,-65.86
1484,771,EXT LAS MERCEDES,PR,18.18,-65.86
1485,771,JARD DE ORIENTE,PR,18.18,-65.86
1486,771,MANS DE LAS PIEDRAS,PR,18.18,-65.86
1487,771,MANS DE LOS ARTESANOS,PR,18.18,-65.86
1488,771,PASEO DE LOS ARTESANOS,PR,18.18,-65.86
1489,771,PORTALES DE LAS PIEDRAS,PR,18.18,-65.86
1490,771,REPTO ARENALES,PR,18.18,-65.86
1491,771,URB APRIL GDNS,PR,18.18,-65.86
1492,771,URB CAMINO SERENO,PR,18.18,-65.86
1493,771,URB CAMPO REAL,PR,18.18,-65.86
1494,771,URB LA ESTANCIA,PR,18.18,-65.86
1495,771,URB LA INMACULADA,PR,18.18,-65.86
1496,771,URB LAS CAMPINAS I,PR,18.18,-65.86
1497,771,URB LAS CAMPINAS II,PR,18.18,-65.86
1498,771,URB LAS CAMPINAS III,PR,18.18,-65.86
1499,771,URB OLIMPIC CTS,PR,18.18,-65.86
1500,771,URB OLIMPIC PK,PR,18.18,-65.86
1501,771,URB OLIVIA PK,PR,18.18,-65.86
1502,771,URB OLYMPIC VILLE,PR,18.18,-65.86
1503,771,URB ORIENTE,PR,18.18,-65.86
1504,771,URB PALMA ROYALE,PR,18.18,-65.86
1505,771,URB PARK HURST,PR,18.18,-65.86
1506,771,VALLE PIEDRAS,PR,18.18,-65.86
1507,771,VILLA LAS MERCEDES,PR,18.18,-65.86
1508,771,VILLAS DE SAN CRISTOBAL,PR,18.18,-65.86
1509,771,VILLAS DE SAN CRISTOBAL II,PR,18.18,-65.86
1510,772,LOIZA,PR,18.43,-65.88
1511,772,JARD DE LOIZA,PR,18.43,-65.88
1512,772,SECT VILLA CANONA,PR,18.43,-65.88
1513,772,URB SANTIAGO,PR,18.43,-65.88
1514,772,VISTAS DEL OCEANO,PR,18.43,-65.88
1515,773,LUQUILLO,PR,18.37,-65.71
1516,773,BRISAS DE LUQUILLO,PR,18.37,-65.71
1517,773,BRISAS DEL MAR,PR,18.37,-65.71
1518,773,EST DEL ATLANTICO,PR,18.37,-65.71
1519,773,HACIENDA MARGARITA,PR,18.37,-65.71
1520,773,HACIENDA PALOMA,PR,18.37,-65.71
1521,773,HACIENDA PALOMA II,PR,18.37,-65.71
1522,773,URB ALAMAR,PR,18.37,-65.71
1523,773,URB COSTA AZUL,PR,18.37,-65.71
1524,773,URB LOS PAISAJES,PR,18.37,-65.71
1525,773,URB LUQUILLO LOMAS,PR,18.37,-65.71
1526,773,URB LUQUILLO MAR,PR,18.37,-65.71
1527,773,URB PAISAJE DEL LAGO,PR,18.37,-65.71
1528,773,URB RIVER EDGE HL,PR,18.37,-65.71
1529,773,URB SOLIMAR,PR,18.37,-65.71
1530,773,VILLA ANGELINA,PR,18.37,-65.71
1531,773,VISTAS DE LUQUILLO,PR,18.37,-65.71
1532,773,VISTAS DE LUQUILLO II,PR,18.37,-65.71
1533,674,MANATI,PR,18.43,-66.48
1534,674,ALTS DE MANATI,PR,18.43,-66.48
1535,674,BDA SAN JOSE,PR,18.43,-66.48
1536,674,BRISAS DE MAR CHIQUITA,PR,18.43,-66.48
1537,674,COLINA DEL MAR,PR,18.43,-66.48
1538,674,EST DE MANATI,PR,18.43,-66.48
1539,674,EST DE VALLE VERDE,PR,18.43,-66.48
1540,674,EST MARYLIN,PR,18.43,-66.48
1541,674,EXT ONEILL,PR,18.43,-66.48
1542,674,EXT SAN SALVADOR,PR,18.43,-66.48
1543,674,HACIENDA HERMANAS MENA,PR,18.43,-66.48
1544,674,HACIENDA LA MONSERRATE,PR,18.43,-66.48
1545,674,JARD DE MONACO 1,PR,18.43,-66.48
1546,674,JARD DE MONACO 2,PR,18.43,-66.48
1547,674,JARD DE MONACO 3,PR,18.43,-66.48
1548,674,LOMAS DEL MANATUABON,PR,18.43,-66.48
1549,674,PARC LA LUISA,PR,18.43,-66.48
1550,674,PARC MARQUEZ,PR,18.43,-66.48
1551,674,REPTO GARCIA,PR,18.43,-66.48
1552,674,REPTO GEOVANI,PR,18.43,-66.48
1553,674,REPTO MARISTA,PR,18.43,-66.48
1554,674,REPTO ROSELLO,PR,18.43,-66.48
1555,674,URB ATENAS,PR,18.43,-66.48
1556,674,URB CAMINO DEL SOL II,PR,18.43,-66.48
1557,674,URB FLAMBOYAN,PR,18.43,-66.48
1558,674,URB LAS GARDENIAS,PR,18.43,-66.48
1559,674,URB LOS ROSALES,PR,18.43,-66.48
1560,674,URB LUCHETTI,PR,18.43,-66.48
1561,674,URB MANATI CHALETS,PR,18.43,-66.48
1562,674,URB MONTE VERDE,PR,18.43,-66.48
1563,674,URB ONEILL,PR,18.43,-66.48
1564,674,URB PORTOFINO,PR,18.43,-66.48
1565,674,URB SAN SALVADOR,PR,18.43,-66.48
1566,674,URB SANTA TERESA,PR,18.43,-66.48
1567,674,VALLE DE TIERRAS NUEVAS,PR,18.43,-66.48
1568,674,VALLE ENCANTADO,PR,18.43,-66.48
1569,674,VALLES DE MANATI,PR,18.43,-66.48
1570,674,VILLA BEATRIZ,PR,18.43,-66.48
1571,674,VILLA EVANGELINA,PR,18.43,-66.48
1572,674,VILLA FORESTAL,PR,18.43,-66.48
1573,674,VILLA MARIA,PR,18.43,-66.48
1574,674,VILLA NITZA,PR,18.43,-66.48
1575,674,VILLAS DEL MANATI,PR,18.43,-66.48
1576,674,VILLAS TESORO,PR,18.43,-66.48
1577,606,MARICAO,PR,18.18,-66.98
1578,606,URB SAN JUAN BAUTISTA,PR,18.18,-66.98
1579,707,MAUNABO,PR,18,-65.9
1580,707,BRISAS DE EMAJAGUAS,PR,18,-65.9
1581,707,JARD LOS ALMENDROS,PR,18,-65.9
1582,707,URB SAN PEDRO,PR,18,-65.9
1583,707,VILLA ALEGRE,PR,18,-65.9
1584,707,VILLAS DE MAUNABO,PR,18,-65.9
1585,636,ROSARIO,PR,18.15,-67.06
1586,680,MAYAGUEZ,PR,18.2,-67.14
1587,680,BO BALBOA,PR,18.2,-67.14
1588,680,BO BARCELONA,PR,18.2,-67.14
1589,680,BO BROADWAY,PR,18.2,-67.14
1590,680,BO BUENA VISTA,PR,18.2,-67.14
1591,680,BO CANTERA,PR,18.2,-67.14
1592,680,BO CARCEL,PR,18.2,-67.14
1593,680,BO COLOMBIA,PR,18.2,-67.14
1594,680,BO LA QUINTA,PR,18.2,-67.14
1595,680,BO LICEO,PR,18.2,-67.14
1596,680,BO MINERAL,PR,18.2,-67.14
1597,680,BO PARIS,PR,18.2,-67.14
1598,680,BO RIO HONDO,PR,18.2,-67.14
1599,680,BO SABALOS,PR,18.2,-67.14
1600,680,BO SALUD,PR,18.2,-67.14
1601,680,BO SANTURCE,PR,18.2,-67.14
1602,680,EXT BELMONTE,PR,18.2,-67.14
1603,680,LOMAS VERDES,PR,18.2,-67.14
1604,680,REPTO ANTILLANO,PR,18.2,-67.14
1605,680,REPTO BRISAS DE RIO HONDO,PR,18.2,-67.14
1606,680,REPTO FLAMBOYAN,PR,18.2,-67.14
1607,680,REPTO MACIAS,PR,18.2,-67.14
1608,680,REPTO SAN MIGUEL,PR,18.2,-67.14
1609,680,URB ALEMANY,PR,18.2,-67.14
1610,680,URB BELMONTE,PR,18.2,-67.14
1611,680,URB ENSANCHE RAMIREZ,PR,18.2,-67.14
1612,680,URB ENSANCHE VIVALDI,PR,18.2,-67.14
1613,680,URB FLOR DEL VALLE,PR,18.2,-67.14
1614,680,URB LA ESTANCIA,PR,18.2,-67.14
1615,680,URB MONTEREY,PR,18.2,-67.14
1616,680,URB PARAISO DE MAYAGUEZ,PR,18.2,-67.14
1617,680,URB PONCE DE LEON,PR,18.2,-67.14
1618,680,URB PURA BRISA,PR,18.2,-67.14
1619,680,URB RIO CRISTAL,PR,18.2,-67.14
1620,680,URB SANTA MARIA,PR,18.2,-67.14
1621,680,URB SULTANA,PR,18.2,-67.14
1622,680,VILLA ANGELICA,PR,18.2,-67.14
1623,680,VILLA GERENA,PR,18.2,-67.14
1624,680,VILLA INDIA,PR,18.2,-67.14
1625,680,VILLA SULTANITA,PR,18.2,-67.14
1626,680,VILLAS DE FELISA,PR,18.2,-67.14
1627,680,VILLAS DEL RIO,PR,18.2,-67.14
1628,680,VILLAS DEL SOL,PR,18.2,-67.14
1629,681,MAYAGUEZ,PR,18.2,-67.14
1630,682,MAYAGUEZ,PR,18.2,-67.14
1631,682,ALT DE ALGARROBO,PR,18.2,-67.14
1632,682,ALT DE MAYAGUEZ,PR,18.2,-67.14
1633,682,BO DULCES LABIOS,PR,18.2,-67.14
1634,682,BO EL SECO,PR,18.2,-67.14
1635,682,BO MANI,PR,18.2,-67.14
1636,682,BO TRAS TALLERES,PR,18.2,-67.14
1637,682,JARD DE GUANAJIBO,PR,18.2,-67.14
1638,682,JARD DEL CARIBE,PR,18.2,-67.14
1639,682,MANS DE ESPANA,PR,18.2,-67.14
1640,682,PARC CASTILLO,PR,18.2,-67.14
1641,682,PARC MANI,PR,18.2,-67.14
1642,682,PARC SOLEDAD,PR,18.2,-67.14
1643,682,PARQ DE LA CEIBA,PR,18.2,-67.14
1644,682,REPTO LOS CHEVRES,PR,18.2,-67.14
1645,682,REPTO SAN FRANCISCO,PR,18.2,-67.14
1646,682,URB BELLA LOMAS,PR,18.2,-67.14
1647,682,URB BUENAVENTURA,PR,18.2,-67.14
1648,682,URB ENSANCHE RAMIREZ,PR,18.2,-67.14
1649,682,URB FRATERNIDAD,PR,18.2,-67.14
1650,682,URB GUANAJIBO GDNS,PR,18.2,-67.14
1651,682,URB GUANAJIBO HOMES,PR,18.2,-67.14
1652,682,URB HOSTOS,PR,18.2,-67.14
1653,682,URB LA RIVIERA,PR,18.2,-67.14
1654,682,URB LLAVAT,PR,18.2,-67.14
1655,682,URB LOS VERSALLES,PR,18.2,-67.14
1656,682,URB MAYAGUEZ TERRACE,PR,18.2,-67.14
1657,682,URB MENDOZA,PR,18.2,-67.14
1658,682,URB MIRADERO GDNS,PR,18.2,-67.14
