RecordNumber,Zipcode,City,State,Lat,Long
65307,46241,MAYWOOD,IN,39.77,-86.14
65308,46241,PARK FLETCHER,IN,39.77,-86.14
65309,46242,INDIANAPOLIS,IN,39.77,-86.14
65310,46244,INDIANAPOLIS,IN,39.77,-86.14
65311,46247,INDIANAPOLIS,IN,39.77,-86.14
65312,46247,SOUTHPORT,IN,39.77,-86.14
65313,46249,INDIANAPOLIS,IN,39.77,-86.14
65314,46249,ARMY FINANCE CENTER,IN,39.77,-86.14
65315,46249,ARMY FINANCE CTR,IN,39.77,-86.14
65316,46250,INDIANAPOLIS,IN,39.77,-86.14
65317,46250,CASTLETON,IN,39.77,-86.14
65318,46251,INDIANAPOLIS,IN,39.77,-86.14
65319,46253,INDIANAPOLIS,IN,39.77,-86.14
65320,46253,EAGLE CREEK,IN,39.77,-86.14
65321,46254,INDIANAPOLIS,IN,39.77,-86.14
65322,46254,EAGLE CREEK,IN,39.77,-86.14
65323,46255,INDIANAPOLIS,IN,39.77,-86.14
65324,46255,MERCHANTS BANK,IN,39.77,-86.14
65325,46255,NATIONAL CITY BANK,IN,39.77,-86.14
65326,46256,INDIANAPOLIS,IN,39.77,-86.14
65327,46256,CASTLETON,IN,39.77,-86.14
65328,46259,INDIANAPOLIS,IN,39.77,-86.14
65329,46259,ACTON,IN,39.77,-86.14
65330,46260,INDIANAPOLIS,IN,39.77,-86.14
65331,46260,MERIDIAN HILLS,IN,39.77,-86.14
65332,46260,MERIDIAN HLS,IN,39.77,-86.14
65333,46260,NORA,IN,39.77,-86.14
65334,46262,INDIANAPOLIS,IN,39.76,-86.15
65335,46262,HUNTINGTON BANK,IN,39.76,-86.15
65336,46266,INDIANAPOLIS,IN,39.77,-86.14
65337,46266,CHASE BANK,IN,39.77,-86.14
65338,46268,INDIANAPOLIS,IN,39.77,-86.14
65339,46268,NEW AUGUSTA,IN,39.77,-86.14
65340,46274,INDIANAPOLIS,IN,39.77,-86.14
65341,46274,TIME/LIFE,IN,39.77,-86.14
65342,46275,INDIANAPOLIS,IN,39.77,-86.14
65343,46275,TIME LIFE INC,IN,39.77,-86.14
65344,46277,INDIANAPOLIS,IN,39.77,-86.14
65345,46277,CHASE BANK,IN,39.77,-86.14
65346,46278,INDIANAPOLIS,IN,39.77,-86.14
65347,46278,NEW AUGUSTA,IN,39.77,-86.14
65348,46278,TRADERS POINT,IN,39.77,-86.14
65349,46280,INDIANAPOLIS,IN,39.77,-86.14
65350,46280,NORA,IN,39.77,-86.14
65351,46282,INDIANAPOLIS,IN,39.77,-86.14
65352,46283,INDIANAPOLIS,IN,39.77,-86.14
65353,46283,BRYLANE,IN,39.77,-86.14
65354,46285,INDIANAPOLIS,IN,39.77,-86.14
65355,46285,ELI LILLY CO,IN,39.77,-86.14
65356,46290,INDIANAPOLIS,IN,39.77,-86.14
65357,46290,NORA,IN,39.77,-86.14
65358,46291,INDIANAPOLIS,IN,39.77,-86.14
65359,46291,B M G,IN,39.77,-86.14
65360,46291,RCA MFG CO,IN,39.77,-86.14
65361,46295,INDIANAPOLIS,IN,39.77,-86.14
65362,46295,USPS SCANNER REPAIR,IN,39.77,-86.14
65363,46296,INDIANAPOLIS,IN,39.77,-86.16
65364,46296,USPS SYMBOL REPAIR,IN,39.77,-86.16
65365,46298,INDIANAPOLIS,IN,39.77,-86.14
65366,46298,GREATER INDIANA DISTRICT,IN,39.77,-86.14
65367,46048,INGALLS,IN,39.96,-85.79
65368,47545,IRELAND,IN,38.41,-87
65369,46147,JAMESTOWN,IN,39.92,-86.62
65370,47438,JASONVILLE,IN,39.16,-87.19
65371,47438,BOGLE CORNER,IN,39.16,-87.19
65372,47438,BUCHANAN CNR,IN,39.16,-87.19
65373,47438,BUCHANAN CORNER,IN,39.16,-87.19
65374,47438,GILMOUR,IN,39.16,-87.19
65375,47438,HOWESVILLE,IN,39.16,-87.19
65376,47438,LONETREE,IN,39.16,-87.19
65377,47546,JASPER,IN,38.39,-86.93
65378,47546,BOONE,IN,38.39,-86.93
65379,47546,HALL,IN,38.39,-86.93
65380,47546,PORTERSVILLE,IN,38.39,-86.93
65381,47547,JASPER,IN,38.39,-86.93
65382,47549,JASPER,IN,38.39,-86.93
65383,47549,KIMBALL INTERNATIONAL,IN,38.39,-86.93
65384,47549,KIMBALL INTL,IN,38.39,-86.93
65385,46938,JONESBORO,IN,40.47,-85.62
65386,47247,JONESVILLE,IN,39.06,-85.88
65387,46049,KEMPTON,IN,40.28,-86.23
65388,46755,KENDALLVILLE,IN,41.44,-85.25
65389,46755,ALLEN,IN,41.44,-85.25
65390,46755,CREE LAKE,IN,41.44,-85.25
65391,46755,LISBON,IN,41.44,-85.25
65392,46755,ROUND LAKE,IN,41.44,-85.25
65393,46755,WAKEFIELD VILLAGE,IN,41.44,-85.25
65394,46755,WAYNE CENTER,IN,41.44,-85.25
65395,47351,KENNARD,IN,39.9,-85.51
65396,47951,KENTLAND,IN,40.77,-87.44
65397,46935,GRASS CREEK,IN,40.94,-86.4
65398,46935,KEWANNA,IN,40.94,-86.4
65399,46939,KEWANNA,IN,41.01,-86.41
65400,46759,KEYSTONE,IN,40.58,-85.27
65401,46760,KIMMELL,IN,41.37,-85.51
65402,46760,SPARTA,IN,41.37,-85.51
65403,47952,KINGMAN,IN,39.96,-87.27
65404,47952,CATES,IN,39.96,-87.27
65405,47952,TANGIER,IN,39.96,-87.27
65406,46345,KINGSBURY,IN,41.53,-86.69
65407,46346,KINGSFORD HEIGHTS,IN,41.48,-86.69
65408,46346,KINGSFORD HTS,IN,41.48,-86.69
65409,46050,KIRKLIN,IN,40.19,-86.35
65410,46148,KNIGHTSTOWN,IN,39.79,-85.52
65411,46148,OGDEN,IN,39.79,-85.52
65412,46148,RAYSVILLE,IN,39.79,-85.52
65413,47857,KNIGHTSVILLE,IN,39.52,-87.08
65414,46534,KNOX,IN,41.29,-86.62
65415,46534,OBER,IN,41.29,-86.62
65416,46534,BASS LAKE,IN,41.29,-86.62
65417,46534,TOTO,IN,41.29,-86.62
65418,46901,KOKOMO,IN,40.47,-86.13
65419,46902,KOKOMO,IN,40.47,-86.13
65420,46903,KOKOMO,IN,40.47,-86.13
65421,46904,KOKOMO,IN,40.47,-86.13
65422,47439,KOLEEN,IN,39.03,-86.85
65423,46347,KOUTS,IN,41.31,-87.02
65424,46348,LA CROSSE,IN,41.31,-86.88
65425,47954,LADOGA,IN,39.91,-86.79
65426,47901,LAFAYETTE,IN,40.41,-86.87
65427,47901,LA FAYETTE,IN,40.41,-86.87
65428,47902,LAFAYETTE,IN,40.41,-86.87
65429,47902,LA FAYETTE,IN,40.41,-86.87
65430,47903,LAFAYETTE,IN,40.41,-86.87
65431,47903,LA FAYETTE,IN,40.41,-86.87
65432,47904,LAFAYETTE,IN,40.41,-86.87
65433,47904,LA FAYETTE,IN,40.41,-86.87
65434,47905,LAFAYETTE,IN,40.41,-86.87
65435,47905,COLBURN,IN,40.41,-86.87
65436,47905,LA FAYETTE,IN,40.41,-86.87
65437,47906,WEST LAFAYETTE,IN,40.44,-86.91
65438,47906,LA FAYETTE,IN,40.44,-86.91
65439,47906,LAFAYETTE,IN,40.44,-86.91
65440,47906,W LAFAYETTE,IN,40.44,-86.91
65441,47907,WEST LAFAYETTE,IN,40.44,-86.91
65442,47907,LA FAYETTE,IN,40.44,-86.91
65443,47907,LAFAYETTE,IN,40.44,-86.91
65444,47907,W LAFAYETTE,IN,40.44,-86.91
65445,47909,LAFAYETTE,IN,40.41,-86.87
65446,47909,SHADELAND,IN,40.41,-86.87
65447,47996,WEST LAFAYETTE,IN,40.44,-86.91
65448,47996,LAFAYETTE,IN,40.44,-86.91
65449,47996,W LAFAYETTE,IN,40.44,-86.91
65450,46940,LA FONTAINE,IN,40.67,-85.72
65451,46761,LAGRANGE,IN,41.64,-85.41
65452,46761,BRUSHY PRAIRIE,IN,41.64,-85.41
65453,46761,ELMIRA,IN,41.64,-85.41
65454,46761,FISH LAKE,IN,41.64,-85.41
65455,46761,MOUNT PISGAH,IN,41.64,-85.41
65456,46761,MT PISGAH,IN,41.64,-85.41
65457,46761,PLATO,IN,41.64,-85.41
65458,46761,ROYER LAKE,IN,41.64,-85.41
65459,46761,VALENTINE,IN,41.64,-85.41
65460,46941,LAGRO,IN,40.83,-85.72
65461,46942,LAKE CICOTT,IN,40.76,-86.54
65462,46349,LAKE VILLAGE,IN,41.12,-87.45
65463,46536,LAKEVILLE,IN,41.52,-86.27
65464,47531,EVANSTON,IN,38.02,-86.83
65465,47536,FULDA,IN,38.11,-86.83
65466,47536,LAMAR,IN,38.11,-86.83
65467,47550,LAMAR,IN,38.04,-86.96
65468,47550,BUFFALOVILLE,IN,38.04,-86.96
65469,47550,KENNEDY,IN,38.04,-86.96
65470,46763,LAOTTO,IN,41.3,-85.2
65471,46763,EGE,IN,41.3,-85.2
65472,46537,LAPAZ,IN,41.45,-86.3
65473,46537,LA PAZ,IN,41.45,-86.3
65474,46051,LAPEL,IN,40.06,-85.84
65475,46350,LA PORTE,IN,41.6,-86.71
65476,46350,LAPORTE,IN,41.6,-86.71
65477,46352,LA PORTE,IN,41.6,-86.71
65478,46764,LARWILL,IN,41.17,-85.62
65479,46764,ETNA-TROY,IN,41.17,-85.62
65480,46052,LEBANON,IN,40.05,-86.47
65481,46052,ULEN,IN,40.05,-86.47
65482,46538,LEESBURG,IN,41.32,-85.84
65483,46945,LEITERS FORD,IN,41.12,-86.39
65484,46765,LEO,IN,41.23,-85.04
65485,46765,LEO-CEDARVILLE,IN,41.23,-85.04
65486,46765,LEO-CEDARVLE,IN,41.23,-85.04
65487,46765,CEDAR CANYON,IN,41.23,-85.04
65488,46765,CEDAR SHORES,IN,41.23,-85.04
65489,46765,CEDARVILLE,IN,41.23,-85.04
65490,47551,LEOPOLD,IN,38.1,-86.58
65491,47551,ORIOLE,IN,38.1,-86.58
65492,46355,LEROY,IN,41.36,-87.27
65493,47858,LEWIS,IN,39.28,-87.26
65494,47858,BROWN JUG CORNER,IN,39.28,-87.26
65495,47352,LEWISVILLE,IN,39.8,-85.35
65496,47353,LIBERTY,IN,39.63,-84.92
65497,47353,BILLINGSVILLE,IN,39.63,-84.92
65498,47353,COTTAGEGROVE,IN,39.63,-84.92
65499,47353,DUNLAPSVILLE,IN,39.63,-84.92
65500,47353,LOTUS,IN,39.63,-84.92
65501,47353,ROSEBURG,IN,39.63,-84.92
65502,47353,TREATY LINE MUSEUM,IN,39.63,-84.92
65503,47353,TREATY LN MUS,IN,39.63,-84.92
65504,46766,LIBERTY CENTER,IN,40.69,-85.27
65505,46766,LIBERTY CTR,IN,40.69,-85.27
65506,46946,LIBERTY MILLS,IN,41.02,-85.7
65507,46767,LIGONIER,IN,41.46,-85.59
65508,47552,LINCOLN CITY,IN,38.12,-86.98
65509,47552,LAKE LINCOLN,IN,38.12,-86.98
65510,47552,LINCOLN BOYHOOD NATIONAL MEM,IN,38.12,-86.98
65511,47552,LINCOLN BOYHOOD NATL MEM,IN,38.12,-86.98
65512,47955,LINDEN,IN,40.19,-86.9
65513,47441,LINTON,IN,39.03,-87.15
65514,47441,ISLAND CITY,IN,39.03,-87.15
65515,47441,STOCKTON,IN,39.03,-87.15
65516,47441,VICKSBURG,IN,39.03,-87.15
65517,47441,VICTORIA,IN,39.03,-87.15
65518,47441,WEST LINTON,IN,39.03,-87.15
65519,47441,WHITES CROSSING,IN,39.03,-87.15
65520,47441,WHITES XING,IN,39.03,-87.15
65521,47441,WRIGHT,IN,39.03,-87.15
65522,46149,LIZTON,IN,39.88,-86.54
65523,46947,LOGANSPORT,IN,40.75,-86.35
65524,47553,LOOGOOTEE,IN,38.67,-86.91
65525,47553,ALFORDSVILLE,IN,38.67,-86.91
65526,47553,BRAMBLE,IN,38.67,-86.91
65527,47553,BURNS CITY,IN,38.67,-86.91
65528,47553,REEVE,IN,38.67,-86.91
65529,47553,RUTHERFORD,IN,38.67,-86.91
65530,47553,SCENIC HILL,IN,38.67,-86.91
65531,47553,WHITFIELD,IN,38.67,-86.91
65532,47354,LOSANTVILLE,IN,40.02,-85.18
65533,47354,BLOUNTSVILLE,IN,40.02,-85.18
65534,46356,LOWELL,IN,41.29,-87.41
65535,46356,BELSHAW,IN,41.29,-87.41
65536,46356,CRESTON,IN,41.29,-87.41
65537,46356,LAKE DALECARLIA,IN,41.29,-87.41
65538,46356,NORTH HAYDEN,IN,41.29,-87.41
65539,46950,LUCERNE,IN,40.86,-86.41
65540,47355,LYNN,IN,40.04,-84.94
65541,47355,ARBA,IN,40.04,-84.94
65542,47355,BLOOMINGPORT,IN,40.04,-84.94
65543,47355,CARLOS CITY,IN,40.04,-84.94
65544,47355,CRETE,IN,40.04,-84.94
65545,47355,SPARTANBURG,IN,40.04,-84.94
65546,47443,LYONS,IN,38.98,-87.08
65547,47443,MARCO,IN,38.98,-87.08
65548,46055,MC CORDSVILLE,IN,39.9,-85.93
65549,46055,MCCORDSVILLE,IN,39.9,-85.93
65550,46055,WOODBURY,IN,39.9,-85.93
65551,46951,MACY,IN,40.95,-86.12
65552,46951,NYONA LAKE,IN,40.95,-86.12
65553,47250,MADISON,IN,38.75,-85.38
65554,47250,BROOKSBURG,IN,38.75,-85.38
65555,47250,JEFFERSON PROVING GROUND,IN,38.75,-85.38
65556,47250,JEFFERSON PRV GRND,IN,38.75,-85.38
65557,47250,NORTH MADISON,IN,38.75,-85.38
65558,46146,HOMER,IN,39.58,-85.52
65559,46150,MANILLA,IN,39.57,-85.63
65560,47556,MARIAH HILL,IN,38.13,-86.84
65561,46952,MARION,IN,40.54,-85.66
65562,46953,MARION,IN,40.54,-85.66
65563,46770,MARKLE,IN,40.82,-85.33
65564,46056,MARKLEVILLE,IN,39.97,-85.61
65565,46056,EMPORIA,IN,39.97,-85.61
65566,47859,MARSHALL,IN,39.84,-87.18
65567,47859,HOWARD,IN,39.84,-87.18
65568,46151,MARTINSVILLE,IN,39.42,-86.42
65569,46151,BETHANY,IN,39.42,-86.42
65570,46151,CENTERTON,IN,39.42,-86.42
65571,46151,LAKE EDGEWOOD,IN,39.42,-86.42
65572,46151,PARADISE LAKE,IN,39.42,-86.42
65573,46151,WAVERLY,IN,39.42,-86.42
65574,46957,MATTHEWS,IN,40.38,-85.49
65575,46154,MAXWELL,IN,39.79,-85.76
65576,47860,MECCA,IN,39.72,-87.33
65577,47957,MEDARYVILLE,IN,41.08,-86.89
65578,47260,MEDORA,IN,38.82,-86.17
65579,47958,MELLOTT,IN,40.16,-87.14
65580,46539,MENTONE,IN,41.17,-86.03
65581,47861,MEROM,IN,39.05,-87.56
65582,47861,GILL,IN,39.05,-87.56
65583,47861,RIVERTON,IN,39.05,-87.56
65584,46958,MEXICO,IN,40.81,-86.11
65585,46360,MICHIGAN CITY,IN,41.71,-86.87
65586,46360,LONG BEACH,IN,41.71,-86.87
65587,46360,MICHIANA SHORES,IN,41.71,-86.87
65588,46360,MICHIANA SHRS,IN,41.71,-86.87
65589,46360,PINES,IN,41.71,-86.87
65590,46360,POTAWATAMI PK,IN,41.71,-86.87
65591,46360,POTTAWATTAMIE PARK,IN,41.71,-86.87
65592,46360,TOWN OF PINES,IN,41.71,-86.87
65593,46360,TRAIL CREEK,IN,41.71,-86.87
65594,46360,MICH CITY,IN,41.71,-86.87
65595,46361,MICHIGAN CITY,IN,41.71,-86.87
65596,46057,MICHIGANTOWN,IN,40.32,-86.39
65597,46057,BOYLESTON,IN,40.32,-86.39
65598,46540,MIDDLEBURY,IN,41.67,-85.7
65599,47356,MIDDLETOWN,IN,40.05,-85.54
65600,47445,MIDLAND,IN,39.09,-87.16
65601,46542,MILFORD,IN,41.41,-85.84
65602,46365,MILL CREEK,IN,41.53,-86.54
65603,46543,MILLERSBURG,IN,41.52,-85.69
65604,46156,MILROY,IN,39.49,-85.51
65605,47357,MILTON,IN,39.78,-85.15
65606,46544,MISHAWAKA,IN,41.66,-86.16
65607,46545,MISHAWAKA,IN,41.66,-86.16
65608,46546,MISHAWAKA,IN,41.66,-86.16
65609,47446,MITCHELL,IN,38.73,-86.47
65610,47446,BRYANTSVILLE,IN,38.73,-86.47
65611,47446,GEORGIA,IN,38.73,-86.47
65612,47446,LAWRENCEPORT,IN,38.73,-86.47
65613,47446,RIVER VALE,IN,38.73,-86.47
65614,47446,STONINGTON,IN,38.73,-86.47
65615,47446,YOCKEY,IN,38.73,-86.47
65616,47358,MODOC,IN,40.04,-85.12
65617,46771,MONGO,IN,41.68,-85.27
65618,47959,MONON,IN,40.86,-86.87
65619,46772,MONROE,IN,40.74,-84.94
65620,46772,COPPESS CORNER,IN,40.74,-84.94
65621,47557,MONROE CITY,IN,38.61,-87.35
65622,46773,MONROEVILLE,IN,40.97,-84.86
65623,46773,MONROEVL,IN,40.97,-84.86
65624,46773,BOSTON CORNER,IN,40.97,-84.86
65625,46773,DIXON,IN,40.97,-84.86
65626,46773,TILLMAN,IN,40.97,-84.86
65627,46773,TOWNLEY,IN,40.97,-84.86
65628,46773,ZULU,IN,40.97,-84.86
65629,46157,MONROVIA,IN,39.57,-86.5
65630,46960,MONTEREY,IN,41.15,-86.48
65631,46968,ORA,IN,41.21,-86.52
65632,47862,MONTEZUMA,IN,39.79,-87.36
65633,47862,ARMIESBURG,IN,39.79,-87.36
65634,47862,RESERVE,IN,39.79,-87.36
65635,47862,WEST UNION,IN,39.79,-87.36
65636,47558,MONTGOMERY,IN,38.66,-87.04
65637,47558,CORNING,IN,38.66,-87.04
65638,47558,GLENDALE,IN,38.66,-87.04
65639,47558,HUDSONVILLE,IN,38.66,-87.04
65640,47960,MONTICELLO,IN,40.74,-86.76
65641,47960,INDIANA BEACH,IN,40.74,-86.76
65642,47962,MONTMORENCI,IN,40.47,-87.02
65643,47359,MONTPELIER,IN,40.55,-85.28
65644,47359,MCNATTS,IN,40.55,-85.28
65645,47359,NOTTINGHAM,IN,40.55,-85.28
65646,47360,MOORELAND,IN,39.99,-85.25
65647,46158,MOORESVILLE,IN,39.61,-86.37
65648,46160,MORGANTOWN,IN,39.37,-86.25
65649,46160,BEAN BLOSSOM,IN,39.37,-86.25
65650,46160,FRUITDALE,IN,39.37,-86.25
65651,47963,MOROCCO,IN,40.94,-87.45
65652,46161,MORRISTOWN,IN,39.67,-85.69
65653,46161,FREEPORT,IN,39.67,-85.69
65654,47964,MOUNT AYR,IN,40.95,-87.29
65655,47361,MOUNT SUMMIT,IN,40,-85.38
65656,46058,MULBERRY,IN,40.34,-86.66
65657,46058,FRANKFORT,IN,40.34,-86.66
65658,47302,MUNCIE,IN,40.19,-85.39
65659,47302,BREEZEWOOD PARK,IN,40.19,-85.39
65660,47302,BREEZEWOOD PK,IN,40.19,-85.39
65661,47302,COWAN,IN,40.19,-85.39
65662,47302,HYDE PARK,IN,40.19,-85.39
65663,47302,MEDFORD,IN,40.19,-85.39
65664,47302,NEW BURLINGTN,IN,40.19,-85.39
65665,47302,NEW BURLINGTON,IN,40.19,-85.39
65666,47302,PROGRESS,IN,40.19,-85.39
65667,47303,MUNCIE,IN,40.19,-85.39
65668,47303,ANTHONY,IN,40.19,-85.39
65669,47303,COOK ACRES,IN,40.19,-85.39
65670,47303,COUNTRY TERR,IN,40.19,-85.39
65671,47303,COUNTRY TERRACE,IN,40.19,-85.39
65672,47303,DESOTO,IN,40.19,-85.39
65673,47303,HAMILTON PARK,IN,40.19,-85.39
65674,47303,ROYERTON,IN,40.19,-85.39
65675,47303,WOODLAWN PARK,IN,40.19,-85.39
65676,47304,MUNCIE,IN,40.19,-85.39
65677,47304,BREWINGTON WDS,IN,40.19,-85.39
65678,47304,BREWINGTON WOODS,IN,40.19,-85.39
65679,47304,CAMMACK,IN,40.19,-85.39
65680,47304,WEST ACRES,IN,40.19,-85.39
65681,47304,WESTPORT ADDITION,IN,40.19,-85.39
65682,47304,WESTPORT ADDN,IN,40.19,-85.39
65683,47305,MUNCIE,IN,40.19,-85.39
65684,47306,MUNCIE,IN,40.19,-85.39
65685,47306,BALL STATE UNIV,IN,40.19,-85.39
65686,47306,BALL STATE UNIVERSITY,IN,40.19,-85.39
65687,47307,MUNCIE,IN,40.19,-85.39
65688,47308,MUNCIE,IN,40.19,-85.39
65689,46550,NAPPANEE,IN,41.44,-85.98
65690,47448,NASHVILLE,IN,39.2,-86.23
65691,47448,ANNANDALE EST,IN,39.2,-86.23
65692,47448,ANNANDALE ESTATES,IN,39.2,-86.23
65693,47448,BELMONT,IN,39.2,-86.23
65694,47448,CLOUD CREST HILLS,IN,39.2,-86.23
65695,47448,CLOUD CRST HLS,IN,39.2,-86.23
65696,47448,COFFEY SUBDIV,IN,39.2,-86.23
65697,47448,COFFEY SUBDIVISION,IN,39.2,-86.23
65698,47448,ELKINSVILLE,IN,39.2,-86.23
65699,47448,GNAW BONE,IN,39.2,-86.23
65700,47448,STORY,IN,39.2,-86.23
65701,47448,TREVLAC,IN,39.2,-86.23
65702,47449,NEWBERRY,IN,38.92,-87.01
65703,46552,NEW CARLISLE,IN,41.7,-86.51
65704,46552,HUDSON LAKE,IN,41.7,-86.51
65705,47362,NEW CASTLE,IN,39.92,-85.36
65706,47362,CADIZ,IN,39.92,-85.36
65707,47362,HENRY,IN,39.92,-85.36
65708,47362,MESSICK,IN,39.92,-85.36
65709,47362,MILLVILLE,IN,39.92,-85.36
65710,47362,WESTWOOD,IN,39.92,-85.36
65711,47863,NEW GOSHEN,IN,39.58,-87.46
65712,46774,NEW HAVEN,IN,41.06,-85.02
65713,46774,GAR CREEK,IN,41.06,-85.02
65714,46774,MEADOWBROOK,IN,41.06,-85.02
65715,46774,MILAN CENTER,IN,41.06,-85.02
65716,46774,NEW HAVEN HEIGHTS,IN,41.06,-85.02
65717,46774,TANGLEWOOD,IN,41.06,-85.02
65718,46774,THURMAN,IN,41.06,-85.02
65719,47366,NEW LISBON,IN,39.85,-85.24
65720,47965,NEW MARKET,IN,39.95,-86.92
65721,46163,NEW PALESTINE,IN,39.72,-85.89
65722,46163,BROOKVILLE HEIGHTS,IN,39.72,-85.89
65723,46163,BROOKVILLE HTS,IN,39.72,-85.89
65724,46553,NEW PARIS,IN,41.5,-85.82
65725,47263,NEW POINT,IN,39.3,-85.33
65726,47966,NEWPORT,IN,39.88,-87.4
65727,47967,NEW RICHMOND,IN,40.19,-86.97
65728,47968,NEW ROSS,IN,39.96,-86.71
65729,47969,NEWTOWN,IN,40.2,-87.14
65730,46164,NINEVEH,IN,39.38,-86.08
65731,46164,PRINCES LAKES,IN,39.38,-86.08
65732,46060,NOBLESVILLE,IN,40.05,-86.03
65733,46060,STRAWTOWN,IN,40.05,-86.03
65734,46061,NOBLESVILLE,IN,40.05,-86.03
65735,46062,NOBLESVILLE,IN,40.05,-86.03
65736,46062,WESTFIELD,IN,40.05,-86.03
65737,47264,NORMAN,IN,38.95,-86.22
65738,46366,NORTH JUDSON,IN,41.21,-86.77
65739,46554,NORTH LIBERTY,IN,41.53,-86.43
65740,46943,LAKETON,IN,40.99,-85.87
65741,46962,NORTH MANCHESTER,IN,41,-85.77
65742,46962,N MANCHESTER,IN,41,-85.77
65743,46165,NORTH SALEM,IN,39.85,-86.64
65744,47265,NORTH VERNON,IN,39,-85.63
65745,47265,QUEENSVILLE,IN,39,-85.63
65746,46555,NORTH WEBSTER,IN,41.32,-85.69
65747,46556,NOTRE DAME,IN,41.7,-86.24
65748,46556,ST MARYS,IN,41.7,-86.24
65749,46965,OAKFORD,IN,40.44,-86.16
65750,47561,OAKTOWN,IN,38.87,-87.44
65751,47561,EMISON,IN,38.87,-87.44
65752,47561,BUSSERON,IN,38.87,-87.44
65753,47561,WIDNER,IN,38.87,-87.44
65754,47367,OAKVILLE,IN,40.07,-85.38
65755,47562,ODON,IN,38.84,-86.98
65756,47562,FARLEN,IN,38.84,-86.98
65757,47562,RAGLESVILLE,IN,38.84,-86.98
65758,46967,ONWARD,IN,40.69,-86.19
65759,47451,OOLITIC,IN,38.89,-86.52
65760,46063,ORESTES,IN,40.27,-85.72
65761,46776,ORLAND,IN,41.73,-85.17
65762,46776,WALL LAKE,IN,41.73,-85.17
65763,47452,ORLEANS,IN,38.66,-86.45
65764,47452,BROMER,IN,38.66,-86.45
65765,47452,NORTHEAST,IN,38.66,-86.45
65766,47452,ORANGEVILLE,IN,38.66,-86.45
65767,47452,PUMPKIN CENTER,IN,38.66,-86.45
65768,47452,PUMPKIN CTR,IN,38.66,-86.45
65769,47452,SYRIA,IN,38.66,-86.45
65770,46561,OSCEOLA,IN,41.66,-86.07
65771,46777,OSSIAN,IN,40.87,-85.16
65772,46777,KINGSLAND,IN,40.87,-85.16
65773,46777,TOCSIN,IN,40.87,-85.16
65774,47970,OTTERBEIN,IN,40.49,-87.1
65775,47564,OTWELL,IN,38.48,-87.1
65776,47564,IVA,IN,38.48,-87.1
65777,47453,OWENSBURG,IN,38.94,-86.75
65778,47453,DRESDEN,IN,38.94,-86.75
65779,47971,OXFORD,IN,40.52,-87.24
65780,47454,PAOLI,IN,38.55,-86.46
65781,47454,BRAXTON,IN,38.55,-86.46
65782,47454,CHAMBERSBURG,IN,38.55,-86.46
65783,47454,STAMPERS CREEK,IN,38.55,-86.46
65784,47454,STAMPERS CRK,IN,38.55,-86.46
65785,47454,WILDWOOD LAKE,IN,38.55,-86.46
65786,47454,YOUNGS CREEK,IN,38.55,-86.46
65787,46166,PARAGON,IN,39.39,-86.56
65788,47270,PARIS CROSSING,IN,38.85,-85.74
65789,47270,PARIS XING,IN,38.85,-85.74
65790,47368,PARKER CITY,IN,40.18,-85.2
65791,47368,PARKER,IN,40.18,-85.2
65792,47368,WINDSOR,IN,40.18,-85.2
65793,47455,PATRICKSBURG,IN,39.29,-86.99
65794,47865,PAXTON,IN,39.11,-87.42
65795,46064,PENDLETON,IN,40,-85.74
65796,46064,HUNTSVILLE,IN,40,-85.74
65797,47369,PENNVILLE,IN,40.49,-85.14
65798,47369,BALBEE,IN,40.49,-85.14
65799,47974,PERRYSVILLE,IN,40.05,-87.43
65800,47370,PERSHING,IN,39.81,-85.16
65801,47370,E GERMANTOWN,IN,39.81,-85.16
65802,47370,EAST GERMANTOWN,IN,39.81,-85.16
65803,46959,MIAMI,IN,40.6,-85.97
65804,46961,NEW WAVERLY,IN,40.77,-86.19
65805,46970,PERU,IN,40.75,-86.06
65806,46971,GRISSOM ARB,IN,40.65,-86.14
65807,46971,GRISSOM AIR RESERVE BASE,IN,40.65,-86.14
65808,46971,PERU,IN,40.65,-86.14
65809,46971,GRISSOM A R B,IN,40.65,-86.14
65810,47567,PETERSBURG,IN,38.49,-87.28
65811,47567,ALFORD,IN,38.49,-87.28
65812,47567,ALGIERS,IN,38.49,-87.28
65813,47567,BOWMAN,IN,38.49,-87.28
65814,47567,GLEZEN,IN,38.49,-87.28
65815,47567,LITTLE,IN,38.49,-87.28
65816,47567,LOGAN,IN,38.49,-87.28
65817,47567,OATSVILLE,IN,38.49,-87.28
65818,47567,WEST PETERSBURG,IN,38.49,-87.28
65819,47567,WILLISVILLE,IN,38.49,-87.28
65820,46778,PETROLEUM,IN,40.61,-85.15
65821,46562,PIERCETON,IN,41.19,-85.7
65822,46562,SIDNEY,IN,41.19,-85.7
65823,47866,PIMENTO,IN,39.28,-87.36
65824,47975,PINE VILLAGE,IN,40.44,-87.25
65825,46167,PITTSBORO,IN,39.86,-86.46
65826,46168,PLAINFIELD,IN,39.7,-86.38
65827,46168,CARTERSBURG,IN,39.7,-86.38
65828,47568,PLAINVILLE,IN,38.8,-87.15
65829,47568,BOGARD,IN,38.8,-87.15
65830,47568,CORNETTSVILLE,IN,38.8,-87.15
65831,47568,EPSOM,IN,38.8,-87.15
65832,46779,PLEASANT LAKE,IN,41.58,-85.01
